file,utterance_id,start_ms,end_ms,ref,mb,gl,ft
synthetic_new_glossed.eaf,313,667815,669945,oŋko d̪ɔ kat̪ʰa ɾɔɽakada,oŋko d̪ɔ kat̪ʰa ɾɔɽ-akad-a,3PL.ANIM TOP word speak-PRF-FIN,They have spoken the word.
synthetic_texts_glossed.eaf,314,669945,671588,bʰɔɾɔm d̪ɔ nɔwaa,bʰɔɾɔm d̪ɔ nɔwa-a,shame TOP new-FIN,The shame is new.
synthetic_bangla_glossed.eaf,315,671588,674287,alɛ d̪ɔ basaŋ aɾ ɟɔmaʔ ɟɔma,alɛ d̪ɔ basaŋ aɾ ɟɔmaʔ ɟɔm-a,1PL.EXCL TOP cooked.food and food eat-FIN,We will eat the cooked food and the food.
synthetic_texts_glossed.eaf,316,674287,676005,bʰugək̕ɾɛ ʈaka menaa,bʰugək̕-ɾɛ ʈaka mena-a,cave-LOC money exist-FIN,There is a money in the cave.
synthetic_new_glossed.eaf,317,676005,678170,iɲ d̪ɔ band ɲɛlakada,iɲ d̪ɔ band ɲɛl-akad-a,1SG TOP embankment see-PRF-FIN,I have seen the embankment.
synthetic_school_dialogue_glossed.eaf,318,678170,680849,ɔkt̪ɛɾɛ iɲ gʰuɽi kiɾiɲkat̪ɛ iskulɾɛ kɘmia,ɔkt̪ɛ-ɾɛ iɲ gʰuɽi kiɾiɲ-kat̪ɛ iskul-ɾɛ kɘmi-a,time-LOC 1SG watch buy-CVB school-LOC work-FIN,"At that time, I buy the watch and then work in the school."
synthetic_texts_glossed.eaf,319,680849,682677,bɔ͡i̯ha d̪ɔ mɔ̃ɟa,bɔ͡i̯ha d̪ɔ mɔ̃ɟ-a,brother TOP good-FIN,The brother is good.
synthetic_paradigm_glossed.eaf,320,682677,684600,amaʔ baba d̪ɔ ɾɘskɘa,am-aʔ baba d̪ɔ ɾɘskɘ-a,2SG-GEN father TOP happy-FIN,Your father is happy.
synthetic_see_paradigm.eaf,321,684600,687024,alɛ d̪ɔ pɘɾsi balɛ ɾɔɽa,alɛ d̪ɔ pɘɾsi ba-lɛ ɾɔɽ-a,1PL.EXCL TOP language NEG-1PL.EXCL speak-FIN,We do not speak the language.
synthetic_texts_glossed.eaf,322,687024,688849,bilənɾɛ aɳɖɾac̕ ɔɳɖɾɔc̕ menaa,bilən-ɾɛ aɳɖɾac̕ ɔɳɖɾɔc̕ mena-a,wide.expanse.of-LOC cry.of.beasts exist-FIN,There is a cry of beasts & c in the wide expanse of land.
synthetic_paradigm_glossed.eaf,323,688849,690765,amaʔ ɟɔmaʔ d̪ɔ sapʰaa,am-aʔ ɟɔmaʔ d̪ɔ sapʰa-a,2SG-GEN food TOP clean-FIN,Your food is clean.
synthetic_dialogues_glossed.eaf,324,690765,692954,nit̪ʔ cɛʔi̯ ceka ja,nit̪ʔ cɛ-ʔ-i̯ cek-a ja,now what-NFIN-3SG.ANIM.SUBJ do-FIN Q,What will he/she do now?
synthetic_school_dialogue_glossed.eaf,325,692954,695680,ɔkt̪ɛɾɛ am bele botke ɲɛlkat̪ɛ gaɖaɾɛ calaʔa,ɔkt̪ɛ-ɾɛ am bele botke ɲɛl-kat̪ɛ gaɖa-ɾɛ calaʔ-a,time-LOC 2SG yolk.of.egg see-CVB river-LOC go-FIN,"At that time, you see the yolk of egg and then go to the river."
synthetic_texts_glossed.eaf,326,695680,697284,sɔhɔɽɾɛ at͡ʃel pat͡ʃel menaa,sɔhɔɽ-ɾɛ at͡ʃel pat͡ʃel mena-a,town-LOC abundance exist-FIN,There is an abundance in the town.
synthetic_new_glossed.eaf,327,697284,699386,am d̪ɔ ɖak̚t̪aɾ gɔɽɔakada,am d̪ɔ ɖak̚t̪aɾ gɔɽɔ-akad-a,2SG TOP doctor help-PRF-FIN,You have helped the doctor.
synthetic_bangla_glossed.eaf,328,699386,701295,apɛ d̪ɔ mɔbaĭl pʰon kiɾiɲa,apɛ d̪ɔ mɔbaĭl pʰon kiɾiɲ-a,2PL TOP mobile.phone buy-FIN,You all will buy the mobile phone.
synthetic_texts_glossed.eaf,329,701295,703102,gid̪ɾɘ d̪ɔ lɘʈua,gid̪ɾɘ d̪ɔ lɘʈu-a,child TOP small-FIN,The child is small.
synthetic_dialogues_glossed.eaf,330,703102,706642,oŋko d̪ɔ haku kiɾiɲa mɛnkʰan ɾan bako kiɾiɲa,oŋko d̪ɔ haku kiɾiɲ-a mɛnkʰan ɾan ba-ko kiɾiɲ-a,3PL.ANIM TOP fish buy-FIN but medicine NEG-3PL.ANIM buy-FIN,"They will buy the fish, but do not buy the medicine."
synthetic_imperatives_glossed.eaf,331,706642,708848,d̪a.ja kat̪ɛ at̪oɾɛ d̪uɽup̚ʔmɛ,d̪a.ja kat̪ɛ at̪o-ɾɛ d̪uɽup̚ʔ-mɛ,please Manner village-LOC sit-IMP.2SG.POL,Please sit in the village.
synthetic_school_dialogue_glossed.eaf,332,708848,711516,ɔkt̪ɛɾɛ am basaŋ ɟɔmkat̪ɛ ɟɔlaɾɛ gat̪ea,ɔkt̪ɛ-ɾɛ am basaŋ ɟɔm-kat̪ɛ ɟɔla-ɾɛ gat̪e-a,time-LOC 2SG cooked.food eat-CVB lake-LOC play-FIN,"At that time, you eat the cooked food and then play in the lake."
synthetic_imperatives_glossed.eaf,333,711516,713660,d̪a.ja kat̪ɛ at̪oɾɛ calaʔmɛ,d̪a.ja kat̪ɛ at̪o-ɾɛ calaʔ-mɛ,please Manner village-LOC go-IMP.2SG.POL,Please go to the village.
synthetic_bangla_glossed.eaf,334,713660,715853,iɲ d̪ɔ basaŋ ɟɔma,iɲ d̪ɔ basaŋ ɟɔm-a,1SG TOP cooked.food eat-FIN,I will eat the cooked food.
synthetic_texts_glossed.eaf,335,715853,717681,aʈap̕ uʈup̕ d̪ɔ nɔwaa,aʈap̕ uʈup̕ d̪ɔ nɔwa-a,rumbling.sound TOP new-FIN,The rumbling sound is new.
synthetic_school_dialogue_glossed.eaf,336,717681,720300,t̪eheɲɾɛ am sikʰnɘt̪ paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ hiɟuʔa,t̪eheɲ-ɾɛ am sikʰnɘt̪ paɽha͡o̯-kat̪ɛ ɔɽaʔ-ɾɛ hiɟuʔ-a,today-LOC 2SG lesson study-CVB house-LOC come-FIN,"Today, you study the lesson and then come to the house."
synthetic_texts_glossed.eaf,337,720300,721998,bajaban d̪ɔ nɔwaa,bajaban d̪ɔ nɔwa-a,deluge TOP new-FIN,The deluge is new.
synthetic_see_paradigm.eaf,338,721998,723446,oŋkoko calaʔɛd̪a,oŋko-ko calaʔ-ɛ-d̪a,3PL.ANIM-3PL.ANIM go-PROG-FIN,They are going.
synthetic_paradigm_glossed.eaf,339,723446,724969,alɛlɛ pɘɾsi ɾɔɽkeda,alɛ-lɛ pɘɾsi ɾɔɽ-ked-a,1PL.EXCL-1PL.EXCL language speak-PST-FIN,We spoke the language.
synthetic_bangla_glossed.eaf,340,724969,727161,oŋko d̪ɔ pɘɾsi paɽha͡o̯a,oŋko d̪ɔ pɘɾsi paɽha͡o̯-a,3PL.ANIM TOP language study-FIN,They will study the language.
synthetic_school_dialogue_glossed.eaf,341,727161,729784,hɔlaɾɛ alɛ basaŋ ɟɔmkat̪ɛ sɔhɔɽɾɛ hiɟuʔa,hɔla-ɾɛ alɛ basaŋ ɟɔm-kat̪ɛ sɔhɔɽ-ɾɛ hiɟuʔ-a,yesterday-LOC 1PL.EXCL cooked.food eat-CVB town-LOC come-FIN,"Yesterday, we eat the cooked food and then come to the town."
synthetic_paradigm_glossed.eaf,342,729784,731826,uniaʔ kaʈa d̪ɔ ɟɘɾuɽa,uni-aʔ kaʈa d̪ɔ ɟɘɾuɽ-a,3SG-GEN foot TOP important-FIN,His/her foot is important.
synthetic_bangla_glossed.eaf,343,731826,733792,apɛ d̪ɔ ɖak̚t̪aɾ gɔɽɔa,apɛ d̪ɔ ɖak̚t̪aɾ gɔɽɔ-a,2PL TOP doctor help-FIN,You all will help the doctor.
synthetic_texts_glossed.eaf,344,733792,735312,abʰeɽ d̪ɔ mɔ̃ɟa,abʰeɽ d̪ɔ mɔ̃ɟ-a,moment TOP good-FIN,The moment is good.
synthetic_texts_glossed.eaf,345,735312,736944,mɔbaĭl pʰon d̪ɔ ɟɘɾuɽa,mɔbaĭl pʰon d̪ɔ ɟɘɾuɽ-a,mobile.phone TOP important-FIN,The mobile phone is important.
synthetic_see_paradigm.eaf,346,736944,738323,apɛpɛ gɔc̚ʔɛd̪a,apɛ-pɛ gɔc̚ʔ-ɛ-d̪a,2PL-2PL die-PROG-FIN,You all are dying.
synthetic_paradigm_glossed.eaf,347,738323,740385,alɛaʔ kɘmi d̪ɔ ɟɘɾuɽa,alɛ-aʔ kɘmi d̪ɔ ɟɘɾuɽ-a,1PL.EXCL-GEN work TOP important-FIN,Our work is important.
synthetic_paradigm_glossed.eaf,348,740385,741988,amɛm ɟɔmaʔ ɲamkeda,am-ɛm ɟɔmaʔ ɲam-ked-a,2SG-2SG food get-PST-FIN,You got the food.
synthetic_see_paradigm.eaf,349,741988,744441,oŋko d̪ɔ t̪o̯͡a bako ɲua,oŋko d̪ɔ t̪o̯͡a ba-ko ɲu-a,3PL.ANIM TOP milk NEG-3PL.ANIM drink-FIN,They do not drink the milk.
synthetic_texts_glossed.eaf,350,744441,746042,aɖe paseɾɛ kaʈa menaa,aɖe pase-ɾɛ kaʈa mena-a,neighbourhood-LOC foot exist-FIN,There is a foot in the neighbourhood.
synthetic_see_paradigm.eaf,351,746042,747497,oŋkoko ɲamɛd̪a,oŋko-ko ɲam-ɛ-d̪a,3PL.ANIM-3PL.ANIM get-PROG-FIN,They are getting.
synthetic_see_paradigm.eaf,352,747497,749943,iɲ d̪ɔ beɲ bɘɲ ɲɛla,iɲ d̪ɔ beɲ bɘ-ɲ ɲɛl-a,1SG TOP blubbering NEG-1SG see-FIN,I do not see the blubbering.
synthetic_bangla_glossed.eaf,353,749943,752587,oŋko d̪ɔ ɟɔmaʔ aɾ basaŋ ɟɔma,oŋko d̪ɔ ɟɔmaʔ aɾ basaŋ ɟɔm-a,3PL.ANIM TOP food and cooked.food eat-FIN,They will eat the food and the cooked food.
synthetic_paradigm_glossed.eaf,354,752587,754415,unii̯ alaŋ ɲɛlkeda,uni-i̯ alaŋ ɲɛl-ked-a,3SG.ANIM-3SG.ANIM tongue see-PST-FIN,He/she saw the tongue.
synthetic_new_glossed_3.eaf,355,754415,756656,mit̪ʔ ɾan d̪ɔ iskulɾɛ menaa,mit̪ʔ ɾan d̪ɔ iskul-ɾɛ mena-a,one medicine TOP school-LOC exist-FIN,One medicine is in the school.
synthetic_bangla_glossed.eaf,356,756656,758633,uni d̪ɔ bʰiɖi up̕ ɲɛla,uni d̪ɔ bʰiɖi up̕ ɲɛl-a,3SG.ANIM TOP wool see-FIN,He/she will see the wool.
synthetic_school_dialogue_glossed.eaf,357,758633,761263,t̪eheɲɾɛ uni kat̪ʰa ɔlɔʔkat̪ɛ ɔɽaʔɾɛ gat̪ea,t̪eheɲ-ɾɛ uni kat̪ʰa ɔlɔʔ-kat̪ɛ ɔɽaʔ-ɾɛ gat̪e-a,today-LOC 3SG.ANIM word write-CVB house-LOC play-FIN,"Today, he/she write the word and then play in the house."
synthetic_texts_glossed.eaf,358,761263,763112,at̪oɾɛ kɘmi menaa,at̪o-ɾɛ kɘmi mena-a,village-LOC work exist-FIN,There is a work in the village.
synthetic_paradigm_glossed.eaf,359,763112,764818,alɛlɛ ɟɔmaʔ kiɾiɲkeda,alɛ-lɛ ɟɔmaʔ kiɾiɲ-ked-a,1PL.EXCL-1PL.EXCL food buy-PST-FIN,We bought the food.
synthetic_paradigm_glossed.eaf,360,764818,766350,apɛpɛ basaŋ ɟɔmkeda,apɛ-pɛ basaŋ ɟɔm-ked-a,2PL-2PL cooked.food eat-PST-FIN,You all ate the cooked food.
synthetic_paradigm_glossed.eaf,361,766350,767903,iɲiɲ pɘɾsi ɔlɔʔkeda,iɲ-iɲ pɘɾsi ɔlɔʔ-ked-a,1SG-1SG language write-PST-FIN,I wrote the language.
synthetic_bangla_glossed.eaf,362,767903,770827,apɛ d̪ɔ anman aɾ anaɾ ɲɛla,apɛ d̪ɔ anman aɾ anaɾ ɲɛl-a,2PL TOP appraisement and pomegranate see-FIN,You all will see the appraisement and the pomegranate.
synthetic_see_paradigm.eaf,363,770827,773354,oŋko d̪ɔ haku bako ɘkʰɾiɲa,oŋko d̪ɔ haku ba-ko ɘkʰɾiɲ-a,3PL.ANIM TOP fish NEG-3PL.ANIM sell-FIN,They do not sell the fish.
synthetic_new_glossed_3.eaf,364,773354,775905,mit̪ʔʈɛn balɛ d̪ɔ sɔhɔɽɾɛ menaa,mit̪ʔ-ʈɛn balɛ d̪ɔ sɔhɔɽ-ɾɛ mena-a,one-CLF.HUM infant TOP town-LOC exist-FIN,One infant is in the town.
synthetic_texts_glossed.eaf,365,775905,777479,basɾɛ ɾu̯͡ɘ menaa,bas-ɾɛ ɾu̯͡ɘ mena-a,dwelling.place-LOC illness exist-FIN,There is an illness in the dwelling place.
synthetic_see_paradigm.eaf,366,777479,778849,iɲiɲ hiɟuʔɛd̪a,iɲ-iɲ hiɟuʔ-ɛ-d̪a,1SG-1SG come-PROG-FIN,I am coming.
synthetic_texts_glossed.eaf,367,778849,780557,aglaha d̪ɔ nɔwaa,aglaha d̪ɔ nɔwa-a,leader TOP new-FIN,The leader is new.
synthetic_paradigm_glossed.eaf,368,780557,782236,iɲiɲ ɖak̚t̪aɾ gɔɽɔkeda,iɲ-iɲ ɖak̚t̪aɾ gɔɽɔ-ked-a,1SG-1SG doctor help-PST-FIN,I helped the doctor.
synthetic_paradigm_glossed.eaf,369,782236,784314,iɲaʔ gʰuɽi d̪ɔ sapʰaa,iɲ-aʔ gʰuɽi d̪ɔ sapʰa-a,1SG-GEN watch TOP clean-FIN,My watch is clean.
synthetic_paradigm_glossed.eaf,370,784314,786491,amaʔ d̪aʔ d̪ɔ sibila,am-aʔ d̪aʔ d̪ɔ sibil-a,2SG-GEN water TOP tasty-FIN,Your water is tasty.
synthetic_paradigm_glossed.eaf,371,786491,788586,uniaʔ sɔhɔɽ d̪ɔ ɟɘɾuɽa,uni-aʔ sɔhɔɽ d̪ɔ ɟɘɾuɽ-a,3SG-GEN town TOP important-FIN,His/her town is important.
synthetic_new_glossed.eaf,372,788586,790661,am d̪ɔ haku ɘkʰɾiɲakada,am d̪ɔ haku ɘkʰɾiɲ-akad-a,2SG TOP fish sell-PRF-FIN,You have sold the fish.
synthetic_texts_glossed.eaf,373,790661,792447,baskitiə̯ d̪ɔ lɘʈua,baskitiə̯ d̪ɔ lɘʈu-a,inhabitant TOP small-FIN,The inhabitant is small.
synthetic_see_paradigm.eaf,374,792447,793772,apɛpɛ gɔɽɔɛd̪a,apɛ-pɛ gɔɽɔ-ɛ-d̪a,2PL-2PL help-PROG-FIN,You all are helping.
synthetic_bangla_glossed.eaf,375,793772,795832,am d̪ɔ kat̪ʰa ɾɔɽa,am d̪ɔ kat̪ʰa ɾɔɽ-a,2SG TOP word speak-FIN,You will speak the word.
synthetic_see_paradigm.eaf,376,795832,797109,amɛm calaʔɛd̪a,am-ɛm calaʔ-ɛ-d̪a,2SG-2SG go-PROG-FIN,You is going.
synthetic_bangla_glossed.eaf,377,797109,799175,oŋko d̪ɔ ɟɔmaʔ ɲama,oŋko d̪ɔ ɟɔmaʔ ɲam-a,3PL.ANIM TOP food get-FIN,They will get the food.
synthetic_paradigm_glossed.eaf,378,799175,801121,alɛaʔ aɾd͡ʒan d̪ɔ sapʰaa,alɛ-aʔ aɾd͡ʒan d̪ɔ sapʰa-a,1PL.EXCL-GEN goad TOP clean-FIN,Our goad is clean.
synthetic_bangla_glossed.eaf,379,801121,803749,am d̪ɔ ɟɔmaʔ aɾ haku ɟɔma,am d̪ɔ ɟɔmaʔ aɾ haku ɟɔm-a,2SG TOP food and fish eat-FIN,You will eat the food and the fish.
synthetic_new_glossed_3.eaf,380,803749,806019,mit̪ʔʈɛn bʰikʰəɾi d̪ɔ sɔhɔɽɾɛ menaa,mit̪ʔ-ʈɛn bʰikʰəɾi d̪ɔ sɔhɔɽ-ɾɛ mena-a,one-CLF.HUM beggar TOP town-LOC exist-FIN,One beggar is in the town.
synthetic_bangla_glossed.eaf,381,806019,807958,iɲ d̪ɔ pɘɾsi ɾɔɽa,iɲ d̪ɔ pɘɾsi ɾɔɽ-a,1SG TOP language speak-FIN,I will speak the language.
synthetic_bangla_glossed.eaf,382,807958,810887,am d̪ɔ gʰuɽi aɾ ɾan kiɾiɲa,am d̪ɔ gʰuɽi aɾ ɾan kiɾiɲ-a,2SG TOP watch and medicine buy-FIN,You will buy the watch and the medicine.
synthetic_bangla_glossed.eaf,383,810887,812818,alɛ d̪ɔ ɾan ɲama,alɛ d̪ɔ ɾan ɲam-a,1PL.EXCL TOP medicine get-FIN,We will get the medicine.
synthetic_paradigm_glossed.eaf,384,812818,814882,oŋkoaʔ ɲɛlɛɾasa d̪ɔ mɔ̃ɟa,oŋko-aʔ ɲɛlɛɾasa d̪ɔ mɔ̃ɟ-a,3PL-GEN honey TOP good-FIN,Their honey is good.
synthetic_texts_glossed.eaf,385,814882,816530,bat͡ʃʰɽa d̪ɔ sapʰaa,bat͡ʃʰɽa d̪ɔ sapʰa-a,lad TOP clean-FIN,The lad is clean.
synthetic_bangla_glossed.eaf,386,816530,818570,apɛ d̪ɔ ɟɔmaʔ kiɾiɲa,apɛ d̪ɔ ɟɔmaʔ kiɾiɲ-a,2PL TOP food buy-FIN,You all will buy the food.
synthetic_school_dialogue_glossed.eaf,387,818570,821461,sɛt̪aʔɾɛ alɛ pɘɾsi paɽha͡o̯kat̪ɛ iskulɾɛ calaʔa,sɛt̪aʔ-ɾɛ alɛ pɘɾsi paɽha͡o̯-kat̪ɛ iskul-ɾɛ calaʔ-a,morning-LOC 1PL.EXCL language study-CVB school-LOC go-FIN,"In the morning, we study the language and then go to the school."
synthetic_see_paradigm.eaf,388,821461,823911,oŋko d̪ɔ mɔbaĭl pʰon bako ɘkʰɾiɲa,oŋko d̪ɔ mɔbaĭl pʰon ba-ko ɘkʰɾiɲ-a,3PL.ANIM TOP mobile.phone NEG-3PL.ANIM sell-FIN,They do not sell the mobile phone.
synthetic_paradigm_glossed.eaf,389,823911,825991,oŋkoaʔ əgil hapɽam d̪ɔ ɟɘɾuɽa,oŋko-aʔ əgil hapɽam d̪ɔ ɟɘɾuɽ-a,3PL-GEN patriarch TOP important-FIN,Their patriarch is important.
synthetic_school_dialogue_glossed.eaf,390,825991,828608,t̪eheɲɾɛ alɛ basaŋ ɟɔmkat̪ɛ kuɲɾɛ calaʔa,t̪eheɲ-ɾɛ alɛ basaŋ ɟɔm-kat̪ɛ kuɲ-ɾɛ calaʔ-a,today-LOC 1PL.EXCL cooked.food eat-CVB well-LOC go-FIN,"Today, we eat the cooked food and then go to the well."
synthetic_imperatives_glossed.eaf,391,828608,830763,d̪a.ja kat̪ɛ haku ɟɔmmɛ,d̪a.ja kat̪ɛ haku ɟɔm-mɛ,please Manner fish eat-IMP.2SG.POL,Please eat the fish.
synthetic_see_paradigm.eaf,392,830763,833182,oŋko d̪ɔ basaŋ bako ɟɔma,oŋko d̪ɔ basaŋ ba-ko ɟɔm-a,3PL.ANIM TOP cooked.food NEG-3PL.ANIM eat-FIN,They do not eat the cooked food.
synthetic_paradigm_glossed.eaf,393,833182,834905,iɲiɲ pʰɔʈɔ ɲamkeda,iɲ-iɲ pʰɔʈɔ ɲam-ked-a,1SG-1SG photo get-PST-FIN,I got the photo.
synthetic_see_paradigm.eaf,394,834905,836193,alɛlɛ ɲamɛd̪a,alɛ-lɛ ɲam-ɛ-d̪a,1PL.EXCL-1PL.EXCL get-PROG-FIN,We are getting.
synthetic_paradigm_glossed.eaf,395,836193,838080,apɛaʔ bəɾd͡ʒid d̪ɔ mɔ̃ɟa,apɛ-aʔ bəɾd͡ʒid d̪ɔ mɔ̃ɟ-a,2PL-GEN bet TOP good-FIN,Your bet is good.
synthetic_bangla_glossed.eaf,396,838080,840026,uni d̪ɔ gɔgɔ gɔɽɔa,uni d̪ɔ gɔgɔ gɔɽɔ-a,3SG.ANIM TOP mother help-FIN,He/she will help the mother.
synthetic_texts_glossed.eaf,397,840026,841631,aɖe paseɾɛ əngɾa menaa,aɖe pase-ɾɛ əngɾa mena-a,neighbourhood-LOC coquetry exist-FIN,There is a coquetry in the neighbourhood.
synthetic_see_paradigm.eaf,398,841631,843081,apɛpɛ ɟɔmɛd̪a,apɛ-pɛ ɟɔm-ɛ-d̪a,2PL-2PL eat-PROG-FIN,You all are eating.
synthetic_texts_glossed.eaf,399,843081,844812,əi̯dəɾi d̪ɔ mɔ̃ɟa,əi̯dəɾi d̪ɔ mɔ̃ɟ-a,inheritance TOP good-FIN,The inheritance is good.
synthetic_school_dialogue_glossed.eaf,400,844812,847609,t̪eheɲɾɛ oŋko gʰuɽi kiɾiɲkat̪ɛ kuɲɾɛ gat̪ea,t̪eheɲ-ɾɛ oŋko gʰuɽi kiɾiɲ-kat̪ɛ kuɲ-ɾɛ gat̪e-a,today-LOC 3PL.ANIM watch buy-CVB well-LOC play-FIN,"Today, they buy the watch and then play in the well."
synthetic_new_glossed.eaf,401,847609,849757,apɛ d̪ɔ pɘɾsi ɔlɔʔakada,apɛ d̪ɔ pɘɾsi ɔlɔʔ-akad-a,2PL TOP language write-PRF-FIN,You all have written the language.
synthetic_texts_glossed.eaf,402,849757,851281,adalot d̪ɔ nɔwaa,adalot d̪ɔ nɔwa-a,court TOP new-FIN,The court is new.
synthetic_bangla_glossed.eaf,403,851281,853320,apɛ d̪ɔ aɾak̕ d͡ʒʰaɾ ɲɛla,apɛ d̪ɔ aɾak̕ d͡ʒʰaɾ ɲɛl-a,2PL TOP haematuria see-FIN,You all will see the haematuria.
synthetic_paradigm_glossed.eaf,404,853320,855342,amaʔ gʰuɽi d̪ɔ ɟɘɾuɽa,am-aʔ gʰuɽi d̪ɔ ɟɘɾuɽ-a,2SG-GEN watch TOP important-FIN,Your watch is important.
synthetic_paradigm_glossed.eaf,405,855342,857031,unii̯ pɘɾsi ɔlɔʔkeda,uni-i̯ pɘɾsi ɔlɔʔ-ked-a,3SG.ANIM-3SG.ANIM language write-PST-FIN,He/she wrote the language.
synthetic_texts_glossed.eaf,406,857031,858739,aɖepaseɾenko d̪ɔ ɟɘɾuɽa,aɖepaseɾenko d̪ɔ ɟɘɾuɽ-a,neighbours TOP important-FIN,The neighbours is important.
synthetic_paradigm_glossed.eaf,407,858739,860401,apɛpɛ gɔgɔ gɔɽɔkeda,apɛ-pɛ gɔgɔ gɔɽɔ-ked-a,2PL-2PL mother help-PST-FIN,You all helped the mother.
synthetic_dialogues_glossed.eaf,408,860401,862379,sɔhɔɽ d̪ɔ ɔkaɾɛ menaa,sɔhɔɽ d̪ɔ ɔka-ɾɛ mena-a,town TOP where-LOC exist-FIN,Where is the town?
synthetic_paradigm_glossed.eaf,409,862379,864301,apɛaʔ bele d̪ɔ nɔwaa,apɛ-aʔ bele d̪ɔ nɔwa-a,2PL-GEN pus TOP new-FIN,Your pus is new.
synthetic_paradigm_glossed.eaf,410,864301,866256,alɛaʔ bən d̪ɔ nɔwaa,alɛ-aʔ bən d̪ɔ nɔwa-a,1PL.EXCL-GEN wages TOP new-FIN,Our wages is new.
synthetic_bangla_glossed.eaf,411,866256,868174,am d̪ɔ gʰuɽi ɘkʰɾiɲa,am d̪ɔ gʰuɽi ɘkʰɾiɲ-a,2SG TOP watch sell-FIN,You will sell the watch.
synthetic_new_glossed.eaf,412,868174,870071,oŋko d̪ɔ ɟɔmaʔ ɲamakada,oŋko d̪ɔ ɟɔmaʔ ɲam-akad-a,3PL.ANIM TOP food get-PRF-FIN,They have gotten the food.
synthetic_see_paradigm.eaf,413,870071,871384,apɛpɛ calaʔɛd̪a,apɛ-pɛ calaʔ-ɛ-d̪a,2PL-2PL go-PROG-FIN,You all are going.
synthetic_texts_glossed.eaf,414,871384,872896,bʰuku d̪ɔ lɘʈua,bʰuku d̪ɔ lɘʈu-a,termite TOP small-FIN,The termite is small.
synthetic_dialogues_glossed.eaf,415,872896,876545,am d̪ɔ gʰuɽi ɘkʰɾiɲa mɛnkʰan ɟɔmaʔ bam ɘkʰɾiɲa,am d̪ɔ gʰuɽi ɘkʰɾiɲ-a mɛnkʰan ɟɔmaʔ ba-m ɘkʰɾiɲ-a,2SG TOP watch sell-FIN but food NEG-2SG sell-FIN,"You will sell the watch, but do not sell the food."
synthetic_new_glossed_3.eaf,416,876545,878920,mit̪ʔ ɾan d̪ɔ kuɲɾɛ menaa,mit̪ʔ ɾan d̪ɔ kuɲ-ɾɛ mena-a,one medicine TOP well-LOC exist-FIN,One medicine is in the well.
synthetic_paradigm_glossed.eaf,417,878920,880984,apɛaʔ əɾsi d̪ɔ nɔwaa,apɛ-aʔ əɾsi d̪ɔ nɔwa-a,2PL-GEN mirror TOP new-FIN,Your mirror is new.
synthetic_imperatives_glossed.eaf,418,880984,883098,d̪a.ja kat̪ɛ kuɲɾɛ t̪ɘŋgimɛ,d̪a.ja kat̪ɛ kuɲ-ɾɛ t̪ɘŋgi-mɛ,please Manner well-LOC wait-IMP.2SG.POL,Please wait in the well.
synthetic_paradigm_glossed.eaf,419,883098,884996,oŋkoaʔ baha d̪ɔ ɟɘɾuɽa,oŋko-aʔ baha d̪ɔ ɟɘɾuɽ-a,3PL-GEN flower TOP important-FIN,Their flower is important.
synthetic_new_glossed_3.eaf,420,884996,887339,mit̪ʔʈɛn t̪ɘɾup̚ʔ d̪ɔ gaɖaɾɛ menaa,mit̪ʔ-ʈɛn t̪ɘɾup̚ʔ d̪ɔ gaɖa-ɾɛ mena-a,one-CLF.HUM tiger TOP river-LOC exist-FIN,One tiger is in the river.
synthetic_paradigm_glossed.eaf,421,887339,888981,alɛlɛ t̪o̯͡a ɲukeda,alɛ-lɛ t̪o̯͡a ɲu-ked-a,1PL.EXCL-1PL.EXCL milk drink-PST-FIN,We drank the milk.
synthetic_see_paradigm.eaf,422,888981,891465,alɛ d̪ɔ d̪aʔ balɛ ɲua,alɛ d̪ɔ d̪aʔ ba-lɛ ɲu-a,1PL.EXCL TOP water NEG-1PL.EXCL drink-FIN,We do not drink the water.
synthetic_texts_glossed.eaf,423,891465,893209,bɛmanɔt d̪ɔ ɟɘɾuɽa,bɛmanɔt d̪ɔ ɟɘɾuɽ-a,disrespect TOP important-FIN,The disrespect is important.
synthetic_paradigm_glossed.eaf,424,893209,895162,apɛaʔ kaʈa d̪ɔ ɟɘɾuɽa,apɛ-aʔ kaʈa d̪ɔ ɟɘɾuɽ-a,2PL-GEN foot TOP important-FIN,Your foot is important.
synthetic_bangla_glossed.eaf,425,895162,897976,alɛ d̪ɔ aɲd͡ʒle aɾ aɾak̕ kudɾum ɲɛla,alɛ d̪ɔ aɲd͡ʒle aɾ aɾak̕ kudɾum ɲɛl-a,1PL.EXCL TOP handful and sorel see-FIN,We will see the handful and the sorel.
synthetic_dialogues_glossed.eaf,426,897976,901316,apɛ d̪ɔ ən ɲɛla mɛnkʰan bandʰec̕ bapɛ ɲɛla,apɛ d̪ɔ ən ɲɛl-a mɛnkʰan bandʰec̕ ba-pɛ ɲɛl-a,2PL TOP enactment see-FIN but appliance NEG-2PL see-FIN,"You all will see the enactment, but do not see the appliance."
synthetic_new_glossed_3.eaf,427,901316,903563,mit̪ʔʈɛn gid̪ɾɘ d̪ɔ sɔhɔɽɾɛ menaa,mit̪ʔ-ʈɛn gid̪ɾɘ d̪ɔ sɔhɔɽ-ɾɛ mena-a,one-CLF.HUM child TOP town-LOC exist-FIN,One child is in the town.
