file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
santali_glossed_1.eaf,31,30000,31000,[S4.4] এই কারণে কাক সেই পানি পান করতে পারলো না।,Because of this the crow could not drink that water.,ɔna kakʰant̪ɛ kɘhũd̪ɔ ɔna d̪aʔ ba͡i̯ ɲu d̪aɽɛ.jad̪a.,ɔna kakʰan-t̪ɛ kɘhũ d̪ɔ ɔna d̪aʔ ba͡i̯ ɲu d̪aɽɛ-ad-a.,ɔna | kakʰan-t̪ɛ | kɘhũ | d̪ɔ | ɔna | d̪aʔ | ba͡i̯ | ɲu | d̪aɽɛ-ad-a,DEM.DIST | reason-INS | crow | DET | DEM.DIST | water | NEG | drink | able-PRF-FIN,
santali_glossed_1.eaf,32,31000,32000,[S4.5] তখন কাকটি একটা উপায় বের করলো।,Then the crow thought of a way.,unɾɛ kɘhũd̪ɔ mit̪̚ʔʈɛn upɘ.jɛ uɖuŋked̪a.,un-ɾɛ kɘhũ d̪ɔ mit̪ʔ-ʈɛn upɘ.j-e uɖuŋ-ked-a.,un-ɾɛ | kɘhũ | d̪ɔ | mit̪ʔ-ʈɛn | upɘ.j-e | uɖuŋ-ked-a,DEM-LOC | crow | DET | one-CLF.HUM | way-3SG.A | bring.out-A.PST-FIN,
santali_glossed_1.eaf,33,32000,33000,[S4.6] সে ওই কলসির মধ্যে পাথরের টুকরো ফেলতে লাগলো।,It started throwing pieces of stone into that pitcher.,uni d̪ɔ ɔna kanɖa bʰit̪̚ɾiɾɛ d̪ʰiɾiɾe.jaʔ kuʈ̚ɾɘ giɖi͡i̯ laga͡o̯ɛna.,uni d̪ɔ ɔna kanɖa bʰit̪ɾi-ɾɛ d̪ʰiɾi-ɾe-aʔ kuʈ̚ɾɘ giɖi-i̯ laga͡o̯-en-a.,uni | d̪ɔ | ɔna | kanɖa | bʰit̪ɾi-ɾɛ | d̪ʰiɾi-ɾe-aʔ | kuʈ̚ɾɘ | giɖi-i̯ | laga͡o̯-en-a,3SG.DEM | DET | DEM.DIST | pitcher | inside-LOC | stone-LOC-GEN | piece | throw-EMPH | begin-M.PST-FIN,
santali_glossed_1.eaf,34,33000,34000,[S4.7] পাথর জমে জমে পানি কলসির মুখের কাছে চলে এলো।,The stones accumulated and the water came to the mouth of the pitcher.,d̪ʰiɾi kuʈ̚ɾɘ ɟɔma͡o̯ ɟɔma͡o̯t̪ɛ d̪aʔ d̪ɔ kanɖa ɾe.jaʔ mɔcaʈʰɛn hɛʲc̚ʔɛna.,d̪ʰiɾi kuʈ̚ɾɘ ɟɔma͡o̯ ɟɔma͡o̯-t̪ɛ d̪aʔ d̪ɔ kanɖa-ɾe-aʔ mɔca-ʈʰɛn hɛc̚ʔ-en-a.,d̪ʰiɾi | kuʈ̚ɾɘ | ɟɔma͡o̯ | ɟɔma͡o̯-t̪ɛ | d̪aʔ | d̪ɔ | kanɖa-ɾe-aʔ | mɔca-ʈʰɛn | hɛc̚ʔ-en-a,stone | piece | accumulate | accumulate-INF | water | DET | pitcher-LOC-GEN | mouth-DAT | come-M.PST-FIN,
santali_glossed_1.eaf,35,34000,35000,[S4.8] কাকটি তখন সেই পানি পান করলো।,The crow then drank that water.,kɘhũ d̪ɔ unɾɛ ɔna d̪aʔɛ ɲuː ked̪a.,kɘhũ d̪ɔ un-ɾɛ ɔna d̪aʔ-e ɲu-ked-a.,kɘhũ | d̪ɔ | un-ɾɛ | ɔna | d̪aʔ-e | ɲu-ked-a,crow | DET | DEM-LOC | DEM.DIST | water-3SG.A | drink-A.PST-FIN,
santali_glossed_1.eaf,36,35000,36000,[S5.1] বাংলাদেশ বহুভাষা ও বহুজাতির একটি দেশ।,Bangladesh is a multilingual and multi-racial country.,baŋlad̪es a͡i̯ma pɘɾsi aɾ a͡i̯ma ɟɘt̪i ɾe.jaʔ mit̪̚ʔʈɛn d̪isɘm.,baŋlad̪es a͡i̯ma pɘɾsi aɾ a͡i̯ma ɟɘt̪i ɾe-aʔ mit̪ʔ-ʈɛn d̪isɘm.,baŋlad̪es | a͡i̯ma | pɘɾsi | aɾ | a͡i̯ma | ɟɘt̪i | ɾe-aʔ | mit̪ʔ-ʈɛn | d̪isɘm,Bangladesh | many | language | and | many | ethnicity | LOC-GEN | one-CLF.HUM | country,Verbless predication.
santali_glossed_1.eaf,37,36000,37000,[S5.2] এই দেশে বাঙালি ছাড়াও প্রায় ৫০টি জাতির মানুষ বাস করে।,"In addition to the Bangalees, about 50 other nationalities live in this country.",no̯͡a d̪isɘmɾɛ baŋgali bɛgɔɾhɔ̃ noŋka mɔ̃ɽɛgɛlgɔʈɛn ɟɘt̪iɾɛn hɔɽko giɾɘbɘsiʔkana.,no̯͡a d̪isɘm-ɾɛ baŋgali bɛgɔɾ-hɔ̃ noŋka mɔ̃ɽɛ-gɛl-gɔʈɛn ɟɘt̪i-ɾɛn hɔɽ-ko giɾɘ-bɘsi-ɔʔ-kan-a.,no̯͡a | d̪isɘm-ɾɛ | baŋgali | bɛgɔɾ-hɔ̃ | noŋka | mɔ̃ɽɛ-gɛl-gɔʈɛn | ɟɘt̪i-ɾɛn | hɔɽ-ko | giɾɘ-bɘsi-ɔʔ-kan-a,DEM.PROX | country-LOC | Bengali | without-also | thus | five-ten-CLF.NHUM | ethnicity-GEN.HUM | person-3PL | settle-dwell-MID-PRS-FIN,mɔ̃ɽɛ-gɛl = 5×10 = 50 (vigesimal/decimal).
santali_glossed_1.eaf,38,37000,38000,[S5.3] বাঙালিদের মতো তাদেরও আলাদা ভাষা ও রীতিনীতি আছে।,"Like the Bangalees, they also have distinct languages and customs.",baŋgaliko lekage oŋko̯͡aʔhɔ̃ ɟud̪ɘ pɘɾsi aɾ ni.jɘm ɘɾi mena.a.,baŋgali-ko leka-ge oŋko-aʔ-hɔ̃ ɟud̪ɘ pɘɾsi aɾ ni.jɘm ɘɾi mena-a.,baŋgali-ko | leka-ge | oŋko-aʔ-hɔ̃ | ɟud̪ɘ | pɘɾsi | aɾ | ni.jɘm | ɘɾi | mena-a,Bengali-3PL | like-EMPH | 3PL-GEN-also | separate | language | and | rule | custom | exist-FIN,
santali_glossed_1.eaf,39,38000,39000,[S5.4] ব্যবহার কম হওয়ার কারণে অনেকগুলো ভাষা হারিয়ে যাচ্ছে।,Many languages are disappearing due to lack of usage.,bɛ͡o̯haɾ t̪ʰoɽa ho.joʔkan kakʰant̪ɛ a͡i̯ma pɘɾsiko ad̪ɔʔkana.,bɛ͡o̯haɾ t̪ʰoɽa ho.j-ɔʔ-kan kakʰan-t̪ɛ a͡i̯ma pɘɾsi-ko ad̪-ɔʔ-kan-a.,bɛ͡o̯haɾ | t̪ʰoɽa | ho.j-ɔʔ-kan | kakʰan-t̪ɛ | a͡i̯ma | pɘɾsi-ko | ad̪-ɔʔ-kan-a,use | little | happen-MID-PRS | reason-INS | many | language-3PL | lose-MID-PRS-FIN,
santali_glossed_1.eaf,40,39000,40000,[S5.5] নিজের ভাষায় পড়াশুনা করা শিশুদের জন্য জরুরি।,It is important for children to study in their own language.,gid̪ɾɛko lɘgit̪̚ʔ apnaɾ pɘɾsit̪ɛ ɔlɔʔ paɽha͡o̯ ɟɘɾuɽa.,gid̪ɾɛ-ko lɘgit̪ʔ apnaɾ pɘɾsi-t̪ɛ ɔlɔʔ paɽha͡o̯ ɟɘɾuɽ-a.,gid̪ɾɛ-ko | lɘgit̪ʔ | apnaɾ | pɘɾsi-t̪ɛ | ɔlɔʔ | paɽha͡o̯ | ɟɘɾuɽ-a,child-3PL | for | own | language-INS | read | study | necessary-FIN,
santali_glossed_1.eaf,41,40000,41000,[S5.6] শৈশবে মাতৃভাষায় পড়াশুনা না করলে পরে নিজের ভাষা আর শেখা হয় না।,"If one does not study in their mother language in childhood, one does not learn their own language later.",gid̪ɾɘ bid̪ɘlɾɛ gɔgɔ pɘɾsit̪ɛ ɔlɔʔ paɽha͡o̯ baŋ ho͡i̯lɛnkʰan t̪a.jɔmt̪ɛ apnaɾ pɘɾsi aɾ cet̪̚ʔ baŋ ho.joʔkana.,gid̪ɾɘ bid̪ɘl-ɾɛ gɔgɔ pɘɾsi-t̪ɛ ɔlɔʔ paɽha͡o̯ baŋ ho͡i̯-lɛn-kʰan t̪a.jɔm-t̪ɛ apnaɾ pɘɾsi aɾ cet̪ʔ baŋ ho.j-ɔʔ-kan-a.,gid̪ɾɘ | bid̪ɘl-ɾɛ | gɔgɔ | pɘɾsi-t̪ɛ | ɔlɔʔ | paɽha͡o̯ | baŋ | ho͡i̯-lɛn-kʰan | t̪a.jɔm-t̪ɛ | apnaɾ | pɘɾsi | aɾ | cet̪ʔ | baŋ | ho.j-ɔʔ-kan-a,child | time-LOC | mother | language-INS | read | study | NEG | happen-M.PST-COND | after-INS | own | language | more | learn | NEG | happen-MID-PRS-FIN,
santali_glossed_1.eaf,42,41000,42000,[S5.7] আমি আমার ভাষাকে ভালোবাসি।,I love my language.,iɲd̪ɔ iɲaʔ pɘɾsiɲ d̪ulɘɽaʔa.,iɲ d̪ɔ iɲ-aʔ pɘɾsi-ɲ d̪ulɘɽ-aʔ-a.,iɲ | d̪ɔ | iɲ-aʔ | pɘɾsi-ɲ | d̪ulɘɽ-aʔ-a,1SG | DET | 1SG-GEN | language-1SG.A | love-?-FIN,
santali_glossed_1.eaf,43,42000,43000,[S5.8] আমি আমার দেশকে ভালোবাসি।,I love my country.,iɲd̪ɔ iɲaʔ d̪isɘmiɲ d̪ulɘɽed̪a.,iɲ d̪ɔ iɲ-aʔ d̪isɘm-iɲ d̪ulɘɽ-ed-a.,iɲ | d̪ɔ | iɲ-aʔ | d̪isɘm-iɲ | d̪ulɘɽ-ed-a,1SG | DET | 1SG-GEN | country-1SG.A | love-IPFV-FIN,
santali_glossed_1.eaf,44,43000,44000,"[S5.9] ‌আমার সোনার বাংলা, আমি তোমায় ভালোবাসি।","My golden Bangla, I love you.",iɲaʔ sɔneɾ baŋla iɲd̪ɔ amiɲ d̪ulɘɽɛt̪̚ʔme.ja.,iɲ-aʔ sɔneɾ baŋla iɲ d̪ɔ am-iɲ d̪ulɘɽ-et̪ʔ-me-a.,iɲ-aʔ | sɔneɾ | baŋla | iɲ | d̪ɔ | am-iɲ | d̪ulɘɽ-et̪ʔ-me-a,1SG-GEN | golden | Bangla | 1SG | DET | 2SG-1SG.A | love-IPFV-OBJ.2SG-FIN,
santali_glossed_1.eaf,45,44000,45000,"[S5.10] কিছু ভাষা বাংলা বর্ণ ব্যবহার করে, কিছু ভাষা ইংরেজি/রোমান হরফ ব্যবহার করে এবং কিছু ভাষার নিজস্ব বর্ণ আছে।","Some languages use Bangalee fonts, some languages use English/Roman fonts, and some languages have their own fonts.","ad̪ɔm pɘɾsi baŋla akʰɔɾko bɛ͡o̯haɾa, ad̪ɔm pɘɾsi iŋɾeɟi sɛ ɾoman akʰɔɾko bɛ͡o̯haɾa, aɾ ad̪ɔm pɘɾsi.jaʔd̪ɔ apnaɾaʔ akʰɔɾ mena.a.","ad̪ɔm pɘɾsi baŋla akʰɔɾ-ko bɛ͡o̯haɾ-a, ad̪ɔm pɘɾsi iŋɾeɟi sɛ ɾoman akʰɔɾ-ko bɛ͡o̯haɾ-a, aɾ ad̪ɔm pɘɾsi-aʔ d̪ɔ apnaɾ-aʔ akʰɔɾ mena-a.",ad̪ɔm | pɘɾsi | baŋla | akʰɔɾ-ko | bɛ͡o̯haɾ-a | ad̪ɔm | pɘɾsi | iŋɾeɟi | sɛ | ɾoman | akʰɔɾ-ko | bɛ͡o̯haɾ-a | aɾ | ad̪ɔm | pɘɾsi-aʔ | d̪ɔ | apnaɾ-aʔ | akʰɔɾ | mena-a,some | language | Bangla | letter-3PL.OBJ | use-FIN | some | language | English | or | Roman | letter-3PL.OBJ | use-FIN | and | some | language-GEN | DET | own-GEN | letter | exist-FIN,
santali_glossed_1.eaf,46,45000,46000,[S6.1] বাবা একটি পরিবারের প্রধান ব্যক্তি/ মানুষ।,Father is the head person/ man of a family.,babad̪ɔ mit̪̚ʔʈɛn gʰaɾɔ̃ɟɾɛn mukʰi̯͡ɘ hɔɽ.,baba d̪ɔ mit̪ʔ-ʈɛn gʰaɾɔ̃ɟ-ɾɛn mukʰi̯͡ɘ hɔɽ.,baba | d̪ɔ | mit̪ʔ-ʈɛn | gʰaɾɔ̃ɟ-ɾɛn | mukʰi̯͡ɘ | hɔɽ,father | DET | one-CLF.HUM | household-GEN.HUM | main | person,Verbless predication.
santali_glossed_1.eaf,47,46000,47000,[S6.2] তিনি পরিবারের দেখাশোনা করেন।,He takes care of the family.,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,uni d̪ɔ gʰaɾɔɟ-ɾe-aʔ-e ɲɛl-baɽa-a.,uni | d̪ɔ | gʰaɾɔɟ-ɾe-aʔ-e | ɲɛl-baɽa-a,3SG.DEM | DET | household-LOC-GEN-3SG.A | see-around-FIN,ɲɛɭ→ɲɛl typo fix.
santali_glossed_1.eaf,48,47000,48000,[S6.3] আমার বাবা কৃষি/ ক্ষেতে কাজ করে আয় করতেন।,My father used to earn by working in agricultural fields.,iɲbaba d̪ɔ kʰɛt̪ɾɛ kɘmikat̪ɛt̪̚ʔɛ kɘmhɘ.jɛt̪̚ʔkant̪ahɛ̃na.,iɲ-baba d̪ɔ kʰɛt̪-ɾɛ kɘmi-kat̪ɛ-e kɘmhɘ.j-et̪ʔ-kan-t̪ahɛ̃-n-a.,iɲ-baba | d̪ɔ | kʰɛt̪-ɾɛ | kɘmi-kat̪ɛ-e | kɘmhɘ.j-et̪ʔ-kan-t̪ahɛ̃-n-a,1SG-father | DET | field-LOC | work-CVB-3SG.A | earn-IPFV-PRS-PST-?-FIN,
santali_glossed_1.eaf,49,48000,49000,[S6.4] বাবার কাছ থেকে আমি পড়তে ও লিখতে শিখেছি।,I have learned to read and write from my father.,babaʈʰɛnkʰɔn iɲd̪ɔ ɔlɔʔ aɾ paɽha͡ɔ̯iɲ cit̪̚ʔakad̪a.,baba-ʈʰɛn-kʰɔn iɲ d̪ɔ ɔlɔʔ aɾ paɽha͡ɔ̯-iɲ cit̪ʔ-akad-a.,baba-ʈʰɛn-kʰɔn | iɲ | d̪ɔ | ɔlɔʔ | aɾ | paɽha͡ɔ̯-iɲ | cit̪ʔ-akad-a,father-DAT-ABL | 1SG | DET | read | and | study-1SG.A | learn-PRF-FIN,
santali_glossed_1.eaf,50,49000,50000,[S6.5] মাঝে মাঝে স্কুল ছুটি হলে দেখতাম — বাবা আমার জন্য স্কুলের বাইরে দাঁড়িয়ে আছেন।,"Sometimes when the school hours were over, I saw my father standing outside the school for me.",ɔk̚t̪ɛ ɔk̚t̪ɛ iskul cʰuʈilɛnkʰan ɲɛlɘɲ baba d̪ɔ iɲlɘgit̪̚ʔ iskul baɾhɛɾɛ͡i̯ t̪eŋgo.ăkana.,ɔk̚t̪ɛ ɔk̚t̪ɛ iskul cʰuʈi-lɛn-kʰan ɲɛl-ɘ-ɲ baba d̪ɔ iɲ-lɘgit̪ʔ iskul baɾhɛ-ɾɛ-i̯ t̪eŋgo-akan-a.,ɔk̚t̪ɛ | ɔk̚t̪ɛ | iskul | cʰuʈi-lɛn-kʰan | ɲɛl-ɘ-ɲ | baba | d̪ɔ | iɲ-lɘgit̪ʔ | iskul | baɾhɛ-ɾɛ-i̯ | t̪eŋgo-akan-a,time | time | school | leave-M.PST-COND | see-?-1SG.A | father | DET | 1SG-for | school | outside-LOC-EMPH | stand-PRF-FIN,
santali_glossed_1.eaf,51,50000,51000,[S6.6] পরীক্ষায় ভালো ফল করার পর বাবার চোখে পানি দেখেছিলাম।,I saw tears in my father's eyes after getting good results in the exam.,biɖɘ͡o̯ɾɛ bʰage ɾeɟal t̪a.jɔm babaɔ̯͡aʔ mɛ̃t̪̚ʔd̪aʔiɲ ɲɛl lɛd̪a.,biɖɘ͡o̯-ɾɛ bʰage ɾeɟal t̪a.jɔm baba-aʔ mɛt̪ʔ-d̪aʔ-iɲ ɲɛl-lɛd-a.,biɖɘ͡o̯-ɾɛ | bʰage | ɾeɟal | t̪a.jɔm | baba-aʔ | mɛt̪ʔ-d̪aʔ-iɲ | ɲɛl-lɛd-a,exam-LOC | good | result | after | father-GEN | eye-water-1SG.A | see-A.PST-FIN,babaɔ̯͡aʔ→baba-aʔ; mɛt̪ʔd̪aʔ = 'eye-water' (compound for 'tears').
santali_glossed_1.eaf,52,51000,52000,[S6.7] তখন জানতাম না অনেকে আনন্দ পেলেও কাঁদে।,I did not know that many people cry even when they are happy.,unɾɛ bɘɲbaɖa͡i̯kant̪ahɛ̃na a͡i̯mahɔɽ ɾɘskɘlɛnkʰanhɔ̃ ku ɾaːga.,un-ɾɛ bɘɲ-baɖa͡i̯-kan-t̪ahɛ̃-n-a a͡i̯ma hɔɽ ɾɘskɘ-lɛn-kʰan-hɔ̃ ku-ɾaː-g-a.,un-ɾɛ | bɘɲ-baɖa͡i̯-kan-t̪ahɛ̃-n-a | a͡i̯ma | hɔɽ | ɾɘskɘ-lɛn-kʰan-hɔ̃ | ku-ɾaː-g-a,DEM-LOC | NEG-know-PRS-PST-?-FIN | many | person | happy-M.PST-COND-also | 3PL-cry-EMPH-FIN,bɘɲ = 1SG.NEG; ku- 3PL prefixed.
santali_glossed_1.eaf,53,52000,53000,[S6.8] বাবা নিজে বেশি পড়ালেখা করতে পারেননি।,Father himself could not study much.,baba aʲc̚ʔt̪ɛt̪̚ʔhɔ̃ ɟɘst̪i ba͡i̯ ɔlɔʔ paɽha͡o̯ d̪aɽe.jakad̪a.,baba aʲc̚ʔ-t̪ɛ-t̪ʔ-hɔ̃ ɟɘst̪i ba͡i̯ ɔlɔʔ paɽha͡o̯ d̪aɽe-akad-a.,baba | aʲc̚ʔ-t̪ɛ-t̪ʔ-hɔ̃ | ɟɘst̪i | ba͡i̯ | ɔlɔʔ | paɽha͡o̯ | d̪aɽe-akad-a,father | self-INS-EMPH-also | much | NEG | read | study | able-PRF-FIN,aʲc̚ʔ = REFL 'self'.
santali_glossed_1.eaf,54,53000,54000,[S6.9] কিন্তু তিনি চেয়েছিলেন আমি এমএ পাস করি।,But he wanted me to pass MA.,mɛnkʰan uni͡i̯ kʰɔɟlɛna iɲ e.meɲ pas ma.,mɛnkʰan uni-i̯ kʰɔɟ-lɛn-a iɲ e.me-ɲ pas-m-a.,mɛnkʰan | uni-i̯ | kʰɔɟ-lɛn-a | iɲ | e.me-ɲ | pas-m-a,but | 3SG.DEM-EMPH | want-M.PST-FIN | 1SG | MA-1SG.A | pass-?-FIN,
santali_glossed_1.eaf,55,54000,55000,[S6.10] তিনি মাঝে মাঝে রান্নার কাজে মাকে সহায়তা করতেন।,He sometimes helped my mother in cooking.,uni ɔk̚t̪ɛ ɔk̚t̪ɛ d̪akaut̪u kɘmiɾɛ gɔgɔhɔ̃.jɛ gɔɽɔ.a͡i̯kan t̪ahɛ̃na.,uni ɔk̚t̪ɛ ɔk̚t̪ɛ d̪aka-ut̪u kɘmi-ɾɛ gɔgɔ-hɔ̃-e gɔɽɔ-a͡i̯-kan t̪ahɛ̃-n-a.,uni | ɔk̚t̪ɛ | ɔk̚t̪ɛ | d̪aka-ut̪u | kɘmi-ɾɛ | gɔgɔ-hɔ̃-e | gɔɽɔ-a͡i̯-kan | t̪ahɛ̃-n-a,3SG.DEM | time | time | rice-curry | work-LOC | mother-also-3SG.A | help-OBJ.3SG-PRS | be-?-FIN,d̪aka-ut̪u = 'rice-curry' (cooking).
santali_glossed_1.eaf,56,55000,56000,[S6.11] বাবা যখন বৃদ্ধ হয়েছিলেন তখন আমি তার যত্ন করেছি।,I took care of father when he got old.,baba t̪inɾɛ͡i̯ haɽam lena unɾɛ iɲ uniɲ ɟɔt̪ɔnăkadi.ja.,baba t̪in-ɾɛ-i̯ haɽam-len-a un-ɾɛ iɲ uni-ɲ ɟɔt̪ɔn-akad-i-a.,baba | t̪in-ɾɛ-i̯ | haɽam-len-a | un-ɾɛ | iɲ | uni-ɲ | ɟɔt̪ɔn-akad-i-a,father | when-LOC-EMPH | old-M.PST-FIN | DEM-LOC | 1SG | 3SG.DEM-1SG.A | care-PRF-OBJ.3SG-FIN,
santali_glossed_1.eaf,57,56000,57000,[S6.12] শিশুকাল থেকেই বাবা আমার কাছে অনুসরণযোগ্য মানুষ।,"From my childhood, my father was a person I could follow.",kɘʈiʲc̚ʔkʰɔnge baba d̪ɔ iɲɾɛn paɲɟalek hɔɽ kana͡i̯.,kɘʈiʲc̚ʔ-kʰɔn-ge baba d̪ɔ iɲ-ɾɛn paɲɟa-lek hɔɽ kan-a-i̯.,kɘʈiʲc̚ʔ-kʰɔn-ge | baba | d̪ɔ | iɲ-ɾɛn | paɲɟa-lek | hɔɽ | kan-a-i̯,small-ABL-EMPH | father | DET | 1SG-GEN.HUM | follow-like | person | COP-FIN-3SG,kana͡i̯ = copula 'is.he'.
santali_glossed_1.eaf,58,57000,58000,[S6.13] বাবাকে মনে পড়লে এখনও আমার কান্না পায়।,I still feel like crying when I remember my father.,baba͡i̯ɲ d̪isɘlekʰan nit̪̚hɔ̃ iɲ ɾaʔ ɾaʔiɲ ɘ͡i̯kɘo̯͡͡a.,baba-iɲ d̪isɘ-lek-han nit̪ʔ-hɔ̃ iɲ ɾaʔ-ɾaʔ-iɲ ɘ͡i̯kɘ-o̯a.,baba-iɲ | d̪isɘ-lek-han | nit̪ʔ-hɔ̃ | iɲ | ɾaʔ-ɾaʔ-iɲ | ɘ͡i̯kɘ-o̯a,father-1SG.A | remember-like-COND | now-also | 1SG | cry-RDP-1SG.A | feel-FIN,
santali_glossed_1.eaf,59,58000,59000,[S6.14] আমি আমার বাবাকে নিয়ে গর্ব করি।,I feel proud of my father.,iɲd̪ɔ iɲ baba ni̯͡͡ɘt̪ɛɲ gɔɾɔbɔʔkana.,iɲ d̪ɔ iɲ baba ni̯͡ɘ-t̪ɛ-ɲ gɔɾɔb-ɔʔ-kan-a.,iɲ | d̪ɔ | iɲ | baba | ni̯͡ɘ-t̪ɛ-ɲ | gɔɾɔb-ɔʔ-kan-a,1SG | DET | 1SG | father | regarding-INS-1SG.A | proud-MID-PRS-FIN,
santali_glossed_1.eaf,60,59000,60000,[S6.15] আমি চাই — আমার সন্তানও আমাকে নিয়ে গর্ব করুক।,I want my child to be proud of me too.,iɲiɲ kʰɔɟɔʔkana iɲɾɛn gid̪ɾɘhɔ̃ iɲ ni̯͡ɘt̪ɛ gɔɾɔb oco̯͡a.,iɲ-iɲ kʰɔɟ-ɔʔ-kan-a iɲ-ɾɛn gid̪ɾɘ-hɔ̃ iɲ ni̯͡ɘ-t̪ɛ gɔɾɔb oco-a.,iɲ-iɲ | kʰɔɟ-ɔʔ-kan-a | iɲ-ɾɛn | gid̪ɾɘ-hɔ̃ | iɲ | ni̯͡ɘ-t̪ɛ | gɔɾɔb | oco-a,1SG-1SG.A | want-MID-PRS-FIN | 1SG-GEN.HUM | child-also | 1SG | regarding-INS | proud | CAUS-FIN,
santali_glossed_1.eaf,61,60000,61000,"[S7.1] ভাতিজা: [নমস্কার] কাকা, কেমন আছেন?","Nephew: [Greetings] Uncle, how are you?","ɟohaɾ hɔpɔnba, cɛt̪̚ʔlɛka mɛnama?","ɟohaɾ hɔpɔn-ba, cɛt̪ʔ-lɛka mena-m-a?",ɟohaɾ | hɔpɔn-ba | cɛt̪ʔ-lɛka | mena-m-a,greetings | son-father | what-like | exist-2SG-FIN,hɔpɔn-ba 'son-father' = uncle (kinship term).
santali_glossed_1.eaf,62,61000,62000,[S7.2] কাকা: ভালো আছি বাবা।,Uncle: I am fine my son.,mɔɟge minɘɲɘ bɘbu.,mɔɟ-ge mena-iɲ-a bɘbu.,mɔɟ-ge | mena-iɲ-a | bɘbu,good-EMPH | exist-1SG-FIN | son,minɘɲɘ→mena-iɲ-a normalized.
santali_glossed_1.eaf,63,62000,63000,[S7.3] কাকা: তুমি কেমন আছো?,Uncle: How are you?,am cɛt̪̚ʔlɛka mɛnama?,am cɛt̪ʔ-lɛka mena-m-a?,am | cɛt̪ʔ-lɛka | mena-m-a,2SG | what-like | exist-2SG-FIN,
santali_glossed_1.eaf,64,63000,64000,[S7.4] কাকা: তোমার বাবা-মা কেমন আছেন?,Uncle: How are your parents?,amɾɛn gɔgɔbaba cɛt̪̚ʔlɛka menaʔkinɘ?,am-ɾɛn gɔgɔ-baba cɛt̪ʔ-lɛka mena-kin-a?,am-ɾɛn | gɔgɔ-baba | cɛt̪ʔ-lɛka | mena-kin-a,2SG-GEN.HUM | mother-father | what-like | exist-3DU-FIN,
santali_glossed_1.eaf,65,64000,65000,[S7.5] ভাতিজা: আমরা সবাই ভালো আছি।,Nephew: We are all fine.,alɛ ɟɔt̪ɔhɔɽ mɔ̃ɟge menaʔle.ja.,alɛ ɟɔt̪ɔ-hɔɽ mɔ̃ɟ-ge mena-le-a.,alɛ | ɟɔt̪ɔ-hɔɽ | mɔ̃ɟ-ge | mena-le-a,1PL.EXCL | all-person | good-EMPH | exist-1PL.EXCL-FIN,
santali_glossed_1.eaf,66,65000,66000,"[S7.6] ভাতিজা: দাদি কেমন আছেন, কাকা?","Nephew: How is grandmother, Uncle?",buɖigɔ cɛt̪̚ʔlɛka mena.ja hɔpɔnba?,buɖi-gɔ cɛt̪ʔ-lɛka mena-a hɔpɔn-ba?,buɖi-gɔ | cɛt̪ʔ-lɛka | mena-a | hɔpɔn-ba,old.woman-GO | what-like | exist-FIN | son-father,buɖi-gɔ ≈ grandmother (kinship).
santali_glossed_1.eaf,67,66000,67000,[S7.7] কাকা: তিনি গতকাল থেকে অসুস্থ।,Uncle: She is sick since yesterday.,hɔlakʰɔn uni͡i̯ ɾu̯͡ɘʔkana.,hɔla-kʰɔn uni-i̯ ɾu̯͡ɘ-ɔʔ-kan-a.,hɔla-kʰɔn | uni-i̯ | ɾu̯͡ɘ-ɔʔ-kan-a,yesterday-ABL | 3SG.DEM-EMPH | sick-MID-PRS-FIN,
santali_glossed_1.eaf,68,67000,68000,[S7.8] কাকা: ভাবছি আজ তাকে ডাক্তারের কাছে নিয়ে যাবো।,Uncle: I think I will take her to the doctor today.,gunɘnɔʔkɘnɘɲ t̪eheɲ uni ɖakt̪aɾʈʰɛniɲ idi͡i̯.ja.,gunɘn-ɔʔ-kan-a-iɲ t̪eheɲ uni ɖakt̪aɾ-ʈʰɛn-iɲ idi-i̯-a.,gunɘn-ɔʔ-kan-a-iɲ | t̪eheɲ | uni | ɖakt̪aɾ-ʈʰɛn-iɲ | idi-i̯-a,think-MID-PRS-FIN-1SG | today | 3SG.DEM | doctor-DAT-1SG.A | take-FUT-FIN,
santali_glossed_1.eaf,69,68000,69000,[S7.9] ভাতিজা: সেটাই ভালো হবে।,Nephew: That would be good.,ɔnage bʰage ho.jo.a.,ɔna-ge bʰage ho.j-o-a.,ɔna-ge | bʰage | ho.j-o-a,DEM.DIST-EMPH | good | happen-FUT-FIN,
santali_glossed_1.eaf,70,69000,70000,[S7.10] ভাতিজা: কোনো কিছুর দরকার হলে আমাদের জানাবেন।,Nephew: Let us know if you need anything.,ɟahanaʔ ɟɘɾuɽɔʔkʰan alɛm baɖa͡i̯ŏcole.ja.,ɟahanaʔ ɟɘɾuɽ-ɔʔ-kʰan alɛ-m baɖa͡i̯-oco-le-a.,ɟahanaʔ | ɟɘɾuɽ-ɔʔ-kʰan | alɛ-m | baɖa͡i̯-oco-le-a,something | necessary-MID-COND | 1PL.EXCL-2SG.A | know-CAUS-1PL.EXCL.OBJ-FIN,
