generated_id,template_id,generated_santali,generated_english,generated_bangla,best_eaf_file,best_eaf_utterance_id,best_eaf_santali,best_eaf_english,best_eaf_bangla,combined_score,english_word_score,english_overlap_score,bangla_overlap_score,santali_overlap_score,confidence
SYN-00943,OBJECT_VERB,am dɔ ṭoṭe-i minạ-a,you do to remit (of rent etc.) with drinking gourd.,তুমি লাউয়ের বাটি মাফ করা।,santali_bangla_glossed.eaf,15,hɔt̪ɔtʔ aɾ poʈol bʰɘɟi mena.a hɔt̪ɔtʔ aɾ poʈol bʰɘɟi mena-a,We have gourd and fried pointed gourd.,,0.6707,0.6707,0.2582,0.0000,0.0000,high
SYN-00950,YESNO_VERB,uni dɔ beret̕ kan-a?,Does he/she rise?,সে কি উঠা?,santali_glossed_new_2.eaf,85,t̪eheɲ bai̯ set̪oŋakad̪a t̪eheɲ ba-i̯ set̪oŋ-akan-d̪a,The sun didn't rise today.,,0.5751,0.5751,0.5000,0.0000,0.0000,high
SYN-00951,SUBJ_NEG_ADJ,iɲ dɔ bɔ-iɲ ṭeṇḍos kan-a,I am not defiant.,আমি অবাধ্য নয়।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7627,0.7627,0.5000,0.0000,0.4330,high
SYN-00962,DEMO_NEG_ADJ,ona dɔ ba-ŋ khṅkhar kan-a,That is not desolate.,ওটা জনশূন্য নয়।,matthew_santali_glossed_ipa.eaf,60,nelpe ɑpeɑkt̪ ɔrɑkʔ d̪ɔ ɑpe lɑɡit̪ʔ ud͡ʒɑrɡe bɑɡi ɔt̪ɔkʔkɑnɑ nelpe ɑpe-ɑk-t̪ ɔrɑkʔ d̪ɔ ɑpe lɑɡit̪ʔ ud͡ʒɑrɡe bɑɡi ɔt̪ɔkʔ-kɑn-ɑ,Look your house is left to you desolate.,,0.5815,0.5815,0.4472,0.0000,0.0000,high
SYN-00963,LOC_NEG_EXIST,bhugạk̕-re jagao banuʔ-a,There is no serenading of cattle at sohrae in/at cave.,গুহা-তে সোহরায় গরুকে গান শোনানো নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7549,0.7549,0.2236,0.0000,0.0000,high
SYN-00970,LOC_EXIST,ḍiṇḍạ-re alajhala minaʔ,There is distress in/at site of a house.,"বাড়ির জায়গা-তে কষ্ট, যন্ত্রণা আছে।",santali_with_ipa.eaf,2,hɔɽ minɑ-e ɡiɑ hɔɽ minɑ-e ɡiɑ hɔɽ minɑe ɡiɑ,There are people in the house.,,0.7289,0.7289,0.4082,0.0000,0.0000,high
SYN-00971,LOC_NEG_EXIST,ḍiṇḍạ-re narak kuṇḍ banuʔ-a,There is no hell in/at site of a house.,বাড়ির জায়গা-তে নরক নেই।,santali_glossed_new_2.eaf,106,oŋko ɔɽaʔɾɛ ɔkɔi̯hɔ̃ bɘko t̪ahɛkana oŋko ɔɽaʔ-ɾɛ ɔkɔ-i̯-hɔ̃ bɘ-ko t̪ahɛ-kan-a,No one was in their house.,,0.8269,0.8269,0.5774,0.0000,0.0000,high
SYN-00981,YESNO_VERB,abo dɔ he̱nde̱ kan-a?,Do we to write?,আমরা কি লেখা?,santali_dialogues_glossed.eaf,13,mɛnkʰan iɲma bɘɲ ɔːl d̪aɽeʔ mɛn-kʰan iɲ-ma bɘɲ ɔːl d̪aɽ-eʔ,But I cannot write!,,0.7006,0.7006,0.7071,0.0000,0.0000,high
SYN-00991,ADJ_NOUN,ona dɔ bạhi sajbaj kan-a,"That is a running (water), noose materials.","ওটা প্রবাহিত (জল), ফাঁস উপকরণ।",santali_pasted_text.eaf,68,"ɔɽaʔɾɛ d̪aʔ bɘnuʔa, ɔnat̪ɛ d̪aʔ id̪iɲ hɛjcʔakana ɔɽaʔ-ɾɛ d̪aʔ bɘnu-ʔ-a, ɔna-t̪ɛ d̪aʔ id̪i-ɲ hɛjcʔ-a-kana","There is no water at home, so I came to fetch water.",,0.5674,0.5674,0.0000,0.0000,0.0000,high
SYN-00996,OBJECT_VERB,am dɔ bạdhi-i cakha-a,you do taste with bandger.,তুমি ব্যান্ডেজ স্বাদ নেওয়া।,santali_new_glossed.eaf,90,no̯a ɟɔ d̪ɔ hɛɽɛm-ge sebe-la no̯a ɟɔ d̪ɔ hɛɽɛm-ge sebe-la,The taste of this fruit is sweet.,,0.5824,0.5824,0.4082,0.0000,0.0000,high
SYN-01001,OBJECT_VERB,iɲ dɔ dare bạṅki-i calak̕-a,I do walk with orchid.,আমি অর্কিড হাঁটা।,santali_glossed_new_2.eaf,44,lahasɛʲcʔ calaʔme laha-sɛʲcʔ calaʔ-me,Walk forward.,,0.6862,0.6862,0.5000,0.0000,0.0000,high
SYN-01006,SUBJ_VERB_PAST,am dɔ dọḍe-len-a,you did call.,তুমি ডাকা করেছিল।,santali_new_glossed.eaf,41,abo d̪ɔ cɛt̪ oŋ-ko-bo hɔhɔ-o̯a-ʔ-ko t̪ahɛ̃-na abo d̪ɔ cɛt̪ oŋ-ko-bo hɔhɔ-o̯a-ʔ-ko t̪ahɛ̃-na,Did we call them?,,0.7503,0.7503,0.7071,0.0000,0.0000,high
SYN-01016,LOC_EXIST,jo̱k-re gundli minaʔ,There is cultivated millet in/at direction.,দিক-তে একধরনের চাষকৃত মিলেট শস্য আছে।,santali_new_glossed.eaf,16,iɲ d̪ɔ ɔka-sɛc͡ʔ-iɲ cala-a iɲ d̪ɔ ɔka-sɛc͡ʔ-iɲ cala-a,Which direction do I go?,,0.6643,0.6643,0.3333,0.0000,0.0000,high
SYN-01023,NUM_NOUN_EXIST,bar bõ̠s budạ minaʔ,There are/is two genealogy.,দুই বংশতালিকা আছে।,santali_paradigm_glossed.eaf,40,abɛnbɛn ɾɔɽa abɛn-bɛn ɾɔɽ-a,You two say.,,0.6892,0.6892,0.5000,0.0000,0.0000,high
SYN-01026,LOC_NEG_EXIST,aḍe ṭola-re marhaṭha banuʔ-a,There is no the Mahrattas in/at vicinity.,নিকটবর্তী এলাকা-তে মারাঠা নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7549,0.7549,0.2887,0.0000,0.0000,high
SYN-01028,LOC_EXIST,ḍhelak-re re̱re̱ń minaʔ,There is common cicada in/at clod of earth.,মাটির ঢেলা-তে ঝিঁঝিঁ পোকা আছে।,santali_matthew_glossed(1).eaf,21,ɑpe d̪o d̪ʰɑrti reɑk' bulun kɑnɑ-pe ɑpe d̪o d̪ʰɑrti reɑk' bulun kɑnɑ-pe,You are the salt of the earth.,,0.6811,0.6811,0.3536,0.0000,0.0000,high
SYN-01036,ADJ_NOUN,ona dɔ cãc̕ cũc̕ loha luti kan-a,"That is a still, quiet iron utensils.",ওটা স্থির লোহার বাসনপত্র।,santali_school_dialogue_glossed.eaf,14,hud̪i sid̪ɘɲ uni d̪ɔ no̯͡a nit̪̚ hɔ̃ ba͡i̯ lɘ͡i̯ d̪aɽe jaʔa hud̪i sid̪-ɘɲ uni d̪ɔ no̯͡a nit̪̚ hɔ̃ ba-͡i̯ lɘ-͡i̯ d̪aɽe-jaʔ-a,I think he still cannot do this.,,0.5714,0.5714,0.2887,0.0000,0.0000,high
SYN-01039,LOC_EXIST,samaṅ-re ro̱go̱ṛ minaʔ,There is eagerness in/at front.,সামনে-তে আগ্রহ আছে।,santali_new_glossed.eaf,71,maʈʰ samaŋ-ɾe-ge mit̪-ʔʈɛc͡ʔ pukʰɾi mɛna-a maʈʰ samaŋ-ɾe-ge mit̪-ʔ-ʈɛc͡ʔ pukʰɾi mɛna-a,There is a pond in front of the field.,,0.6289,0.6289,0.4082,0.0000,0.0000,high
SYN-01040,LOC_NEG_EXIST,pasṛa-re ghại banuʔ-a,There is no disadvantage in/at smithy.,কামারশালা-তে অসুবিধা / ক্ষতি নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7549,0.7549,0.2887,0.0000,0.0000,high
SYN-01044,LOC_NEG_EXIST,cor kheda-re ceto banuʔ-a,There is no scab in/at planet Jupiter.,বৃহস্পতি গ্রহ-তে খোসা নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7549,0.7549,0.2500,0.0000,0.0000,high
SYN-01045,ADV_VERB,am dɔ bhage sạhitte ạtu kan-a,you do float carefully.,তুমি সতর্কতার সাথে ভেসে যাওয়া।,santali_new_glossed_1.eaf,55,husi.yɘɾt̪ɛ calaʔmɛ husi.yɘɾ-t̪ɛ calaʔ-mɛ,Go carefully.,,0.8610,0.8610,0.5000,0.0000,0.0000,high
SYN-01047,OBJECT_VERB,iɲ dɔ carcar-i cạṇḍiạu-a,I do tether with scratching noise.,আমি আঁচড়ানোর শব্দ বেঁধে রাখা।,santali_new_glossed.eaf,79,bah-ɾɛ-ɾɛ ɘɖi ãʈ saɖe-kana bah-ɾɛ-ɾɛ ɘɖi ãʈ saɖe-kana,There is a lot of noise outside.,,0.6744,0.6744,0.3333,0.0000,0.0000,high
SYN-01056,ADJ_NOUN,ona dɔ dane sane bạksis kan-a,That is a gorged with food prize.,ওটা পেট ভরা পুরস্কার।,santali_imperatives_glossed.eaf,34,ɟɔmaʔ-ko baŋ sibila-kana ɟɔmaʔ-ko baŋ sibila-kana,Is the food not good to eat?,,0.6379,0.6379,0.3333,0.0000,0.0000,high
SYN-01057,DEMO_NOM,nɔa dɔ jo̱ kan-a,This is fruit.,এটা ফল।,santali_with_ipa.eaf,134,niɟo ɟdɔ ba-ŋ herem niɟo ɟ-dɔ ba-ŋ herem niɟo ɟd̪ɔ bɑŋ herem,This fruit is not sweet.,,0.6718,0.6579,0.7071,0.0000,0.0000,high
SYN-01058,LOC_NEG_EXIST,ce̱ṭe̱r-re sil banuʔ-a,There is no generosity in/at aerolite.,উল্কাপাত-তে উদারতা নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7549,0.7549,0.2887,0.0000,0.0000,high
SYN-01063,NUM_NOUN_EXIST,pe̱ pea bembha minaʔ,There are/is three muff.,তিন মাফ (হাতঢাকা) আছে।,bangla_sentences_glossed.eaf,38,alɛ d̪ɔ baɾ bɔ͡i̯ha kɔɽa aɾ pɛ bɔ͡i̯ha kuɽi alɛ d̪ɔ baɾ bɔ͡i̯ha kɔɽa aɾ pɛ bɔ͡i̯ha kuɽi,We are two brothers and three sisters.,,0.6556,0.6556,0.3536,0.0000,0.0000,high
SYN-01070,NUM_NOUN_EXIST,ge̱lbarea harkhet minaʔ,There are/is twelve hardship.,বারো কষ্ট / দুর্দশা আছে।,bangla_sentences_glossed.eaf,42,gɛlbaɾ cand̪oɾɛ mit̪̚ʔ sɛɾma ho.jo.a gɛl-baɾ cand̪o-ɾɛ mit̪̚ʔ sɛɾma ho.jo-a,Twelve months make one year.,,0.5731,0.5731,0.3536,0.0000,0.0000,high
SYN-01074,OBJECT_VERB,iɲ dɔ bisphor-i hoe-a,I do to befall with boil.,আমি ফোড়া ঘটা / ঘটে যাওয়া।,santali_new_glossed_1.eaf,67,mɘ͡i̯lɘ d̪aʔ hɛɖɛʲcʔ kat̪ɛʔ ɲuʔgi.ja mɘ͡i̯lɘ d̪aʔ hɛɖɛ-ʲcʔ kat̪ɛʔ ɲuʔ-gi-ja,Contaminated water can be boiled and consumed.,,0.5766,0.5766,0.3162,0.0000,0.0000,high
SYN-01077,LOC_NEG_EXIST,aotan-re hạ̃s banuʔ-a,"There is no delight in/at covert, a.","আড়াল, গোপন আশ্রয়-তে আনন্দ নেই।",santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7549,0.7549,0.2887,0.0000,0.0000,high
SYN-01085,NUM_NOUN_EXIST,bar ge̱l sim eṅga minaʔ,There are/is twenty hen.,বিশ মুরগি আছে।,santali_glossed_new.eaf,88,miʔ-ʈɛn sɘnɖi aɾ miʔ-ʈɛn kalɔʈ̚ ni̯͡ɘ-t̪ɛ-ɲ ɛhɔb-a miʔ-ʈɛn sɘnɖi aɾ miʔ-ʈɛn kalɔʈ̚ ni̯͡ɘ-t̪ɛ-ɲ ɛhɔb-a,Brother: I will start with a rooster and a hen.,,0.6057,0.6057,0.3536,0.0000,0.0000,high
SYN-01094,SUBJ_VERB_PAST,am dɔ dap̕-len-a,you did thatch.,তুমি ছাউনি দেওয়া করেছিল।,santali_new_glossed (1).eaf,38,biɾ ɾe.jaʔ sɘ͡o̯ɽit̪ɛ ɔɽaʔɾe.jaʔ sat̪eko d̪aːba biɾ ɾe-jaʔ sɘ͡o̯ɽi-t̪ɛ ɔɽaʔ-ɾe-jaʔ sat̪e-ko d̪aː-b-a,Houses are covered with the forest thatch.,,0.5880,0.5880,0.5000,0.0000,0.0000,high
SYN-01095,ADV_VERB,am dɔ hola jujut kan-a,you do to correct yesterday.,তুমি গতকাল সংশোধন করা।,santali_glossed_new_2.eaf,82,hɔla uni bai̯ hɛʲcʔlɛna hɔla uni ba-i̯ hɛʲcʔ-lɛ-na,He didn't come yesterday.,,0.6234,0.6234,0.4082,0.0000,0.0000,high
SYN-01101,LOC_NEG_EXIST,bo̱ro̱p-re calạki banuʔ-a,There is no fraud in/at ice.,বরফ-তে জালিয়াতি নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7549,0.7549,0.2887,0.0000,0.0000,high
SYN-01106,SUBJ_NEG_ADJ,iɲ dɔ bɔ-iɲ buniạdi kan-a,I am not original.,আমি মৌলিক নয়।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7627,0.7627,0.5000,0.0000,0.4330,high
SYN-01110,SUBJ_VERB_NEG_PRESENT,am dɔ ba-m gạnti kan-a,you do not count.,তুমি গণনা করা না।,santali_new_glossed (1).eaf,13,mit̪̚ʔkʰɔn gɛl hɘbiʔhɔ̃͡i̯ lɛkʰa d̪aɽe.jaʔa mit̪̚ʔ-kʰɔn gɛl hɘbiʔ-hɔ̃͡i̯ lɛkʰa d̪aɽe-jaʔ-a,Can also count from 1 to 10.,,0.7571,0.7571,0.5774,0.0000,0.0000,high
SYN-01120,POSS_EXIST,abo-aʔ mit't'e caṅga minaʔ,we have one branching.,আমরা একটি শাখা আছে।,santali_glossed_2.eaf,34,noko d̪ɔ ba-ko d̪uɽup̚ʔ t̪ʰiɾ-u-a mit̪̚ʔ ɖɘɾ-kʰɔn ɛʈaʔ ɖɘɾ-ko uɖɘ͡o̯ baɽa-ja noko d̪ɔ ba-ko d̪uɽup-ʔ t̪ʰiɾ-u-a mit̪-ʔ ɖɘɾ-kʰɔn ɛʈaʔ ɖɘɾ-ko uɖɘ͡o̯ baɽa-ja,"They do not sit in one place, but fly from one branch to another branch of trees.",,0.7147,0.7147,0.3780,0.0000,0.0000,high
SYN-01123,ADJ_NOUN,ona dɔ te̱ge̱c̕ banda po̱n kan-a,That is a unbefitting presents given at marriage.,ওটা অনুপযুক্ত বিবাহের উপহার।,santali_glossed_new_2.eaf,87,uni kilɘsɾɛ bai̯ t̪ahɛkana uni kilɘs-ɾɛ ba-i̯ t̪ahɛ-kan-a,He was not present in class.,,0.5936,0.5936,0.3536,0.0000,0.0000,high
SYN-01129,OBJECT_VERB_NEG,am dɔ hĩṛĩc̕-to ba-m ghãi-a,you do not to snarl with spasm of pain.,তুমি ব্যথার খিঁচুনি গর্জন করা না।,santali_new_glossed.eaf,88,uni d̪ɔ ɘɖi d̪uk-ɾɛ mena-ja uni d̪ɔ ɘɖi d̪uk-ɾɛ mena-ja,He/She is in a lot of pain.,,0.8135,0.8135,0.4082,0.0000,0.0000,high
SYN-01137,PROHIBITIVE,alɔ-m hulkạu-a,Do not to sneak about.,চুপিসারে ঘোরা না।,santali_glossed_new_3.eaf,81,amd̪ɔ cɛt̪ʔ noa̯ ni̯ɘt̪ɛ ɟahanaʔɛm ganɖɔnakad̪a am-d̪ɔ cɛt̪ʔ nɔa̯ ni̯ɘ-t̪ɛ ɟahan-aʔ-ɛ-m ganɖ-ɔn-akad-a,Have you thought about it?,,0.6294,0.6294,0.5000,0.0000,0.0000,high
SYN-01139,LOC_NEG_EXIST,cor kheda-re ạrsi banuʔ-a,There is no mirror in/at jupiter (planet).,বৃহস্পতি গ্রহ-তে আয়না নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7549,0.7549,0.2500,0.0000,0.0000,high
SYN-01140,SUBJ_VERB_PRESENT,iɲ dɔ beret̕ kan-a,I do rise.,আমি উঠা।,santali_glossed_new_2.eaf,85,t̪eheɲ bai̯ set̪oŋakad̪a t̪eheɲ ba-i̯ set̪oŋ-akan-d̪a,The sun didn't rise today.,,0.5751,0.5751,0.5000,0.0000,0.0000,high
SYN-01146,OBJECT_VERB_NEG,uni dɔ bhelạ̃uṇḍi-to ba-e oṛan-a,he/she does not to avoid with goat's dropping.,সে ছাগলের বিষ্ঠা এড়িয়ে যাওয়া না।,santali_glossed_new.eaf,79,mɛɾɔm-ɾɛn a͡i̯ma-ko hɔpɔn-ɔʔ-a mɛɾɔm-ɾɛn a͡i̯ma-ko hɔpɔn-ɔʔ-a,Brother: Goats have many baby goats.,,0.8018,0.8018,0.2887,0.0000,0.0000,high
SYN-01147,ADJ_NOUN,nɔa dɔ abod guṇṭhi kan-a,This is a young knee.,এটা তরুণ হাঁটু।,santali_texts_glossed.eaf,71,unɾɛ alaŋ d̪ɔ ɘɖi kɘʈiʲʔlaŋ t̪ahɛkana un-ɾɛ alaŋ d̪ɔ ɘɖi kɘʈiʲc-laŋ t̪ahɛn-kana,Moni: We were very young then.,,0.5819,0.5819,0.3162,0.0000,0.0000,high
SYN-01151,ADJ_NOUN,nɔa dɔ haemoekaṭ hoṛo kan-a,This is a unnerved rice plant.,এটা বিহ্বল ধান গাছ।,santali_with_ipa.eaf,124,iɲ-d̪o huɾu ɾohu iŋ tʃalaʔ kan-a iɲ-d̪o huɾu ɾohu iŋ tʃalaʔ kan-a iɲd̪o huɾu ɾohu iŋ t͡ʃɑlɑʔ kɑnɑ,I am going to plant rice.,,0.7554,0.7554,0.5774,0.0000,0.0000,high
SYN-01153,PLACE_VERB,uni dɔ chin-re tahẽ̱ kan-a,he/she does to stay in/at china.,সে চীন-তে থাকা।,santali_new_glossed.eaf,38,am d̪ɔ ɔka-ɾɛm t̪ahɛ̃-na am d̪ɔ ɔka-ɾɛm t̪ahɛ̃-na,Where will you stay?,,0.7691,0.7691,0.5000,0.0000,0.0000,high
SYN-01161,LOC_NEG_EXIST,bo̱to̱lo̱-re phukạr banuʔ-a,There is no aperture in/at entrance.,প্রবেশদ্বার-তে ছিদ্র নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7549,0.7549,0.2887,0.0000,0.0000,high
SYN-01165,SUBJ_VERB_NEG_PRESENT,abo dɔ ba-bon ạcur kan-a,we do not return.,আমরা ফেরা না।,santali_with_ipa.eaf,100,t̪in ɟukʰuem ɾuoɽ t̪in ɟukʰu-em ɾuoɽ t̪in ɟukʰuem ɾuoɽ,When will you return?,,0.8313,0.8313,0.7071,0.0000,0.0000,high
SYN-01168,DEMO_ADJ,ona dɔ naparo̱k kan-a,That is unable to do better.,ওটা অক্ষম।,santali_glossed_new_2.eaf,49,nuiʲkʰɔn unigii̯ bʰagea nui̯-kʰɔn uni-gi-i̯ bʰage-a,He/She is better than this.,,0.7232,0.7232,0.5000,0.0000,0.0000,high
SYN-01174,LOC_NEG_EXIST,datka oṛak̕-re ńindạ cando banuʔ-a,There is no the moon in/at kitchen.,রান্নাঘর-তে চাঁদ নেই।,santali_glossed_3.eaf,90,kɘ͡i̯d̪ɘ kɘ͡i̯d̪ɘ,Kitchen Knife,,0.5523,0.5523,0.4082,0.0000,0.0000,high
SYN-01175,OBJECT_VERB,uni dɔ pharkạti-i bakat̕ / bo̱ko̱t̕-a,"he/she does jabber, to talk rapidly with quittance.","সে রসিদ বকবক করা, অস্পষ্ট কথা বলা।",santali_imperatives_glossed.eaf,13,iɲ sã͡ot̪ɛ alom ɾɔɽ-a iɲ sã͡o-t̪ɛ alom ɾɔɽ-a,You will not talk to me.,,0.7872,0.7872,0.3536,0.0000,0.0000,high
SYN-01179,LOC_NEG_EXIST,datka oṛak̕-re damṛạ banuʔ-a,There is no steer in/at kitchen.,রান্নাঘর-তে বলদ নেই।,santali_glossed_3.eaf,90,kɘ͡i̯d̪ɘ kɘ͡i̯d̪ɘ,Kitchen Knife,,0.5523,0.5523,0.4082,0.0000,0.0000,high
SYN-01180,OBJECT_VERB,uni dɔ sińjo-i ṭhag-a,he/she does to swindle with bael fruit and tree.,সে বেল গাছ প্রতারণা করা।,santali_glossed_new_2.eaf,110,nio seɾma d̪aɾeɾɛ ɟahan ɟɔ baŋ sap̚ʔlɛna ni-o seɾma d̪aɾe-ɾɛ ɟahan ɟɔ baŋ sap̚ʔ-lɛ-na,The tree did not bear any fruit this year.,,0.5811,0.5811,0.4472,0.0000,0.0000,high
SYN-01205,NUM_NOUN_EXIST,are abjoṛ minaʔ,There are/is nine litter.,নয় আবর্জনা আছে।,santali_dialogues_glossed.eaf,51,hanɖɛ nanɖɛ kat̪o̯͡aɾko alɔpɛ giɖi.ja hanɖɛ nanɖɛ kat̪o-aɾ-ko alo-pɛ giɖi-ja,Don't litter anywhere.,,0.6839,0.6839,0.4082,0.0000,0.0000,high
SYN-01207,DEMO_NOM,nɔa dɔ bas kan-a,"This is smell, odour.",এটা গন্ধ।,santali_new_glossed.eaf,80,no̯a baha ɾe-jaʔ sɔ d̪ɔ bɘnu-a no̯a baha ɾe-jaʔ sɔ d̪ɔ bɘnu-a,This flower has no smell.,,0.6027,0.6027,0.4082,0.0000,0.0000,high
SYN-01213,SUBJ_NEG_ADJ,iɲ dɔ bɔ-iɲ paṭea kan-a,I am not disobliging.,আমি অসহযোগী নয়।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7627,0.7627,0.5000,0.0000,0.4330,high
SYN-01215,SUBJ_ADJ,iɲ dɔ dhạni kan-a,I am precious.,আমি মূল্যবান।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7627,0.7627,0.5000,0.0000,0.4743,high
SYN-01218,SUBJ_VERB_PAST,iɲ dɔ bukạ lo̱lo̱-len-a,I did eat.,আমি খাওয়া করেছিল।,santali_with_ipa.eaf,110,iɲ-d̪o bɔ-iɲ ɟɔm-a iɲ-d̪o bɔ-iɲ ɟɔm-a iɲd̪o bɔiɲ ɟɔmɑ,"No, I will not eat.",,0.6882,0.6882,0.7071,0.0000,0.2887,high
SYN-01219,OBJECT_VERB,abo dɔ dạuṛạ soprot̕-i lahar cahar-a,we do to take the lead with punishment by moving from place to place.,আমরা স্থানান্তর দণ্ড নেতৃত্ব দেওয়া।,santali_new_glossed.eaf,34,no̯a ʈɔʈʰa-ɾɛ oŋ-ko d̪ɔ cɛt̪-lɛka-t̪ɛ-ko hɛc͡ʔ-le-na no̯a ʈɔʈʰa-ɾɛ oŋ-ko d̪ɔ cɛt̪-lɛka-t̪ɛ-ko hɛc͡ʔ-le-na,How did they get to this place?,,0.5716,0.5716,0.2236,0.0000,0.0000,high
SYN-01223,LOC_EXIST,basa-re bạn minaʔ,"There is wages, salary in/at residence, dwelling.","বাসস্থান, আবাস-তে মজুরি, বেতন আছে।",santali_glossed_dialogues.eaf,18,"ac̚cʰa baba, iɲd̪ɔ d̪aɾmahaɲ gɔʈa ɘgu.ja nahaʔ ac̚cʰa baba iɲ-d̪ɔ d̪aɾmaha-ɲ gɔʈa ɘgu-ja nahaʔ","Okay father, I will fix the wages.",,0.5831,0.5831,0.2500,0.0000,0.0000,high
SYN-01226,OBJECT_VERB_NEG,uni dɔ pạṭi-to ba-e lese-a,he/she does not to execrate with the game of polo.,সে পোলো খেলা অভিশাপ দেওয়া না।,santali_glossed_new_2.eaf,119,t̪eheɲ kʰilɘʈ baŋ ho.jo.a t̪eheɲ kʰilɘʈ baŋ ho.jo-a,There will be no game today.,,0.7441,0.7441,0.3333,0.0000,0.0000,high
SYN-01234,ADV_VERB,iɲ dɔ acka orpher kan-a,I do to interchange suddenly.,আমি হঠাৎ বিনিময় করা।,santali_school_dialogue_glossed.eaf,10,ac̚ka ac̚ka paɽhaʔ bɔd̪ɔlt̪ɛ no̯͡a kɘmi ge boge ja ac̚ka ac̚ka paɽha-ʔ bɔd̪ɔl-t̪ɛ no̯͡a kɘmi-ge boge-ja,This is better than studying suddenly.,,0.6029,0.6029,0.3536,0.0000,0.0000,high
SYN-01238,OBJECT_VERB,am dɔ bõ̠s-i chakachun-a,you do pulverise with children.,তুমি সন্তান গুঁড়ো করা।,santali_glossed_dialogues.eaf,51,no̯͡ako kɘmi d̪ɔ gid̪ɾɘkogiku kɘmi.ja no̯a-ko kɘmi d̪ɔ gid̪ɾɘ-ko-gi-ku kɘmi-ja,Children do these now.,,0.5826,0.5826,0.4082,0.0000,0.0000,high
SYN-01249,SUBJ_NEG_ADJ,iɲ dɔ bɔ-iɲ labar lobur kan-a,I am not pulpy.,আমি নরম ও রসালো নয়।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7627,0.7627,0.5000,0.0000,0.4009,high
SYN-01253,SUBJ_NEG_ADJ,iɲ dɔ bɔ-iɲ cikạ̃ṛ kan-a,I am not polished.,আমি পালিশ করা নয়।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7627,0.7627,0.5000,0.0000,0.4330,high
SYN-01265,IMPERATIVE,barnan me,Please explain.,ব্যাখ্যা করা।,santali_dialogues_glossed.eaf,48,laha d̪ɔ buɟʰhɘ͡o̯ăkopɛ laha d̪ɔ buɟʰh-ɘ-ă-ko-pɛ,"At first, explain it to them.",,0.7189,0.7189,0.5774,0.0000,0.0000,high
