generated_id,template_id,generated_santali,generated_english,generated_bangla,best_eaf_file,best_eaf_utterance_id,best_eaf_santali,best_eaf_english,best_eaf_bangla,combined_score,english_word_score,english_overlap_score,bangla_overlap_score,santali_overlap_score,confidence
SYN-00134,POSS_NOM,nɔa dɔ uni-aʔ rihại kan-a,This is he/she's acquittal.,এটা সে-এর খালাস।,santali_glossed_new.eaf,15,uni.j-aʔ hɔɽmɔ-ɾɛ cɛt̪̚ʔ ɾu̯͡ɘ mɛn-a-a uni.j-aʔ hɔɽmɔ-ɾɛ cɛt̪̚ʔ ɾu̯͡ɘ mɛn-a-a,Doctor: Does he have a fever?,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00136,PLACE_VERB,iɲ dɔ ṭạṅgi-re salgao kan-a,I do to inflame in/at dovecot.,আমি কবুতরখানা-তে উস্কানো।,santali_with_ipa.eaf,86,iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kɑnɑe,This is my friend.,,0.2315,0.0000,0.0000,0.0000,0.4629,low
SYN-00137,DEMO_NEG_ADJ,nɔa dɔ ba-ŋ podgoe kan-a,This is not rufous.,এটা লালচে নয়।,santali_with_ipa.eaf,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟɑ iŋʔ kɔlɔm bɑŋ kɑnɑ,This is not my pen.,,0.2390,0.0000,0.0000,0.0000,0.4781,low
SYN-00138,SUBJ_VERB_NEG_PRESENT,uni dɔ ba-e bilo̱m kan-a,he/she does not saunter.,সে ঘুরে ঘুরে বেড়ানো না।,santali_with_ipa.eaf,39,uni oɽae ba-e sen-kan-a-e uni oɽae ba-e sen-kan-a-e uni oɽɑe bɑe senkɑnɑe,He didn't go home.,,0.2988,0.0000,0.0000,0.0000,0.5976,low
SYN-00140,POSS_NOM,nɔa dɔ uni-aʔ hirạ kan-a,This is he/she's diamond.,এটা সে-এর হীরা।,santali_glossed_new.eaf,15,uni.j-aʔ hɔɽmɔ-ɾɛ cɛt̪̚ʔ ɾu̯͡ɘ mɛn-a-a uni.j-aʔ hɔɽmɔ-ɾɛ cɛt̪̚ʔ ɾu̯͡ɘ mɛn-a-a,Doctor: Does he have a fever?,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00142,DEMO_NEG_ADJ,nɔa dɔ ba-ŋ ganjha gạnjhi kan-a,This is not trampled.,এটা পদদলিত নয়।,santali_with_ipa.eaf,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟɑ iŋʔ kɔlɔm bɑŋ kɑnɑ,This is not my pen.,,0.2236,0.0000,0.0000,0.0000,0.4472,low
SYN-00144,POSS_NOM,ona dɔ abo-aʔ ḍạṇḍit̕ kan-a,That is we's shaft.,ওটা আমরা-এর দণ্ড।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00145,SUBJ_NEG_ADJ,abo dɔ ba-bon begar kan-a,we are not separate.,আমরা আলাদা নয়।,santali_with_ipa.eaf,55,ba-e ɾesʔk kan-a ba-e ɾesʔk kan-a bɑe ɾesʔk kɑnɑ,He isn't happy.,,0.2143,0.0000,0.0000,0.0000,0.4286,low
SYN-00146,SUBJ_ADJ,am dɔ bạulạ / bạuli kan-a-m,you are insane.,তুমি উন্মাদ।,santali_glossed_1.eaf,63,am cɛt̪̚ʔlɛka mɛnama? am cɛt̪ʔ-lɛka mena-m-a? am | cɛt̪ʔ-lɛka | mena-m-a,Uncle: How are you?,[S7.3] কাকা: তুমি কেমন আছো?,0.2598,0.0000,0.0000,0.2887,0.4009,low
SYN-00149,POSS_EXIST,abo-aʔ mit't'e bhabna minaʔ,we have one anxiety.,আমরা একটি উদ্বেগ আছে।,santali_with_ipa.eaf,66,iɲ-aʔ mit't'e boi minaʔ iɲ-aʔ mit't'e boi minaʔ iɲɑʔ mitʔte boi minɑʔ,I have a book.,,0.2988,0.0000,0.0000,0.0000,0.5976,low
SYN-00152,DEMO_NEG_NOM,nɔa dɔ co̱ṭ dɔ ba-ŋ kan-a,This is not firmament.,এটা আকাশমণ্ডল নয়।,santali_with_ipa.eaf,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟɑ iŋʔ kɔlɔm bɑŋ kɑnɑ,This is not my pen.,,0.2390,0.0000,0.0000,0.0000,0.4781,low
SYN-00153,NUM_NOUN_EXIST,sae birbao minaʔ,There are/is hundred cyclone.,একশ ঘূর্ণিঝড় আছে।,santali_glossed_1.eaf,103,ʈʰikge.ja. ʈʰik-ge-a. ʈʰik-ge-a,Arka: Okay.,[S8.26] অর্ক: ঠিক আছে।,0.2324,0.0000,0.0000,0.2582,0.0000,low
SYN-00154,SUBJ_VERB_NEG_PRESENT,iɲ dɔ bɔ-iɲ chõ̠c kan-a,I do not smear.,আমি মাখানো না।,santali_with_ipa.eaf,86,iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kɑnɑe,This is my friend.,,0.2500,0.0000,0.0000,0.0000,0.5000,low
SYN-00156,NUM_NOUN_EXIST,ge̱l irạl ikraṛ nama minaʔ,There are/is eighteen indenture.,আঠারো চুক্তিপত্র আছে।,santali_glossed_1.eaf,103,ʈʰikge.ja. ʈʰik-ge-a. ʈʰik-ge-a,Arka: Okay.,[S8.26] অর্ক: ঠিক আছে।,0.2324,0.0000,0.0000,0.2582,0.0000,low
SYN-00157,SUBJ_VERB_NEG_PRESENT,iɲ dɔ bɔ-iɲ caco kan-a,I do not toddle.,আমি হামাগুড়ি দেওয়া না।,santali_with_ipa.eaf,86,iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kɑnɑe,This is my friend.,,0.2500,0.0000,0.0000,0.0000,0.5000,low
SYN-00158,SUBJ_VERB_PRESENT,uni dɔ rạkhi jogao kan-a-e,he/she does to be thrifty.,সে কৃপণতা করা।,santali_with_ipa.eaf,39,uni oɽae ba-e sen-kan-a-e uni oɽae ba-e sen-kan-a-e uni oɽɑe bɑe senkɑnɑe,He didn't go home.,,0.2390,0.0000,0.0000,0.0000,0.4781,low
SYN-00163,DEMO_NEG_ADJ,ona dɔ ba-ŋ rotho kan-a,That is not burly.,ওটা বলিষ্ঠ নয়।,santali_with_ipa.eaf,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟɑ iŋʔ kɔlɔm bɑŋ kɑnɑ,This is not my pen.,,0.2390,0.0000,0.0000,0.0000,0.4781,low
SYN-00165,YESNO_VERB,iɲ dɔ beke kan-a?,Do I squabble?,আমি কি ঝগড়া করা?,santali_with_ipa.eaf,86,iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kɑnɑe,This is my friend.,,0.2739,0.0000,0.0000,0.0000,0.5477,low
SYN-00167,IMPERATIVE,hebajo̱t me,Please to defend.,রক্ষা করা / প্রতিরক্ষা করা।,santali_glossed_1.eaf,27,inʈaɾneʈ̚t̪ɛm ɔlɔʔ paɽha͡o̯ d̪aɽe.jaʔa. inʈaɾneʈ̚-t̪ɛ-m ɔlɔʔ paɽha͡o̯ d̪aɽe-aʔ-a. inʈaɾneʈ̚-t̪ɛ-m | ɔlɔʔ | paɽha͡o̯ | d̪aɽe-aʔ-a,We can even study on the internet/ online.,[S3.10] ইন্টারনেটে/ অনলাইনে পড়াশোনা করা যায়।,0.1964,0.0000,0.0000,0.2182,0.0000,low
SYN-00168,YESNO_VERB,abo dɔ dagar dugur kan-a?,Do we flicker?,আমরা কি মিটমিট করা?,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.2041,0.0000,0.0000,0.0000,0.4082,low
SYN-00169,SUBJ_VERB_NEG_PRESENT,abo dɔ ba-bon ke̱cme̱cao kan-a,we do not to curvet.,আমরা লাফ দিয়ে খেলা না।,santali_with_ipa.eaf,55,ba-e ɾesʔk kan-a ba-e ɾesʔk kan-a bɑe ɾesʔk kɑnɑ,He isn't happy.,,0.2143,0.0000,0.0000,0.0000,0.4286,low
SYN-00171,YESNO_VERB,iɲ dɔ do̱lbado̱l kan-a?,Do I barter?,আমি কি বিনিময়?,santali_with_ipa.eaf,86,iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kɑnɑe,This is my friend.,,0.2739,0.0000,0.0000,0.0000,0.5477,low
SYN-00172,PLACE_VERB,uni dɔ dãṛgu-re nisṛạu kan-a,he/she does banter in/at precipice.,সে খাড়া গিরিখাদ-তে ঠাট্টা।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00173,SUBJ_VERB_FUTURE,am dɔ bhaṅga-a,you will tamper with.,তুমি নষ্ট করা করবে।,santali_glossed_new_2.eaf,125,am am,You.,,0.2500,0.0000,0.0000,0.0000,0.5000,low
SYN-00174,SUBJ_VERB_PAST,am dɔ be̱re̱l-len-a,you did dwell.,তুমি বাস করা করেছিল।,santali_glossed_new_2.eaf,125,am am,You.,,0.2236,0.0000,0.0000,0.0000,0.4472,low
SYN-00175,SUBJ_VERB_PRESENT,am dɔ ḍakaṛ ḍukuṛ kan-a-m,you do jolt.,তুমি ঝাঁকি দেওয়া।,santali_new_glossed_1.eaf,20,amd̪ɔ cɛt̪ʔ nɔnɖɛniʲcʔ kanam am-d̪ɔ cɛt̪ʔ nɔnɖɛn-iʲcʔ kan-a-m,Are you the person from here?,,0.2279,0.0000,0.0000,0.0000,0.4558,low
SYN-00178,LOC_EXIST,dhạlu-re cạtrạṛia minaʔ,There is boor in/at slope.,ঢালু-তে অভদ্র লোক আছে।,santali_glossed_1.eaf,103,ʈʰikge.ja. ʈʰik-ge-a. ʈʰik-ge-a,Arka: Okay.,[S8.26] অর্ক: ঠিক আছে।,0.1800,0.0000,0.0000,0.2000,0.0000,low
SYN-00180,OBJECT_VERB_NEG,abo dɔ gạlti-to ba-bon cugli capạṭi-a,we do not traduce with slip / fault.,আমরা ভুল / ত্রুটি নিন্দা করা না।,santali_new_glossed_1.eaf,63,d̪aʔ bɛgɔɾt̪ɛ abo d̯ɔ babon ɟiu̯͡ed̪ɔʔa d̪aʔ bɛgɔɾ-t̪ɛ abo d̯ɔ ba-bon ɟiu̯͡e-d̪ɔʔ-a,We cannot live without water.,,0.1849,0.0000,0.0000,0.0000,0.3698,low
SYN-00183,DEMO_NOM,nɔa dɔ bakea kan-a,This is trumpet.,"এটা তুরহী, ভেরী।",santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.2236,0.0000,0.0000,0.0000,0.4472,low
SYN-00184,SUBJ_VERB_NEG_PRESENT,uni dɔ ba-e ke̱j kan-a,he/she does not to taunt.,সে বিদ্রূপ করা না।,santali_with_ipa.eaf,39,uni oɽae ba-e sen-kan-a-e uni oɽae ba-e sen-kan-a-e uni oɽɑe bɑe senkɑnɑe,He didn't go home.,,0.2988,0.0000,0.0000,0.0000,0.5976,low
SYN-00187,YESNO_ADJ,ona dɔ haḍrap̕ kan-a?,Is that forceful?,ওটা কি জোরালো?,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.2236,0.0000,0.0000,0.0000,0.4472,low
SYN-00188,IMPERATIVE,kalka me,Please to disdain.,অবজ্ঞা করা।,santali_glossed_1.eaf,27,inʈaɾneʈ̚t̪ɛm ɔlɔʔ paɽha͡o̯ d̪aɽe.jaʔa. inʈaɾneʈ̚-t̪ɛ-m ɔlɔʔ paɽha͡o̯ d̪aɽe-aʔ-a. inʈaɾneʈ̚-t̪ɛ-m | ɔlɔʔ | paɽha͡o̯ | d̪aɽe-aʔ-a,We can even study on the internet/ online.,[S3.10] ইন্টারনেটে/ অনলাইনে পড়াশোনা করা যায়।,0.2405,0.0000,0.0000,0.2673,0.0000,low
SYN-00190,DEMO_NEG_ADJ,ona dɔ ba-ŋ dhimạ kan-a,That is not mild.,ওটা নরম নয়।,santali_with_ipa.eaf,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟɑ iŋʔ kɔlɔm bɑŋ kɑnɑ,This is not my pen.,,0.2390,0.0000,0.0000,0.0000,0.4781,low
SYN-00191,SUBJ_NEG_ADJ,uni dɔ ba-e lubur kan-a,he/she is not boggy.,সে কাদাযুক্ত নয়।,santali_with_ipa.eaf,39,uni oɽae ba-e sen-kan-a-e uni oɽae ba-e sen-kan-a-e uni oɽɑe bɑe senkɑnɑe,He didn't go home.,,0.2988,0.0000,0.0000,0.0000,0.5976,low
SYN-00192,SUBJ_NEG_ADJ,abo dɔ ba-bon enka kan-a,we are not trifling.,আমরা তুচ্ছ নয়।,santali_with_ipa.eaf,55,ba-e ɾesʔk kan-a ba-e ɾesʔk kan-a bɑe ɾesʔk kɑnɑ,He isn't happy.,,0.2143,0.0000,0.0000,0.0000,0.4286,low
SYN-00196,YESNO_ADJ,ona dɔ bho̱ko̱r kan-a?,Is that bubbling?,ওটা কি বুদবুদ ওঠা?,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.2236,0.0000,0.0000,0.0000,0.4472,low
SYN-00197,SUBJ_NEG_ADJ,am dɔ ba-m caego kan-a,you are not flippant.,তুমি হালকা চালের নয়।,santali_paradigm_glossed.eaf,51,am bam ɾɔɽa am ba-m ɾɔɽ-a,You do not say so.,,0.2857,0.0000,0.0000,0.0000,0.5714,low
SYN-00201,NUM_NOUN_EXIST,sae beṛ minaʔ,There are/is hundred span.,একশ বিঘত আছে।,santali_glossed_1.eaf,103,ʈʰikge.ja. ʈʰik-ge-a. ʈʰik-ge-a,Arka: Okay.,[S8.26] অর্ক: ঠিক আছে।,0.2324,0.0000,0.0000,0.2582,0.0000,low
SYN-00202,DEMO_NEG_ADJ,ona dɔ ba-ŋ ḍhạṭhi kan-a,That is not inexorable.,ওটা অনমনীয় নয়।,santali_with_ipa.eaf,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟɑ iŋʔ kɔlɔm bɑŋ kɑnɑ,This is not my pen.,,0.2390,0.0000,0.0000,0.0000,0.4781,low
SYN-00203,POSS_NOM,ona dɔ uni-aʔ peṛa kan-a,That is he/she's kinsman.,ওটা সে-এর আত্মীয়।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00204,ADJ_NOUN,nɔa dɔ usạta bakea kan-a,This is a faded trumpet.,"এটা ম্লান তুরহী, ভেরী।",santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.2041,0.0000,0.0000,0.0000,0.4082,low
SYN-00205,IMPERATIVE,garmao me,Please to exert oneself.,পরিশ্রম করা / চেষ্টা করা।,santali_glossed_1.eaf,27,inʈaɾneʈ̚t̪ɛm ɔlɔʔ paɽha͡o̯ d̪aɽe.jaʔa. inʈaɾneʈ̚-t̪ɛ-m ɔlɔʔ paɽha͡o̯ d̪aɽe-aʔ-a. inʈaɾneʈ̚-t̪ɛ-m | ɔlɔʔ | paɽha͡o̯ | d̪aɽe-aʔ-a,We can even study on the internet/ online.,[S3.10] ইন্টারনেটে/ অনলাইনে পড়াশোনা করা যায়।,0.1964,0.0000,0.0000,0.2182,0.0000,low
SYN-00206,SUBJ_VERB_PAST,uni dɔ dandha-len-a,he/she did labour.,সে পরিশ্রম করা করেছিল।,santali_with_ipa.eaf,38,uni oɽae sen-len-a uni oɽae sen-len-a uni oɽɑe senlenɑ,He went home.,,0.2535,0.0000,0.0000,0.0000,0.5071,low
SYN-00208,SUBJ_NEG_ADJ,abo dɔ ba-bon cand bagar kan-a,we are not variegated.,আমরা চিত্রবিচিত্র নয়।,santali_with_ipa.eaf,55,ba-e ɾesʔk kan-a ba-e ɾesʔk kan-a bɑe ɾesʔk kɑnɑ,He isn't happy.,,0.2004,0.0000,0.0000,0.0000,0.4009,low
SYN-00211,YESNO_VERB,am dɔ jạri kan-a?,Do you to promulgate an order?,তুমি কি আদেশ জারি করা?,santali_glossed_1.eaf,81,amd̪ɔ cɛt̪̚ʔ no̯͡a ni̯͡ɘt̪ɛ ɟahanaʔɛm ganɖɔnakad̪a? am d̪ɔ cɛt̪ʔ no̯͡a ni̯͡ɘ-t̪ɛ ɟahanaʔ-e-m ganɖɔn-akad-a? am | d̪ɔ | cɛt̪ʔ | no̯͡a | ni̯͡ɘ-t̪ɛ | ɟahanaʔ-e-m | ganɖɔn-akad-a,Pradeep: Have you thought about it?,[S8.4] প্রদীপ: তুমি কি এটা নিয়ে কিছু ভেবেছ?,0.2683,0.0000,0.0000,0.2981,0.0000,low
SYN-00212,PLACE_VERB,abo dɔ go̱yo̱n-re kạrkhana kan-a,we do to devise in/at track.,আমরা চিহ্ন / পথচিহ্ন-তে পরিকল্পনা করা।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00214,SUBJ_NEG_ADJ,uni dɔ ba-e be̱hũṭ kan-a,he/she is not obedient.,সে বাধ্য নয়।,santali_with_ipa.eaf,39,uni oɽae ba-e sen-kan-a-e uni oɽae ba-e sen-kan-a-e uni oɽɑe bɑe senkɑnɑe,He didn't go home.,,0.2988,0.0000,0.0000,0.0000,0.5976,low
SYN-00216,DEMO_NOM,nɔa dɔ gạdrum kan-a,This is filth.,এটা নোংরা।,santali_glossed_1.eaf,80,"hɛ̃ː, no̯͡a d̪ɔ mit̪̚ʔʈɛn bʰage hudis. hɛ̃, no̯͡a d̪ɔ mit̪ʔ-ʈɛn bʰage hudis. hɛ̃ | no̯͡a | d̪ɔ | mit̪ʔ-ʈɛn | bʰage | hudis","Pradeep: Yes, it's a great/good idea.","[S8.3] প্রদীপ: হ্যাঁ, এটা একটা দারুণ চিন্তা।",0.2250,0.0000,0.0000,0.2500,0.0000,low
SYN-00218,ADJ_NOUN,nɔa dɔ akhṛa ạkhṛi moka kan-a,This is a inharmonious cubit.,এটা অসামঞ্জস্যপূর্ণ হাত (পরিমাপ)।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00219,YESNO_VERB,am dɔ sulạ kan-a?,Do you to tenon?,তুমি কি খাঁজ কেটে জোড়া লাগানো?,santali_glossed_1.eaf,81,amd̪ɔ cɛt̪̚ʔ no̯͡a ni̯͡ɘt̪ɛ ɟahanaʔɛm ganɖɔnakad̪a? am d̪ɔ cɛt̪ʔ no̯͡a ni̯͡ɘ-t̪ɛ ɟahanaʔ-e-m ganɖɔn-akad-a? am | d̪ɔ | cɛt̪ʔ | no̯͡a | ni̯͡ɘ-t̪ɛ | ɟahanaʔ-e-m | ganɖɔn-akad-a,Pradeep: Have you thought about it?,[S8.4] প্রদীপ: তুমি কি এটা নিয়ে কিছু ভেবেছ?,0.2449,0.0000,0.0000,0.2722,0.0000,low
SYN-00220,SUBJ_NEG_ADJ,abo dɔ ba-bon atha kan-a,we are not unfathomable.,আমরা অগাধ নয়।,santali_with_ipa.eaf,55,ba-e ɾesʔk kan-a ba-e ɾesʔk kan-a bɑe ɾesʔk kɑnɑ,He isn't happy.,,0.2143,0.0000,0.0000,0.0000,0.4286,low
SYN-00221,DEMO_ADJ,ona dɔ abol kan-a,That is weak.,ওটা দুর্বল।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.2236,0.0000,0.0000,0.0000,0.4472,low
SYN-00222,ADV_VERB,am dɔ ṭipṭap hạhi dudi kan-a,you do to overreach pitapat.,তুমি ধড়ফড় প্রতারণা করা।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00229,SUBJ_ADJ,abo dɔ kãca kan-a-bon,we are unsubstantial.,আমরা অপরিপক্ব / ভিত্তিহীন।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.2041,0.0000,0.0000,0.0000,0.4082,low
SYN-00230,PROHIBITIVE,alɔ-m leṭha-a,Do not to implicate.,জড়িয়ে ফেলা না।,santali_with_ipa.eaf,59,laŋga-a-m laŋga-a-m lɑŋɡɑɑm,You'll get tired.,,0.2500,0.0000,0.0000,0.0000,0.5000,low
SYN-00231,ADV_VERB,iɲ dɔ kajak gola gamcha kan-a,I do to assume a humble attitude strictly.,আমি কঠোরভাবে নম্র ভঙ্গি গ্রহণ করা।,santali_with_ipa.eaf,86,iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kɑnɑe,This is my friend.,,0.2315,0.0000,0.0000,0.0000,0.4629,low
SYN-00235,SUBJ_VERB_NEG_FUTURE,abo dɔ ba-bon sumạn-a,we will not to desist.,আমরা বিরত হওয়া করবে না।,santali_new_glossed_1.eaf,63,d̪aʔ bɛgɔɾt̪ɛ abo d̯ɔ babon ɟiu̯͡ed̪ɔʔa d̪aʔ bɛgɔɾ-t̪ɛ abo d̯ɔ ba-bon ɟiu̯͡e-d̪ɔʔ-a,We cannot live without water.,,0.2265,0.0000,0.0000,0.0000,0.4529,low
SYN-00239,SUBJ_NEG_ADJ,uni dɔ ba-e baṅ kan-a,he/she is not negative.,সে নেতিবাচক নয়।,santali_with_ipa.eaf,39,uni oɽae ba-e sen-kan-a-e uni oɽae ba-e sen-kan-a-e uni oɽɑe bɑe senkɑnɑe,He didn't go home.,,0.2988,0.0000,0.0000,0.0000,0.5976,low
SYN-00240,ADV_VERB,uni dɔ ghaser gaḍo̱e saḍc̣e kan-a,he/she does intermingle indiscriminately.,সে এলোমেলোভাবে মিশিয়ে দেওয়া।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00243,POSS_NOM,ona dɔ uni-aʔ he̱he̱oic̕ kan-a,That is he/she's nurse.,ওটা সে-এর ধাত্রী / নার্স।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00247,PROHIBITIVE,alɔ-m gạwic̕-a,Do not to beckon.,ইশারা করা না।,santali_with_ipa.eaf,59,laŋga-a-m laŋga-a-m lɑŋɡɑɑm,You'll get tired.,,0.2500,0.0000,0.0000,0.0000,0.5000,low
SYN-00248,SUBJ_ADJ,uni dɔ asoṛ kan-a-e,he/she is tottering.,সে টলমল।,santali_with_ipa.eaf,78,uni-d̪o iɲ goɡo kan-a-e uni-d̪o iɲ goɡo kan-a-e unid̪o iɲ ɡoɡo kɑnɑe,She is my mother.,,0.2582,0.0000,0.0000,0.0000,0.5164,low
SYN-00249,DEMO_NOM,ona dɔ phạṛi kan-a,That is shoulder.,ওটা কাঁধ।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.2236,0.0000,0.0000,0.0000,0.4472,low
SYN-00250,SUBJ_VERB_PRESENT,iɲ dɔ ḍiń ḍạbur kan-a,I do soak.,আমি ভিজিয়ে রাখা।,santali_with_ipa.eaf,86,iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kan-a-e iɲ bond̪ʰu kɑnɑe,This is my friend.,,0.2500,0.0000,0.0000,0.0000,0.5000,low
SYN-00252,DEMO_NEG_NOM,ona dɔ bạdhi dɔ ba-ŋ kan-a,That is not bandger.,ওটা ব্যান্ডেজ নয়।,santali_with_ipa.eaf,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟɑ iŋʔ kɔlɔm bɑŋ kɑnɑ,This is not my pen.,,0.2390,0.0000,0.0000,0.0000,0.4781,low
SYN-00254,DEMO_NEG_ADJ,nɔa dɔ ba-ŋ bilbilạu kan-a,This is not panic-stricken.,এটা আতঙ্কিত নয়।,santali_with_ipa.eaf,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟa iŋʔ kɔlɔm ba-ŋ kan-a niɟɑ iŋʔ kɔlɔm bɑŋ kɑnɑ,This is not my pen.,,0.2390,0.0000,0.0000,0.0000,0.4781,low
SYN-00257,SUBJ_VERB_PRESENT,uni dɔ salgao kan-a-e,he/she does to inflame.,সে উস্কানো।,santali_with_ipa.eaf,78,uni-d̪o iɲ goɡo kan-a-e uni-d̪o iɲ goɡo kan-a-e unid̪o iɲ ɡoɡo kɑnɑe,She is my mother.,,0.2582,0.0000,0.0000,0.0000,0.5164,low
SYN-00260,ADJ_NOUN,nɔa dɔ gijgij bạlis kan-a,This is a sweltering pillow.,এটা তীব্র গরম / ঘাম ঝরানো বালিশ।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.2041,0.0000,0.0000,0.0000,0.4082,low
SYN-00261,DEMO_NOM,ona dɔ ḍhoṅga kan-a,That is dugout (canoe).,ওটা ডোঙা নৌকা।,santali_with_ipa.eaf,54,ɾesʔk kan-a ɾesʔk kan-a ɾesʔk kɑnɑ,He's happy.,,0.2236,0.0000,0.0000,0.0000,0.4472,low
SYN-00263,SUBJ_VERB_PRESENT,uni dɔ ucạṛ kan-a-e,he/she does to be contagious.,সে সংক্রামক হওয়া।,santali_with_ipa.eaf,78,uni-d̪o iɲ goɡo kan-a-e uni-d̪o iɲ goɡo kan-a-e unid̪o iɲ ɡoɡo kɑnɑe,She is my mother.,,0.2582,0.0000,0.0000,0.0000,0.5164,low
SYN-00265,YESNO_VERB,am dɔ halaṅ kan-a?,Do you to amass?,তুমি কি জড়ো করা / সঞ্চয় করা?,santali_glossed_1.eaf,81,amd̪ɔ cɛt̪̚ʔ no̯͡a ni̯͡ɘt̪ɛ ɟahanaʔɛm ganɖɔnakad̪a? am d̪ɔ cɛt̪ʔ no̯͡a ni̯͡ɘ-t̪ɛ ɟahanaʔ-e-m ganɖɔn-akad-a? am | d̪ɔ | cɛt̪ʔ | no̯͡a | ni̯͡ɘ-t̪ɛ | ɟahanaʔ-e-m | ganɖɔn-akad-a,Pradeep: Have you thought about it?,[S8.4] প্রদীপ: তুমি কি এটা নিয়ে কিছু ভেবেছ?,0.2683,0.0000,0.0000,0.2981,0.0000,low
