file,annotation_id,annotation_type,tier_id,tier_std,parent_tier,linguistic_type,parent_annotation_id,start_ms,end_ms,value
santali_glossed_1.eaf,a393,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a391,,,"d̪ɛla, abo mit̪̚ʔʈɛn pɔɾɔbbon sapɽa͡o̯kat̪̚ʔlege."
santali_glossed_1.eaf,a398,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a396,,,"hɛ̃ː, no̯͡a d̪ɔ mit̪̚ʔʈɛn bʰage hudis."
santali_glossed_1.eaf,a403,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a401,,,amd̪ɔ cɛt̪̚ʔ no̯͡a ni̯͡ɘt̪ɛ ɟahanaʔɛm ganɖɔnakad̪a?
santali_glossed_1.eaf,a408,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a406,,,pɔɾɔbɾɛ cɛt̪̚ʔ cɛt̪̚ʔ t̪ahɛ̃na?
santali_glossed_1.eaf,a413,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a411,,,pɔɾɔbɾɛ ɛnɛʲc̚ʔ seɾeɲ t̪ahɛna.
santali_glossed_1.eaf,a418,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a416,,,ɔna sa͡ɔ̯t̪ɛ miʔʈɛn pʰuʈbɔl kʰilɘʈ t̪ahɛ̃na.
santali_glossed_1.eaf,a423,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a421,,,pʰuʈbɔl kʰilɘʈ d̪ɔ ho.jo.a bap̚laɔ͡͡akan aɾ ɖɘŋu̯͡ɘku t̪alaɾɛ.
santali_glossed_1.eaf,a428,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a426,,,nɔ̯͡a pɔɾɔp̚ t̪is aɾ ɔkaɾɛ ho͡i̯ oco d̪aɽeja.a.
santali_glossed_1.eaf,a433,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a431,,,cʰuʈi hilɘʔ sapɽa͡ɔ̯lɛkʰan abu iskulɾe.jaʔ maʈʰbun bɛbɔhaɾ d̪aɽe.jaʔa.
santali_glossed_1.eaf,a438,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a436,,,abu̯͡aʔ pɔɾɔbɾɛ iskuld̪ɔ sã͡ot̪ɛ d̪ɔhɔ ɟɘɾuɽa.
santali_glossed_1.eaf,a443,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a441,,,ced̪aʔsɛ iskulɾɛn gid̪ɾɘko aboko gɔɽɔ d̪aɽe͡o̯ɘ̆bona.
santali_glossed_1.eaf,a448,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a446,,,t̪ahalɛ iskulɾɛn maɾaŋ mahasɔ͡i̯ sãot̪ɛ katʰa ɾɔɽ ho.j.a.
santali_glossed_1.eaf,a453,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a451,,,pɔɾɔbɾɛ cɛt̪̚ʔ cɛt̪̚ʔ tahɛna ɔnako ni̯͡ɘt̪ɛhɔ̃ galmaɾa͡o̯ ho.joʔa.
santali_glossed_1.eaf,a458,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a456,,,pɔɾɔbɾɛ t̪inɘʔ kɘ͡o̯ɖi laga.a t̪inɘʔ hɔɽko laga.a sanamko ni̯͡ɘt̪ɛ galmaɾa͡o̯ ho.joʔa.
santali_glossed_1.eaf,a463,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a461,,,kɘmi bʰage oco͡i̯ lɘgit̪̚ʔ miʔʈɛn komiʈi bɛna͡o̯ ɟɘɾuɽa.
santali_glossed_1.eaf,a468,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a466,,,iɲaʔ mɔnɛ ho.joʔkana ɛt̪ɔhɔb̚ʔɾɛ gat̪eko sã͡ot̪ɛ galmaɾa͡o̯ ɟɘɾuɽa.
santali_glossed_1.eaf,a473,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a471,,,inɘ t̪a.jɔm oŋko sanam cɛʔlekako mɛna oŋkage bɘki kɘmi ho.joa.
santali_glossed_1.eaf,a478,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a476,,,am ʈʰikɛm mɛːnakad̪a.
santali_glossed_1.eaf,a483,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a481,,,sanamko sã͡o̯t̪ɛ ni̯͡ɘt̪ɛ alɛ pɔɾɔblɛ mɛnco͡i̯d̪a.
santali_glossed_1.eaf,a488,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a486,,,ɟɔt̪ɔhɔɽko gɔɽɔlɛnkʰan sanamaʔge alga.aː.
santali_glossed_1.eaf,a493,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a491,,,aɖɛpase ɾejaʔ iskulkoɾɛ abu calaʔ hojoʔt̪abona.
santali_glossed_1.eaf,a498,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a496,,,iskulɾɛn gid̪ɾɛko abo̯͡aʔ pɔɾɔb ɾe.jaʔ kat̪ʰa baɖa͡i̯ ocoko ho.joa.
santali_glossed_1.eaf,a503,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a501,,,oŋko ɛnɛʲc̚ʔseɾeɲɾɛko sɛlɛt̪̚ʔlɛnkʰan pɔɾɔb ɘɖi ɾɘskɘge ho.jo.a.
santali_glossed_1.eaf,a508,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a506,,,oŋko lɘgit̪̚ʔ kuɽɘ͡i̯ ɾe.jaʔ bɛbɔst̪a d̪ɔhɔkaʔ ho.joʔa.
santali_glossed_1.eaf,a513,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a511,,,ʈʰikge.ja.
santali_glossed_1.eaf,a518,REF_ANNOTATION,IPA-Original,ipa_original,Bangla,Symbolic_Association,a516,,,"d̪ɛla, kɘmibun ɛhɔp̚ʔkat̪̚ʔlege."
santali_glossed_1.eaf,a4,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a1,,,ɔt̪ʔ-ɾɛ mit̪ʔ ʈʰɔp ɲɛlɛɾasa ɲuɾ-akan t̪ahɛ̃-kan-a.
santali_glossed_1.eaf,a9,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a6,,,paɾɔm calaʔ ɟɔkʰɛc̚ʔ mit̪ʔ-ʈɛn muc̚ʔ ɲɛlɛɾasa sɔ͡i̯ ɲam-ked-a.
santali_glossed_1.eaf,a14,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a11,,,uni muc̚ʔ d̪ɔ mit̪ʔ-sɛc̚ʔ kʰɔc̚ʔ ɲɛlɛɾasa ɲu-ɲu-i̯ ɛhɔp-en-a.
santali_glossed_1.eaf,a19,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a16,,,mit̪ʔ-d̪ʰa͡o̯ ɲɛlɛɾasa ɲu-kat̪ɛ ɘɖi sibil ked-e-a aɾ uni d̪ɔ ɲu-ɲut̪-i̯ ge-i̯ t̪ãhɛ-i̯-na.
santali_glossed_1.eaf,a24,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a21,,,ɲɛlɛɾasa ɲu-ɲu-t̪ɛ uni-aʔ lac̚ʔ d̪ɔ pʰulɘ͡u̯-en-t̪a-a aɾ-ɛn-ɾɛ-hɔ̃ ɲɛlɛɾasa ɲu-ɲu d̪ɔ ba͡i̯ bɘgi-akad-a.
santali_glossed_1.eaf,a29,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a26,,,ɲɛlɛɾasa ɲu-ɲu-t̪ɛ uni d̪ɔ ɲɛlɛɾasa t̪ala-ɾɛ-i̯ bɔlɔ-i̯-na aɾ a-aʔ ɟaŋga d̪ɔ ɲɛlɛɾasa-ɾɛ t̪ʰɘli-en-t̪a-a.
santali_glossed_1.eaf,a34,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a31,,,baɲcaʔ lɘgit̪ʔ a-aʔ kaʈa t̪inɘʔ-e ɔcɔʔ-ɛʔ-t̪a-a unɘʔ-gi bʰit̪ɾi-sɛc̚ʔ-e bɔlɔ calaʔ-en-a.
santali_glossed_1.eaf,a39,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a36,,,sahɛ̃t̪ʔ bɔnd̪ɔ-en-t̪a-i̯-t̪ɛ uni muc̚ʔ d̪ɔ mit̪ʔ-gʰɘɽi t̪a͡i̯nɔm-e gɔc̚ʔ-en-a.
santali_glossed_1.eaf,a44,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a41,,,a-aʔ lalɔc̚ʔ i̯-ɘt̪ɛ uni muc̚ʔ d̪ɔ-i̯ gɔc̚ʔ-en-a.
santali_glossed_1.eaf,a49,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a46,,,mit̪ʔ-ʈɛn t̪ɘɾup̚ʔ aɾ mit̪ʔ-ʈɛn suk̚ɾi mit̪ʔ-ʈɛn kuɲ-ɾɛ d̪aʔ ɲu-kin calaʔ-lɛn-a.
santali_glossed_1.eaf,a54,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a51,,,mɛnkʰan ɔkɔ-i̯ laha-ɾɛ d̪aʔ-e ɲu-a no̯͡a ni̯͡ɘ-t̪ɛ ɘkin-t̪ala-ɾɛ kɘpɘɾiɘ͡o̯ laga͡ɔ̯-en-a.
santali_glossed_1.eaf,a59,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a56,,,t̪ɘɾup̚ʔ ɔka-lɛka-t̪ɛ-hɔ̃ suk̚ɾi laha-ɾɛ d̪aʔ ɲu ucu ba͡i̯ kʰɔɟ-lɛn-a.
santali_glossed_1.eaf,a64,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a61,,,suk̚ɾi hɔ̃ t̪ɘɾup̚ʔ laha-ɾɛ d̪aʔ ɲu ucu d̪ɔ ba͡i̯ ɾɛbɛn-lɛn-a.
santali_glossed_1.eaf,a69,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a66,,,d̪aɾe-ɾɛ d̪uɽup-kat̪ɛ mit̪ʔ ɟʰãk gid̪i d̪ɔ ɘkin-aʔ no̯͡a gʰɔʈɔna-ko ɲɛl-et̪ʔ-kan-t̪ãhɛ-n-a.
santali_glossed_1.eaf,a74,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a71,,,t̪ɘɾup̚ʔ aɾ suk̚ɾi-kin gɔc̚ʔ-lɛn-kʰan gid̪i-ko d̪ɔ uŋkin-aʔ ɟil jɔm-ko hud̪is-ɔʔ-kan t̪ahɛ-n-a.
santali_glossed_1.eaf,a79,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a76,,,mit̪ʔ ɔk̚t̪ɛ t̪ɘɾup̚ʔ no̯͡a-i̯ buɟʰhɘ͡o̯-ked-a aɾ suk̚ɾi-e mɛt̪-ad-e-a.
santali_glossed_1.eaf,a84,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a81,,,no̯͡a t̪a.jɔm un-kin kɘpʰɘɾiɘ͡o̯ t̪ʰiɾ-kat̪ɛ bana-hɔɽ-ge d̪aʔ-kin ɲu-ked-a aɾ t̪ɛt̪aŋ-kin maɾa͡o̯-ked-a.
santali_glossed_1.eaf,a89,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a86,,,mobaĭl-t̪ɛ sɘŋgiɲ-ɾɛn hɔɽ sã͡ɔ̯t̪ɛ-hɔ̃ kat̪ʰa-m ɾɔɽ d̪aɽe-aʔ-a.
santali_glossed_1.eaf,a94,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a91,,,mobaĭl-t̪ɛ pɛɽa-ko-aʔ boge ɟud̪ɘ-hɔm baɖa͡i̯ d̪aɽe-aʔ-a.
santali_glossed_1.eaf,a99,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a96,,,"mobaĭl-t̪ɛ seɾeɲ aɲɟɔm-ɔʔ-a, pʰɔʈɔ ɾakab-ɔʔ-a, senema aɾ naʈɔk̚ ɲɛl-ɔ-a."
santali_glossed_1.eaf,a104,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a101,,,mobaĭl-t̪ɛ-m hisɘb d̪aɽe-o̯͡aʔ-a aɾ ɔk̚t̪ɛ-hɔm baɖa͡i̯ d̪aɽe-aʔ-a.
santali_glossed_1.eaf,a109,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a106,,,"pɘhil pɘhil d̪ɔ mobaĭl-ɾe-aʔ d̪am ɘɖi ɟɘst̪i t̪ahɛ̃-kan-a, ɔna i͡ɘt̪ɛ hɔɽ d̪ɔ mobaĭl ba-ku kiɾiɲ d̪aɽe-aʔ-kan-t̪ahɛ̃-n-a."
santali_glossed_1.eaf,a114,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a111,,,un-ɾɛ d̪ɔkan-ɾɛ calaʔ-o-kat̪ɛ ʈaka-t̪ɛ kat̪ʰa ɾɔɽ ho.j-ɔʔ-kan t̪ahɛ̃-n-a.
santali_glossed_1.eaf,a119,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a116,,,mɛnkʰan nit̪ʔ d̪ɔ ɖʰeɾ hɔɽ ʈʰɛn-ge mobaĭl mena-a.
santali_glossed_1.eaf,a124,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a121,,,moba͡i̯l-te-ge nit̪ʔ d̪ɔ ʈaka kolo-a aɾ ʈaka ɲam-ɔ-a.
santali_glossed_1.eaf,a129,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a126,,,mobaĭl-ɾɛ inʈaɾneʈ̚-hɔ̃-ku bɛbɔhaɾ-a.
santali_glossed_1.eaf,a134,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a131,,,inʈaɾneʈ̚-t̪ɛ-m ɔlɔʔ paɽha͡o̯ d̪aɽe-aʔ-a.
santali_glossed_1.eaf,a139,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a136,,,mit̪ʔ-d̪in mit̪ʔ-ʈɛn kɘhũ ɘɖi ãːʈ t̪et̪aŋ-ked-e-a.
santali_glossed_1.eaf,a144,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a141,,,hant̪ɛ-nat̪ɛ kɔ.j-ɔʔ-baɽa-kat̪ɛ uni d̪ɔ ɾaca-ɾɛ mit̪ʔ-ʈɛn hasa-ɾe-aʔ kanɖa-i̯ ɲɛl-ɲam-ked-a.
santali_glossed_1.eaf,a149,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a146,,,mɛnkʰan d̪aʔ d̪ɔ t̪ahɛ-kan-a kanɖa-ɾe-aʔ ɛkal-t̪ɛ lat̪aɾ ɟalat̪ʔ-ɾɛ.
santali_glossed_1.eaf,a154,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a151,,,ɔna kakʰan-t̪ɛ kɘhũ d̪ɔ ɔna d̪aʔ ba͡i̯ ɲu d̪aɽɛ-ad-a.
santali_glossed_1.eaf,a159,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a156,,,un-ɾɛ kɘhũ d̪ɔ mit̪ʔ-ʈɛn upɘ.j-e uɖuŋ-ked-a.
santali_glossed_1.eaf,a164,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a161,,,uni d̪ɔ ɔna kanɖa bʰit̪ɾi-ɾɛ d̪ʰiɾi-ɾe-aʔ kuʈ̚ɾɘ giɖi-i̯ laga͡o̯-en-a.
santali_glossed_1.eaf,a169,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a166,,,d̪ʰiɾi kuʈ̚ɾɘ ɟɔma͡o̯ ɟɔma͡o̯-t̪ɛ d̪aʔ d̪ɔ kanɖa-ɾe-aʔ mɔca-ʈʰɛn hɛc̚ʔ-en-a.
santali_glossed_1.eaf,a174,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a171,,,kɘhũ d̪ɔ un-ɾɛ ɔna d̪aʔ-e ɲu-ked-a.
santali_glossed_1.eaf,a179,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a176,,,baŋlad̪es a͡i̯ma pɘɾsi aɾ a͡i̯ma ɟɘt̪i ɾe-aʔ mit̪ʔ-ʈɛn d̪isɘm.
santali_glossed_1.eaf,a184,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a181,,,no̯͡a d̪isɘm-ɾɛ baŋgali bɛgɔɾ-hɔ̃ noŋka mɔ̃ɽɛ-gɛl-gɔʈɛn ɟɘt̪i-ɾɛn hɔɽ-ko giɾɘ-bɘsi-ɔʔ-kan-a.
santali_glossed_1.eaf,a189,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a186,,,baŋgali-ko leka-ge oŋko-aʔ-hɔ̃ ɟud̪ɘ pɘɾsi aɾ ni.jɘm ɘɾi mena-a.
santali_glossed_1.eaf,a194,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a191,,,bɛ͡o̯haɾ t̪ʰoɽa ho.j-ɔʔ-kan kakʰan-t̪ɛ a͡i̯ma pɘɾsi-ko ad̪-ɔʔ-kan-a.
santali_glossed_1.eaf,a199,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a196,,,gid̪ɾɛ-ko lɘgit̪ʔ apnaɾ pɘɾsi-t̪ɛ ɔlɔʔ paɽha͡o̯ ɟɘɾuɽ-a.
santali_glossed_1.eaf,a204,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a201,,,gid̪ɾɘ bid̪ɘl-ɾɛ gɔgɔ pɘɾsi-t̪ɛ ɔlɔʔ paɽha͡o̯ baŋ ho͡i̯-lɛn-kʰan t̪a.jɔm-t̪ɛ apnaɾ pɘɾsi aɾ cet̪ʔ baŋ ho.j-ɔʔ-kan-a.
santali_glossed_1.eaf,a209,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a206,,,iɲ d̪ɔ iɲ-aʔ pɘɾsi-ɲ d̪ulɘɽ-aʔ-a.
santali_glossed_1.eaf,a214,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a211,,,iɲ d̪ɔ iɲ-aʔ d̪isɘm-iɲ d̪ulɘɽ-ed-a.
santali_glossed_1.eaf,a219,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a216,,,iɲ-aʔ sɔneɾ baŋla iɲ d̪ɔ am-iɲ d̪ulɘɽ-et̪ʔ-me-a.
santali_glossed_1.eaf,a224,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a221,,,"ad̪ɔm pɘɾsi baŋla akʰɔɾ-ko bɛ͡o̯haɾ-a, ad̪ɔm pɘɾsi iŋɾeɟi sɛ ɾoman akʰɔɾ-ko bɛ͡o̯haɾ-a, aɾ ad̪ɔm pɘɾsi-aʔ d̪ɔ apnaɾ-aʔ akʰɔɾ mena-a."
santali_glossed_1.eaf,a229,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a226,,,baba d̪ɔ mit̪ʔ-ʈɛn gʰaɾɔ̃ɟ-ɾɛn mukʰi̯͡ɘ hɔɽ.
santali_glossed_1.eaf,a234,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a231,,,uni d̪ɔ gʰaɾɔɟ-ɾe-aʔ-e ɲɛl-baɽa-a.
santali_glossed_1.eaf,a239,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a236,,,iɲ-baba d̪ɔ kʰɛt̪-ɾɛ kɘmi-kat̪ɛ-e kɘmhɘ.j-et̪ʔ-kan-t̪ahɛ̃-n-a.
santali_glossed_1.eaf,a244,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a241,,,baba-ʈʰɛn-kʰɔn iɲ d̪ɔ ɔlɔʔ aɾ paɽha͡ɔ̯-iɲ cit̪ʔ-akad-a.
santali_glossed_1.eaf,a249,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a246,,,ɔk̚t̪ɛ ɔk̚t̪ɛ iskul cʰuʈi-lɛn-kʰan ɲɛl-ɘ-ɲ baba d̪ɔ iɲ-lɘgit̪ʔ iskul baɾhɛ-ɾɛ-i̯ t̪eŋgo-akan-a.
santali_glossed_1.eaf,a254,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a251,,,biɖɘ͡o̯-ɾɛ bʰage ɾeɟal t̪a.jɔm baba-aʔ mɛt̪ʔ-d̪aʔ-iɲ ɲɛl-lɛd-a.
santali_glossed_1.eaf,a259,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a256,,,un-ɾɛ bɘɲ-baɖa͡i̯-kan-t̪ahɛ̃-n-a a͡i̯ma hɔɽ ɾɘskɘ-lɛn-kʰan-hɔ̃ ku-ɾaː-g-a.
santali_glossed_1.eaf,a264,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a261,,,baba aʲc̚ʔ-t̪ɛ-t̪ʔ-hɔ̃ ɟɘst̪i ba͡i̯ ɔlɔʔ paɽha͡o̯ d̪aɽe-akad-a.
santali_glossed_1.eaf,a269,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a266,,,mɛnkʰan uni-i̯ kʰɔɟ-lɛn-a iɲ e.me-ɲ pas-m-a.
santali_glossed_1.eaf,a274,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a271,,,uni ɔk̚t̪ɛ ɔk̚t̪ɛ d̪aka-ut̪u kɘmi-ɾɛ gɔgɔ-hɔ̃-e gɔɽɔ-a͡i̯-kan t̪ahɛ̃-n-a.
santali_glossed_1.eaf,a279,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a276,,,baba t̪in-ɾɛ-i̯ haɽam-len-a un-ɾɛ iɲ uni-ɲ ɟɔt̪ɔn-akad-i-a.
santali_glossed_1.eaf,a284,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a281,,,kɘʈiʲc̚ʔ-kʰɔn-ge baba d̪ɔ iɲ-ɾɛn paɲɟa-lek hɔɽ kan-a-i̯.
santali_glossed_1.eaf,a289,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a286,,,baba-iɲ d̪isɘ-lek-han nit̪ʔ-hɔ̃ iɲ ɾaʔ-ɾaʔ-iɲ ɘ͡i̯kɘ-o̯a.
santali_glossed_1.eaf,a294,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a291,,,iɲ d̪ɔ iɲ baba ni̯͡ɘ-t̪ɛ-ɲ gɔɾɔb-ɔʔ-kan-a.
santali_glossed_1.eaf,a299,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a296,,,iɲ-iɲ kʰɔɟ-ɔʔ-kan-a iɲ-ɾɛn gid̪ɾɘ-hɔ̃ iɲ ni̯͡ɘ-t̪ɛ gɔɾɔb oco-a.
santali_glossed_1.eaf,a304,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a301,,,"ɟohaɾ hɔpɔn-ba, cɛt̪ʔ-lɛka mena-m-a?"
santali_glossed_1.eaf,a309,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a306,,,mɔɟ-ge mena-iɲ-a bɘbu.
santali_glossed_1.eaf,a314,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a311,,,am cɛt̪ʔ-lɛka mena-m-a?
santali_glossed_1.eaf,a319,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a316,,,am-ɾɛn gɔgɔ-baba cɛt̪ʔ-lɛka mena-kin-a?
santali_glossed_1.eaf,a324,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a321,,,alɛ ɟɔt̪ɔ-hɔɽ mɔ̃ɟ-ge mena-le-a.
santali_glossed_1.eaf,a329,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a326,,,buɖi-gɔ cɛt̪ʔ-lɛka mena-a hɔpɔn-ba?
santali_glossed_1.eaf,a334,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a331,,,hɔla-kʰɔn uni-i̯ ɾu̯͡ɘ-ɔʔ-kan-a.
santali_glossed_1.eaf,a339,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a336,,,gunɘn-ɔʔ-kan-a-iɲ t̪eheɲ uni ɖakt̪aɾ-ʈʰɛn-iɲ idi-i̯-a.
santali_glossed_1.eaf,a344,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a341,,,ɔna-ge bʰage ho.j-o-a.
santali_glossed_1.eaf,a349,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a346,,,ɟahanaʔ ɟɘɾuɽ-ɔʔ-kʰan alɛ-m baɖa͡i̯-oco-le-a.
santali_glossed_1.eaf,a354,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a351,,,ac.cʰa-ɲ baɖa͡i̯-oco-pe-a.
santali_glossed_1.eaf,a359,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a356,,,am-ɾɛn gɔgɔ-baba lɘ.j-akin-me am-buɖi-gɔ-i̯ ɾu̯͡ɘ-ɔʔ-kan-a.
santali_glossed_1.eaf,a364,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a361,,,uŋkin-hɔ̃ hiɟuʔ-mɛt̪a͡o̯-akin-me.
santali_glossed_1.eaf,a369,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a366,,,ɟɘɾuɽ-ge-ɲ lɘ.j-akin-a.
santali_glossed_1.eaf,a374,REF_ANNOTATION,IPA-Normalized,ipa_normalized,Bangla,Symbolic_Association,a371,,,t̪ʰɔɽa-d̪in bʰit̪ɾi-ɾi-gi iɲ-aʔ biɖɘ͡o̯ ɛhɔb-ɔʔ-a.
