sentence_id,santali_sentence,english_gloss,bangla_gloss,template_id,sentence_type,source_pattern,subject_slot,noun_slot,verb_slot,adjective_slot,adverb_slot,place_slot,number_slot,synthetic,quality_note,source_files
SYN-03349,buyut̕ me̱nte me,Please divulge a secret.,গোপন কথা ফাঁস করা।,IMPERATIVE,imperative,Report 5.1.8 imperative,,,buyut̕ me̱nte [v.; Speech; Divulge a secret; গোপন কথা ফাঁস করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03350,nɔa dɔ nạṭkhạṭ kan-a,This is artful.,এটা চতুর।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,nạṭkhạṭ [adj.; Quality; artful; চতুর],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03351,oḍok me,Please to extract.,বের করা।,IMPERATIVE,imperative,Report 5.1.8 imperative,,,oḍok [v.; Action; to extract; বের করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03352,am dɔ dae-i cuihor-a,you do sharpen with cause.,তুমি কারণ ধার দেওয়া।,OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,am,dae [n.; Relation; Cause; কারণ],cuihor [v.; Action; Sharpen; ধার দেওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03353,chõ̠c me,Please smear.,মাখানো।,IMPERATIVE,imperative,Report 5.1.8 imperative,,,chõ̠c [v.; Action; Smear; মাখানো],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03354,am dɔ iric̕ cikic̕ kan-a-m,you are fond of junketing / revelry.,তুমি ভোজপ্রিয় / উৎসবপ্রিয়।,SUBJ_ADJ,subject adjectival predicate,Report 5.1.14 subject adjectival predicate,am,,,iric̕ cikic̕ [adj.; Quality; fond of junketing / revelry; ভোজপ্রিয় / উৎসবপ্রিয়],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03355,am dɔ daṛe kan-a-m,you do vanquish.,তুমি জয় করা।,SUBJ_VERB_PRESENT,present verbal predicate,Report 5.1.11 present verbal predicate,am,,daṛe [v.; Action; Vanquish; জয় করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03356,ona dɔ uni-aʔ hạ̃s kan-a,That is he/she's delight.,ওটা সে-এর আনন্দ।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,uni,hạ̃s [n.; Emotion; delight; আনন্দ],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03357,nɔa dɔ doloe kusṭạ kan-a,This is a dangling refuse of leguminous crops.,এটা ঝুলন্ত ডালজাতীয় শস্যের আবর্জনা।,ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,kusṭạ [n.; Agriculture; refuse of leguminous crops; ডালজাতীয় শস্যের আবর্জনা],,doloe [adj.; State; Dangling; ঝুলন্ত],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03358,uni dɔ bhosa-a,he/she will pierce.,সে বিদ্ধ করা করবে।,SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,uni,,bhosa [v.; Action; Pierce; বিদ্ধ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03359,garo nal minaʔ,There are/is eleven tube.,এগারো নল আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,nal [n.; Object; tube; নল],,,,,garo [num.; Number; eleven; এগারো],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03360,cạr dhekar minaʔ,There are/is four belch.,চার ঢেঁকুর তোলা আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,dhekar [v. / n.; Body; Belch; ঢেঁকুর তোলা],,,,,cạr [num.; Number; Four; চার],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03361,abo dɔ bakhara-to ba-bon bud hara-a,we do not be nonplussed with boasting.,"আমরা দম্ভ, বড়াই হতবুদ্ধি হওয়া না।",OBJECT_VERB_NEG,negative object verbal predicate,Report 5.1.11 negated object plus verb predicate,abo,"bakhara [n.; Speech / Behavior; Boasting; দম্ভ, বড়াই]",bud hara [v.; State; Be nonplussed; হতবুদ্ধি হওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03362,am-aʔ mit't'e dạkhin minaʔ,you have one south.,তুমি একটি দক্ষিণ আছে।,POSS_EXIST,possessive/existential,Report 5.1.17 possessive existential,am,dạkhin [n.; Direction; South; দক্ষিণ],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03363,ona dɔ je̱mṭhe̱ kan-a,That is joined together.,ওটা জোড়া লাগানো।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,je̱mṭhe̱ [adj.; State; joined together; জোড়া লাগানো],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03364,ona dɔ am-aʔ bạd kan-a,"That is you's flood, a.",ওটা তুমি-এর বন্যা।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,am,"bạd [n.; Nature; Flood, a; বন্যা]",,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03365,am dɔ ẽṛga kan-a-m,you are counter.,তুমি বিপরীত।,SUBJ_ADJ,subject adjectival predicate,Report 5.1.14 subject adjectival predicate,am,,,ẽṛga [adj.; Relation; Counter; বিপরীত],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03366,iɲ dɔ eka ne̱l kan-a,I do to seem alone.,আমি একা মনে হওয়া।,ADV_VERB,adverbial verbal predicate,Report 5.1.13 adverbial verbal predicate,iɲ,,ne̱l [v.; State; to seem; মনে হওয়া],,eka [adv. / adj.; State; Alone; একা],,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03367,alɔ-m bhasan-a,Do not launch.,জলে ভাসানো না।,PROHIBITIVE,negative imperative/prohibitive,Report 5.1.8 prohibitive,,,bhasan [v.; Action; Launch; জলে ভাসানো],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03368,nɔa dɔ ba-ŋ cuicui kan-a,This is not tapering to a point.,এটা সরু হয়ে যাওয়া নয়।,DEMO_NEG_ADJ,negative adjectival predicate,Report 5.1.14 adjectival negation,,,,cuicui [adj.; Shape; Tapering to a point; সরু হয়ে যাওয়া],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03369,am dɔ samṭao kan-a-m,you do to garner.,তুমি সঞ্চয় করা।,SUBJ_VERB_PRESENT,present verbal predicate,Report 5.1.11 present verbal predicate,am,,samṭao [v.; Action; to garner; সঞ্চয় করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03370,sajao me,Please to adorn.,সাজানো / শোভিত করা।,IMPERATIVE,imperative,Report 5.1.8 imperative,,,sajao [v.; Action; to adorn; সাজানো / শোভিত করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03371,uni dɔ dharna-i bistur-a,he/she does harm with extorting payment.,সে আদায়ের তাগাদা ক্ষতি করা।,OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,uni,dharna [n.; Finance; Extorting payment; আদায়ের তাগাদা],bistur [v.; Action; Harm; ক্ষতি করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03372,abo-aʔ mit't'e ḍuriạ minaʔ,we have one tassel.,আমরা একটি ঝালর আছে।,POSS_EXIST,possessive/existential,Report 5.1.17 possessive existential,abo,ḍuriạ [n.; Object; Tassel; ঝালর],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03373,am dɔ ba-m mahka mạhki kan-a,you are not fragrant.,তুমি সুগন্ধি নয়।,SUBJ_NEG_ADJ,subject negative adjectival predicate,Report 5.1.14 negative adjectival predicate,am,,,mahka mạhki [adj.; Sensation; fragrant; সুগন্ধি],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03374,uni dɔ ba-e bele kan-a,he/she does not mortify.,সে মরে যাওয়া (ক্ষত) না।,SUBJ_VERB_NEG_PRESENT,negative present verbal predicate,Report 5.1.11 present verbal negation,uni,,bele [v.; Health; Mortify; মরে যাওয়া (ক্ষত)],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03375,ona dɔ khudạli kan-a,That is spade.,ওটা বেলচা।,DEMO_NOM,nominal predicate,Report 5.1.1/5.1.17 demonstrative nominal predicate,,khudạli [n.; Tool; spade; বেলচা],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03376,ona dɔ blạn kan-a,That is productive.,ওটা উৎপাদনশীল।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,blạn [adj.; Quality; Productive; উৎপাদনশীল],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03377,alɔ-m humdhum-a,Do not to intimidate.,ভয় দেখানো না।,PROHIBITIVE,negative imperative/prohibitive,Report 5.1.8 prohibitive,,,humdhum [v.; Action; to intimidate; ভয় দেখানো],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03378,ona dɔ ạjạuṛi ṭikạ kan-a,That is a unemployed vaccination.,ওটা বেকার টিকা।,ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,ṭikạ [n.; Health; vaccination; টিকা],,ạjạuṛi [adj.; State; Unemployed; বেকার],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03379,iɲ dɔ ragae kan-a,I am gritty.,আমি দানাদার।,SUBJ_ADJ,subject adjectival predicate,Report 5.1.14 subject adjectival predicate,iɲ,,,ragae [adj.; Quality; gritty; দানাদার],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03380,am dɔ ba-m phẽkphãk-a,you will not to quibble.,তুমি তর্ক করা করবে না।,SUBJ_VERB_NEG_FUTURE,negative future verbal predicate,Report 5.1.6 future verbal negation,am,,phẽkphãk [v.; Action; to quibble; তর্ক করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03381,jholphol-re po̱yo̱ṛ minaʔ,There is continued progression in/at afterglow of sunset.,সূর্যাস্তের আভা-তে অব্যাহত অগ্রগতি আছে।,LOC_EXIST,locative existential,Report 5.1.10/5.1.13 locative existential,,po̱yo̱ṛ [n.; Abstract; continued progression; অব্যাহত অগ্রগতি],,,,jholphol [n.; Nature; afterglow of sunset; সূর্যাস্তের আভা],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03382,iɲ dɔ dak̕-a,I will tighten.,আমি আঁটো করা করবে।,SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,iɲ,,dak̕ [v.; Action; Tighten; আঁটো করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03383,uni dɔ ba-e be̱re̱l kan-a,he/she does not dwell.,সে বাস করা না।,SUBJ_VERB_NEG_PRESENT,negative present verbal predicate,Report 5.1.11 present verbal negation,uni,,be̱re̱l [v.; Action; Dwell; বাস করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03384,nɔa dɔ lamjak̕ kurtạ kan-a,This is a insipid jacket.,এটা স্বাদহীন জ্যাকেট।,ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,kurtạ [n.; Clothing; jacket; জ্যাকেট],,lamjak̕ [adj.; Taste; insipid; স্বাদহীন],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03385,uni dɔ ba-e haḍgẽ̱ṛa kan-a,he/she is not gaunt.,সে রোগা / কঙ্কালসার নয়।,SUBJ_NEG_ADJ,subject negative adjectival predicate,Report 5.1.14 negative adjectival predicate,uni,,,haḍgẽ̱ṛa [adj.; Quality; gaunt; রোগা / কঙ্কালসার],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03386,abo dɔ bilo̱m-len-a,we did tarry.,আমরা দেরি করা করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,abo,,bilo̱m [v.; Action; Tarry; দেরি করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03387,iɲ dɔ cagae kan-a,I am stentorian.,আমি উচ্চকণ্ঠ।,SUBJ_ADJ,subject adjectival predicate,Report 5.1.14 subject adjectival predicate,iɲ,,,cagae [adj.; Sound; Stentorian; উচ্চকণ্ঠ],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03388,nɔa dɔ chạilạk̕ dɔ ba-ŋ kan-a,This is not chip of wood.,এটা কাঠের টুকরো নয়।,DEMO_NEG_NOM,negative nominal predicate,Report 5.1.15 nominal predicate negation,,chạilạk̕ [n.; Material; Chip of wood; কাঠের টুকরো],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03389,turui laṭha minaʔ,There are/is six birdlime.,ছয় পাখি ধরার আঠা আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,laṭha [n.; Material; birdlime; পাখি ধরার আঠা],,,,,turui [num.; Number; six; ছয়],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03390,uni dɔ hirlạ kan-a?,Does he/she to confide in?,সে কি বিশ্বাস করে বলা / আস্থা রাখা?,YESNO_VERB,interrogative verbal predicate,Report 5.1.7 interrogative verbal predicate,uni,,hirlạ [v.; Action; to confide in; বিশ্বাস করে বলা / আস্থা রাখা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03391,iɲ dɔ baro̱ bakhan-len-a,"I did nag, pester.",আমি খোঁটা দেওয়া করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,iɲ,,"baro̱ bakhan [v.; Action; Nag, pester; খোঁটা দেওয়া]",,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03392,iɲ dɔ ḍobhak̕-re lawer kan-a,I do to incline in/at puddle.,আমি কাদার গর্ত-তে ঝুঁকে পড়া।,PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,iɲ,,lawer [v.; Action; to incline; ঝুঁকে পড়া],,,ḍobhak̕ [n.; Nature; Puddle; কাদার গর্ত],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03393,mõ̠ṛẽ̱ ge̱l canda minaʔ,There are/is fifty subscription.,পঞ্চাশ চাঁদা আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,canda [n.; Social; Subscription; চাঁদা],,,,,mõ̠ṛẽ̱ ge̱l [num.; Number; fifty; পঞ্চাশ],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03394,uni dɔ dae-i hubạg-a,he/she does to slash with cause.,সে কারণ কোপানো।,OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,uni,dae [n.; Relation; Cause; কারণ],hubạg [v.; Action; to slash; কোপানো],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03395,abo dɔ jiwer jewer kan-a-bon,we are mucilaginous.,আমরা আঠালো / শ্লেষ্মাময়।,SUBJ_ADJ,subject adjectival predicate,Report 5.1.14 subject adjectival predicate,abo,,,jiwer jewer [adj.; Quality; mucilaginous; আঠালো / শ্লেষ্মাময়],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03396,nɔa dɔ marsal so̱taso̱ṅ kan-a,This is a light chum.,এটা হালকা ঘনিষ্ঠ বন্ধু।,ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,so̱taso̱ṅ [n.; Person; chum; ঘনিষ্ঠ বন্ধু],,marsal [n./adj.; Quality; light; হালকা],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03397,dạhin me,Please help.,সাহায্য করা।,IMPERATIVE,imperative,Report 5.1.8 imperative,,,dạhin [v.; Action; Help; সাহায্য করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03398,abo dɔ choṭak-i ạpuc-a,"we do disesteem, to with chittak (weight).","আমরা ছটাক তুচ্ছজ্ঞান করা, অবজ্ঞা করা।",OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,abo,choṭak [n.; Measurement; Chittak (weight); ছটাক],"ạpuc [v.; Emotion; Disesteem, to; তুচ্ছজ্ঞান করা, অবজ্ঞা করা]",,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03399,uni dɔ bhak kan-a?,Does he/she issue forth?,সে কি বেরিয়ে আসা?,YESNO_VERB,interrogative verbal predicate,Report 5.1.7 interrogative verbal predicate,uni,,bhak [v.; Action; Issue forth; বেরিয়ে আসা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03400,ona dɔ ba-ŋ adha kan-a,That is not half.,ওটা অর্ধেক নয়।,DEMO_NEG_ADJ,negative adjectival predicate,Report 5.1.14 adjectival negation,,,,adha [adj./n.; Quantity; Half; অর্ধেক],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03401,iɲ dɔ bɔ-iɲ arpa kan-a,I do not perquisites collect.,আমি পারিশ্রমিক/অতিরিক্ত লাভ নেওয়া না।,SUBJ_VERB_NEG_PRESENT,negative present verbal predicate,Report 5.1.11 present verbal negation,iɲ,,arpa [v.; Economy / Work; Perquisites collect; পারিশ্রমিক/অতিরিক্ত লাভ নেওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03402,ona dɔ jo̱jo̱ siạṛa kan-a,That is a acid grating.,ওটা টক জাফরি।,ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,siạṛa [n.; Object; grating; জাফরি],,jo̱jo̱ [adj./n.; Taste; acid; টক],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03403,abo dɔ ba-bon bandra kan-a,we are not notched.,আমরা খাঁজকাটা নয়।,SUBJ_NEG_ADJ,subject negative adjectival predicate,Report 5.1.14 negative adjectival predicate,abo,,,bandra [adj.; Shape; Notched; খাঁজকাটা],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03404,alɔ-m dal-a,Do not strike.,আঘাত করা না।,PROHIBITIVE,negative imperative/prohibitive,Report 5.1.8 prohibitive,,,dal [v.; Action; Strike; আঘাত করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03405,iɲ dɔ bɔ-iɲ taṛao kan-a,I do not to tear up by roots.,আমি উপড়ে ফেলা না।,SUBJ_VERB_NEG_PRESENT,negative present verbal predicate,Report 5.1.11 present verbal negation,iɲ,,taṛao [v.; Action; to tear up by roots; উপড়ে ফেলা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03406,ona dɔ jaega kan-a,That is place.,ওটা জায়গা।,DEMO_NOM,nominal predicate,Report 5.1.1/5.1.17 demonstrative nominal predicate,,jaega [n.; Place; place; জায়গা],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03407,iɲ dɔ chatna-re ikạ kan-a,I do to pardon in/at pinnacle.,আমি চূড়া-তে ক্ষমা করা।,PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,iɲ,,ikạ [v.; Action; to pardon; ক্ষমা করা],,,chatna [n.; Place; Pinnacle; চূড়া],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03408,am dɔ ba-m ru kan-a,you do not to tap.,তুমি টোকা মারা না।,SUBJ_VERB_NEG_PRESENT,negative present verbal predicate,Report 5.1.11 present verbal negation,am,,ru [v.; Action; to tap; টোকা মারা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03409,nɔa dɔ distạ kan-a,This is quire of paper.,এটা কাগজের বান্ডিল।,DEMO_NOM,nominal predicate,Report 5.1.1/5.1.17 demonstrative nominal predicate,,distạ [n.; Object; Quire of paper; কাগজের বান্ডিল],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03410,am dɔ ba-m sarhao-a,you will not to acclaim.,তুমি প্রশংসা করা করবে না।,SUBJ_VERB_NEG_FUTURE,negative future verbal predicate,Report 5.1.6 future verbal negation,am,,sarhao [v.; Action; to acclaim; প্রশংসা করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03411,abo dɔ ḍhaṅ kan-a?,Do we be obstructed?,আমরা কি বাধাগ্রস্ত হওয়া?,YESNO_VERB,interrogative verbal predicate,Report 5.1.7 interrogative verbal predicate,abo,,ḍhaṅ [v.; State; Be obstructed; বাধাগ্রস্ত হওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03412,nɔa dɔ ḍhiso ḍhoro kan-a?,Is this unwashed?,এটা কি অধোয়া?,YESNO_ADJ,interrogative adjectival predicate,Report 5.1.7 adjectival yes/no question,,,,ḍhiso ḍhoro [adj.; State; Unwashed; অধোয়া],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03413,abo dɔ kạti-a,we will to screw.,আমরা পেঁচানো করবে।,SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,abo,,kạti [v.; Action; to screw; পেঁচানো],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03414,nɔa dɔ ba-ŋ asaṛ kan-a,This is not june–July season.,এটা আষাঢ় মাস নয়।,DEMO_NEG_ADJ,negative adjectival predicate,Report 5.1.14 adjectival negation,,,,asaṛ [adj.; Time; June–July season; আষাঢ় মাস],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-03415,uni dɔ go̱se̱c̕-len-a,he/she did to pick vermin (from head).,সে উকুন বাছা করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,uni,,go̱se̱c̕ [v.; Action; to pick vermin (from head); উকুন বাছা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
