sentence_id,santali_sentence,english_gloss,bangla_gloss,sentence_type,confidence,source_eaf_file,source_eaf_utterance_id,source_eaf_pattern,source_report_section,dictionary_slots_json,morphology_notes,rejection_risk,synthetic,needs_native_review
LLM-000796,tutu i,nan,,,medium,lexicon.eaf,118,akasi,,"[{""slot"": ""v."", ""headword"": ""tutu"", ""pos"": ""v."", ""english"": ""to toot on a horn"", ""bangla"": ""শিঙা বাজানো"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000797,bas,nan,,,medium,santali_new_glossed.eaf,70,bana-hɔɽ-ge-kin bud̪ ɘkila-na-ʔ-a,,"[{""slot"": ""n."", ""headword"": ""bas"", ""pos"": ""n."", ""english"": ""Dwelling place"", ""bangla"": ""বাসস্থান"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-000798,lutur,nan,,,medium,santali_dialogues_glossed.eaf,43,mɔ̃ɟ-t̪ɛ ɛʈ-aʔ-ko-aʔ kat̪ʰa-pɛ aɲɟɔm-a,,"[{""slot"": ""n."", ""headword"": ""lutur"", ""pos"": ""n."", ""english"": ""ear"", ""bangla"": ""কান"", ""semantic_domain"": ""Body Part""}]",,,True,True
LLM-000799,cahap̕,nan,,,medium,lexicon.eaf,55,la,,"[{""slot"": ""v."", ""headword"": ""cahap̕"", ""pos"": ""v."", ""english"": ""Gape"", ""bangla"": ""হাঁ করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000800,kombṛo,nan,,,medium,lexicon.eaf,219,gɔɽɔm-ba,,"[{""slot"": ""conj."", ""headword"": ""kombṛo"", ""pos"": ""conj."", ""english"": ""thief"", ""bangla"": ""চোর"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-000801,khaṭ kaḍe̱c̕,nan,,,high,santali_glossed_new_3(1).eaf,58,baba-i̯-ɲ d̪isɘl-e-kʰan nit̪-hɔ̃ iɲ ɾaʔ ɾaʔ-iɲ ɘi̯-kɘɔ̯-a,,"[{""slot"": ""n."", ""headword"": ""khaṭ"", ""pos"": ""n."", ""english"": ""blow (with one)"", ""bangla"": ""আঘাত"", ""semantic_domain"": ""Action""}, {""slot"": ""pron."", ""headword"": ""kaḍe̱c̕"", ""pos"": ""pron."", ""english"": ""twig"", ""bangla"": ""ছোট ডাল"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-000802,habṛao,nan,,,medium,santali_glossed_new_3(1).eaf,104,d̪ɛla kɘmi-bun ɛhɔp̚ʔ-kat̪ʔ-le-ge,,"[{""slot"": ""v."", ""headword"": ""habṛao"", ""pos"": ""v."", ""english"": ""to escort"", ""bangla"": ""এসকর্ট করা / সঙ্গে নিয়ে যাওয়া"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000803,aḍo,nan,,,medium,santali_glossed_new_3.eaf,104,d̪ɛla kɘmi-bun ɛhɔp̚ʔ-kat̪ʔ-le-ge,,"[{""slot"": ""v."", ""headword"": ""aḍo"", ""pos"": ""v."", ""english"": ""Urinate"", ""bangla"": ""প্রস্রাব করা"", ""semantic_domain"": ""Body function""}]",,,True,True
LLM-000804,bạiri,Money can now be paid and received through mobile.,,,medium,santali_glossed_1.eaf,25,moba͡i̯l-te-ge | nit̪ʔ | d̪ɔ | ʈaka | kolo-a | aɾ | ʈaka | ɲam-ɔ-a,,"[{""slot"": ""prep."", ""headword"": ""bạiri"", ""pos"": ""prep."", ""english"": ""Enemy, foe"", ""bangla"": ""শত্রু"", ""semantic_domain"": ""Social / Relation""}]",,,True,True
LLM-000805,Moke durup'-a-kan tahë-kan hor do Maran mar ḍaḍha,nan,,,medium,matthew_santali_glossed.eaf,5,Moke durup'-a-kan tahë-kan hor do Maran marsal-ko nëke-da,,"[{""slot"": ""n."", ""headword"": ""ḍaḍha"", ""pos"": ""n."", ""english"": ""Belongings"", ""bangla"": ""সম্পত্তি"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-000806,dạri,nan,,,medium,lexicon(1).eaf,224,hɔpɔn-ba,,"[{""slot"": ""conj."", ""headword"": ""dạri"", ""pos"": ""conj."", ""english"": ""Carpet"", ""bangla"": ""গালিচা"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-000807,manj ã͡ɔ̯-t̪ɛ a͡i̯ma-ko hɔpɔn-ɔʔ-a,nan,,,medium,santali_glossed_new.eaf,89,sim-kʰɔn mit̪̚ʔ-sã͡ɔ̯-t̪ɛ a͡i̯ma-ko hɔpɔn-ɔʔ-a,,"[{""slot"": ""n."", ""headword"": ""manj"", ""pos"": ""n."", ""english"": ""heart-wood"", ""bangla"": ""গাছের শাঁস"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-000808,do̱l,nan,,,medium,lexicon.eaf,231,kɘʈiʲc̚ʔ gid̪ɾɘ-ko,,"[{""slot"": ""n."", ""headword"": ""do̱l"", ""pos"": ""n."", ""english"": ""Company"", ""bangla"": ""দল"", ""semantic_domain"": ""Social""}]",,,True,True
LLM-000809,ṭạge̱n ɔkʔ-kɑn tɑhekɑnɑ,nan,,,medium,santali_mark1_glossed.eaf,8,ɑr ɑk-ɔɑkʔ kɑi ɑŋɔcʔ-kɑte uni tite ɟɔrdɑn ɡɑdɑ-re-kɔ bɑptisɔkʔ-kɑn tɑhekɑnɑ,,"[{""slot"": ""prep."", ""headword"": ""ṭạge̱n"", ""pos"": ""prep."", ""english"": ""catch (hook etc.)"", ""bangla"": ""আটকানো যন্ত্র"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-000810,Ape do dharti reak' mar baṛge,nan,,,medium,matthew_santali_glossed.eaf,18,Ape do dharti reak' marsal kan-ape,,"[{""slot"": ""pron."", ""headword"": ""baṛge"", ""pos"": ""pron."", ""english"": ""Rice field"", ""bangla"": ""ধানের খেত"", ""semantic_domain"": ""Agriculture""}]",,,True,True
LLM-000811,dag ɑp' orɑ-d̪eɑ,nan,,,medium,santali_matthew_glossed(1).eaf,6,d̪ut-ko hec'-kɑte-ko sɑp'sorɑ-d̪eɑ,,"[{""slot"": ""n."", ""headword"": ""dag"", ""pos"": ""n."", ""english"": ""Scar"", ""bangla"": ""ক্ষতচিহ্ন"", ""semantic_domain"": ""Body""}]",,,True,True
LLM-000812,rijhạn,nan,,,medium,matthew_santali_glossed.eaf,31,Ado buru khon-e ard-oye-n khan adi gadel hor-ko panja-ke-da,,"[{""slot"": ""v."", ""headword"": ""rijhạn"", ""pos"": ""v."", ""english"": ""to be delighted"", ""bangla"": ""আনন্দিত হওয়া"", ""semantic_domain"": ""Emotion""}]",,,True,True
LLM-000813,d̪inɘm-hilɘʔ  gadha,nan,,,medium,santali_glossed_new.eaf,31,d̪inɘm-hilɘʔ sɛt̪aʔ-ɾɛ cɛ̃ɽɛ̃-ko-ɔ̯͡aʔ cɛɾɔ-bɛɾɔ aɲɟɔm-t̪ɛ alɛ d̪ɔ-lɛ ɛbʰɛn-ɔʔ-a,,"[{""slot"": ""n."", ""headword"": ""gadha"", ""pos"": ""n."", ""english"": ""Ass"", ""bangla"": ""গাধা"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-000814,bhak̕ u d̪o Gɑlil kʰon Jord̪ɑn-te Johɑn tʰen-e hec'-enɑ,nan,,,medium,santali_matthew_glossed(1).eaf,7,Jisu d̪o Gɑlil kʰon Jord̪ɑn-te Johɑn tʰen-e hec'-enɑ,,"[{""slot"": ""v."", ""headword"": ""bhak̕"", ""pos"": ""v."", ""english"": ""Spurt"", ""bangla"": ""ছিটকে বের হওয়া"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000815,bachaṛa sado̱m,nan,,,medium,lexicon(1).eaf,222,baba,,"[{""slot"": ""n."", ""headword"": ""bachaṛa sado̱m"", ""pos"": ""n."", ""english"": ""Colt, a"", ""bangla"": ""বাচ্চা ঘোড়া"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-000816,ma . maha mạri,nan,,,medium,lexicon.eaf,109,ma.jam,,"[{""slot"": ""n."", ""headword"": ""maha mạri"", ""pos"": ""n."", ""english"": ""the plague"", ""bangla"": ""মহামারী"", ""semantic_domain"": ""Health""}]",,,True,True
LLM-000817,iɲ-d̪ɔː ɖaŋgɾa ɘ aro,nan,,,medium,santali_glossed_new.eaf,74,iɲ-d̪ɔː ɖaŋgɾa ɘsul-iɲ mɛn-d̪-a,,"[{""slot"": ""v."", ""headword"": ""aro"", ""pos"": ""v."", ""english"": ""Cook, to"", ""bangla"": ""রান্না করা"", ""semantic_domain"": ""Food preparation""}]",,,True,True
LLM-000818,Un khon Ji ridkhid,nan,,,medium,matthew_santali_glossed.eaf,6,Un khon Jisu do poporcar ar memene ehop'-ke-da,,"[{""slot"": ""v."", ""headword"": ""ridkhid"", ""pos"": ""v."", ""english"": ""to debate"", ""bangla"": ""বিতর্ক করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000819,phasad,nan,,,medium,santali_matthew_glossed.eaf,25,ɑpe-ren bɑiri-ko ɑud̪ɑr-ko-pe ente on-ko d̪o-ko tir pitok'-ɑ,,"[{""slot"": ""n."", ""headword"": ""phasad"", ""pos"": ""n."", ""english"": ""iniquity"", ""bangla"": ""অন্যায়"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-000820,Ado ac-ren gel bar cela-ko hoho  or-kate be nạbi,nan,,,medium,matthew_santali_glossed.eaf,36,Ado ac-ren gel bar cela-ko hoho sor-kate besapha jiu-k-o cetanre ektiari-ye emat'-ko-a,,"[{""slot"": ""n."", ""headword"": ""nạbi"", ""pos"": ""n."", ""english"": ""prophet"", ""bangla"": ""নবী"", ""semantic_domain"": ""Religion""}]",,,True,True
LLM-000821,chạbi,nan,,,medium,lexicon.eaf,222,baba,,"[{""slot"": ""n."", ""headword"": ""chạbi"", ""pos"": ""n."", ""english"": ""Picture"", ""bangla"": ""ছবি"", ""semantic_domain"": ""Art""}]",,,True,True
LLM-000822,atma ãɔ̯-t̪ɛ ni̯ɘ-t̪ɛ alɛ pɔɾɔb-le mɛn-oc-i̯-a,nan,,,medium,santali_glossed_new_3(1).eaf,97,sanam-ko sãɔ̯-t̪ɛ ni̯ɘ-t̪ɛ alɛ pɔɾɔb-le mɛn-oc-i̯-a,,"[{""slot"": ""n."", ""headword"": ""atma"", ""pos"": ""n."", ""english"": ""Soul"", ""bangla"": ""আত্মা"", ""semantic_domain"": ""Spiritual""}]",,,True,True
LLM-000823,cuṭki,nan,,,medium,lexicon(1).eaf,230,gid̪ɾɘ-ko,,"[{""slot"": ""n."", ""headword"": ""cuṭki"", ""pos"": ""n."", ""english"": ""Fraction"", ""bangla"": ""ভগ্নাংশ"", ""semantic_domain"": ""Quantity""}]",,,True,True
LLM-000824,ɲind̪ɘ baŋ ɟɘpit̪̚ʔ-kat̪ɛ-iɲ paɽhaʔ-t̪ɛ biɖɘ͡o̯-ɾɛ iɲ boge kuɽɘ͡ . o̱r,nan,,,medium,bangla_sentences_glossed.eaf,33,ɲind̪ɘ baŋ ɟɘpit̪̚ʔ-kat̪ɛ-iɲ paɽhaʔ-t̪ɛ biɖɘ͡o̯-ɾɛ iɲ boge kuɽɘ͡.ji-iɲ ɲam-ked̪a,,"[{""slot"": ""v."", ""headword"": ""o̱r"", ""pos"": ""v."", ""english"": ""to evaporate"", ""bangla"": ""বাষ্পীভূত হওয়া"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000825,i piṭhạ ã͡o̯ ɛnɛʲcʔ-iɲ calaʔ-kan t̪ahɛ̃-kan-a,nan,,,medium,santali_glossed_new_2.eaf,4,iskul-kʰɔn ɾuɽ-kat̪ɛ maɲɟan ɟɔm t̪ajɔm gat̪e-ko sã͡o̯ ɛnɛʲcʔ-iɲ calaʔ-kan t̪ahɛ̃-kan-a,,"[{""slot"": ""n."", ""headword"": ""piṭhạ"", ""pos"": ""n."", ""english"": ""bread"", ""bangla"": ""রুটি / পিঠা"", ""semantic_domain"": ""Food""}]",,,True,True
LLM-000826,cạtrạṛia,nan,,,medium,santali_glossed_new_3(1).eaf,28,mit̪ʔ-d̪in mit̪ʔ-ʈɛn kɘhũ ɘɖi ãʈ t̪et̪aŋ-ked-e-a,,"[{""slot"": ""pron."", ""headword"": ""cạtrạṛia"", ""pos"": ""pron."", ""english"": ""Churl"", ""bangla"": ""অভদ্র লোক"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-000827,lilạm,nan,,,medium,matthew_santali_glossed.eaf,28,Koe-re ado-e ema-pe-a ar nam bar-ae-pe ado-pe nata thop thob-pe ado jhic'-a-pe-a,,"[{""slot"": ""n."", ""headword"": ""lilạm"", ""pos"": ""n."", ""english"": ""auction"", ""bangla"": ""নিলাম"", ""semantic_domain"": ""Business""}]",,,True,True
LLM-000828,kutru,nan,,,medium,santali_matthew_glossed.eaf,20,mɑyɑk'-ko-d̪e-ko bʰɑɡɑ-nɑ ente on-ko d̪o-ko mɑyɑ ocok'-ɑ,,"[{""slot"": ""n."", ""headword"": ""kutru"", ""pos"": ""n."", ""english"": ""puppy"", ""bangla"": ""কুকুরের ছানা"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-000829,aɖɛ-pa e ɾejaʔ i do̱lbado̱l . j-oʔ-t̪a-bo-n-a,nan,,,medium,santali_glossed_new_3.eaf,99,aɖɛ-pase ɾejaʔ iskul-ko-ɾɛ abu calaʔ ho.j-oʔ-t̪a-bo-n-a,,"[{""slot"": ""n."", ""headword"": ""do̱lbado̱l"", ""pos"": ""n."", ""english"": ""Alteration"", ""bangla"": ""পরিবর্তন"", ""semantic_domain"": ""General""}]",,,True,True
LLM-000830,d̪ɛla abo mit̪ʔ-ʈɛn pɔɾɔb-bon  khĩs,nan,,,medium,santali_glossed_new_3(1).eaf,79,d̪ɛla abo mit̪ʔ-ʈɛn pɔɾɔb-bon sapɽaɔ̯-kat̪ʔ-le-ge,,"[{""slot"": ""v."", ""headword"": ""khĩs"", ""pos"": ""v."", ""english"": ""to be piqued"", ""bangla"": ""ক্ষুব্ধ হওয়া"", ""semantic_domain"": ""Emotion""}]",,,True,True
LLM-000831,uni d̪o  carõ̠ṭ,nan,,,medium,santali_matthew_glossed.eaf,2,uni d̪o sermɑ rɑj reɑk' kɑŋ-e-ɑ,,"[{""slot"": ""pron."", ""headword"": ""carõ̠ṭ"", ""pos"": ""pron."", ""english"": ""Pasture"", ""bangla"": ""চারণভূমি"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-000832,khạri,One day a crow got very thirsty for water.,,,medium,santali_glossed_1.eaf,28,mit̪ʔ-d̪in | mit̪ʔ-ʈɛn | kɘhũ | ɘɖi | ãːʈ | t̪et̪aŋ-ked-e-a,,"[{""slot"": ""pron."", ""headword"": ""khạri"", ""pos"": ""pron."", ""english"": ""aggregate number"", ""bangla"": ""সমষ্টি সংখ্যা"", ""semantic_domain"": ""Quantity""}]",,,True,True
LLM-000833,che̱o jorạo,nan,,,high,matthew_santali_glossed.eaf,30,Ado jhar jhar-e dak'-ke-da ar banbasi ard-oye-na ar-e hoe-ke-da ar ona orak'-te bajao-en-a menkhan ban rup'-len-a,,"[{""slot"": ""v."", ""headword"": ""che̱o"", ""pos"": ""v."", ""english"": ""Scotch"", ""bangla"": ""আঁচড় কাটা"", ""semantic_domain"": ""Action""}, {""slot"": ""v."", ""headword"": ""jorạo"", ""pos"": ""v."", ""english"": ""to cement"", ""bangla"": ""সিমেন্ট করা / জোড়া লাগানো"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000834,saphor,nan,,,medium,santali_glossed_new.eaf,17,gid̪ɾɘ-ɔ̯͡aʔ ni̯͡ɘ halɔt̪̚ʔ t̪inɘʔ-din-kʰɔn,,"[{""slot"": ""n."", ""headword"": ""saphor"", ""pos"": ""n."", ""english"": ""journey"", ""bangla"": ""যাত্রা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000835,kaṅbol,nan,,,medium,matthew_santali_glossed.eaf,9,Hirdauk-kan-ko-ge-ko bhagan-a ente onko-ak-t jiwi do rare-jok'-ta-ko-a,,"[{""slot"": ""n."", ""headword"": ""kaṅbol"", ""pos"": ""n."", ""english"": ""flight (as of locusts)"", ""bangla"": ""ঝাঁক (পঙ্গপালের)"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000836,carcar eɾeɲ-a,nan,,,medium,santali_glossed_new.eaf,41,nɔŋkan cɛ̃ɽɛ̃ ɘɖi mɔ̃ɟ cɛɾɔ-bɛɾɔ-ko seɾeɲ-a,,"[{""slot"": ""n."", ""headword"": ""carcar"", ""pos"": ""n."", ""english"": ""Scratching noise"", ""bangla"": ""আঁচড়ানোর শব্দ"", ""semantic_domain"": ""Sound""}]",,,True,True
LLM-000837,eɾma kʰon aɾan hɔj-ena am d̪o iɲ-ɾen d̪ulaɾia hopon kan-am aɾ-ɲ-ɾen ku lapak̕,nan,,,medium,santali_matthew27_mark1_glossed (1).eaf,25,seɾma kʰon aɾan hɔj-ena am d̪o iɲ-ɾen d̪ulaɾia hopon kan-am aɾ-ɲ-ɾen kusiak-ana,,"[{""slot"": ""n."", ""headword"": ""lapak̕"", ""pos"": ""n."", ""english"": ""flop"", ""bangla"": ""ধপ করে পড়া"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000838,durdosa ɔprɔt ɔcɔ-yen tɑyɔm ɟi kiddạ,nan,,,high,santali_mark1_glossed.eaf,22,ɑdɔ ɟɔhɑn-e sɔprɔt ɔcɔ-yen tɑyɔm ɟisu dɔ ɡɑlil-te-ye hecʔ-enɑ,,"[{""slot"": ""pron."", ""headword"": ""durdosa"", ""pos"": ""pron."", ""english"": ""Adversity"", ""bangla"": ""দুর্দশা"", ""semantic_domain"": ""State""}, {""slot"": ""prep."", ""headword"": ""kiddạ"", ""pos"": ""prep."", ""english"": ""cassia"", ""bangla"": ""ক্যাসিয়া গাছ"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-000839,jo̱lpan,nan,,,medium,santali_matthew_glossed(1).eaf,20,mɑyɑk'-ko-d̪e-ko bʰɑɡɑ-nɑ ente on-ko d̪o-ko mɑyɑ ocok'-ɑ,,"[{""slot"": ""n."", ""headword"": ""jo̱lpan"", ""pos"": ""n."", ""english"": ""slight repast"", ""bangla"": ""হালকা খাবার"", ""semantic_domain"": ""Food""}]",,,True,True
LLM-000840,surṛuc̕,nan,,,medium,santali_glossed_dialogues.eaf,66,kɘʈiʲcʔ-ko d̪ɔ lɘʈu-ko-ko manɔt̪-ɛʔ-ko t̪ahɛ̃-n-a aɾ lɘʈu-ko-d̪ɔ kɘʈiʲcʔ-ko-ko d̪ulɘɽ-ɛʔ-ko t̪ahɛ̃-n-a,,"[{""slot"": ""n."", ""headword"": ""surṛuc̕"", ""pos"": ""n."", ""english"": ""warble of finch-lark"", ""bangla"": ""পাখির কলকাকলি"", ""semantic_domain"": ""Sound""}]",,,True,True
LLM-000841,iɲ-aʔ mɔnɛ ho . rạṇḍi dukhi ãɔ̯-t̪ɛ galmaɾaɔ̯ ɟɘɾuɽ-a,nan,,,medium,santali_glossed_new_3(1).eaf,94,iɲ-aʔ mɔnɛ ho.j-oʔ-kan-a ɛt̪ɔhɔb-ʔ-ɾɛ gat̪e-ko sãɔ̯-t̪ɛ galmaɾaɔ̯ ɟɘɾuɽ-a,,"[{""slot"": ""n."", ""headword"": ""rạṇḍi dukhi"", ""pos"": ""n."", ""english"": ""widows & poor people"", ""bangla"": ""বিধবা ও দরিদ্র"", ""semantic_domain"": ""Society""}]",,,True,True
LLM-000842,bhoṇḍa,nan,,,medium,santali_glossed_new_3(1).eaf,72,am-ɾɛn gɔgɔ-baba lɘj-a-kin-mɛ am-buɖi-gɔ-i̯ ɾuɘ-ʔ-kan-a,,"[{""slot"": ""n."", ""headword"": ""bhoṇḍa"", ""pos"": ""n."", ""english"": ""Bengal babbler (bird)"", ""bangla"": ""সাতভাই পাখি"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-000843,cado̱r bador,nan,,,medium,lexicon(1).eaf,223,maɾaŋ-ba,,"[{""slot"": ""conj."", ""headword"": ""cado̱r bador"", ""pos"": ""conj."", ""english"": ""Puppet"", ""bangla"": ""পুতুল"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-000844,d̪inɘm-hilɘʔ  goha,nan,,,medium,santali_glossed_2.eaf,31,d̪inɘm-hilɘʔ set̪aʔ-ɾɛ cɛ̃ɽɛ̃-ko-aʔ cɛɾɔbɛɾɔ aɲɟɔm-t̪ɛ alɛ d̪ɔ-lɛ ɛbʰɛn-ɔʔ-a,,"[{""slot"": ""n."", ""headword"": ""goha"", ""pos"": ""n."", ""english"": ""witness"", ""bangla"": ""সাক্ষী"", ""semantic_domain"": ""Law""}]",,,True,True
LLM-000845,ḍhompo,nan,,,medium,santali_new_glossed.eaf,33,am-aʔ gʰaɾɔ̃ɟ-ɾɛ okɔ-i͡-ko mena-ʔ-ko-a,,"[{""slot"": ""n."", ""headword"": ""ḍhompo"", ""pos"": ""n."", ""english"": ""Knot"", ""bangla"": ""গিঁট"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-000846,ghại,nan,,,medium,santali_matthew_glossed(1).eaf,17,mɔn-re renɑ-d̪e-jɔk'-kɑn-ko-d̪e-ko bʰɑɡɑ-nɑ,,"[{""slot"": ""n."", ""headword"": ""ghại"", ""pos"": ""n."", ""english"": ""disadvantage"", ""bangla"": ""অসুবিধা / ক্ষতি"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-000847,chakmak eter-ɑenɑ,nan,,,medium,santali_mark1_glossed.eaf,32,ɑr kɑpʰɑrnɑhum-te-kɔ seter-ɑenɑ,,"[{""slot"": ""prep."", ""headword"": ""chakmak"", ""pos"": ""prep."", ""english"": ""Flint"", ""bangla"": ""চকমকি পাথর"", ""semantic_domain"": ""Material""}]",,,True,True
LLM-000848,nunu gidrạ ɑnɑ-kɑn-ɡe-ɑ mɑ  ɑpʰɑ-kɔkʔ-me,nan,,,medium,matthew_santali_glossed_ipa.eaf,33,ɑd̪ɔ t̪i t̪iɑrkɑt̪-e-ye d͡ʒɔt̪etʔ-ke-d̪e-ɑ ɑr-e met̪ɑ-d̪e-ɑ sɑnɑ-kɑn-ɡe-ɑ mɑ sɑpʰɑ-kɔkʔ-me,,"[{""slot"": ""pron."", ""headword"": ""nunu gidrạ"", ""pos"": ""pron."", ""english"": ""unweaned child"", ""bangla"": ""দুধের শিশু"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-000849,chaṛ,nan,,,medium,santali_glossed_2.eaf,44,cɛ̃ɽɛ̃-ko-aʔ bɘɽiʲc-ʔ hojoʔ nɔŋkan kɘmi kɘmi͡i̯ d̪ɔ baŋ leːka,,"[{""slot"": ""n."", ""headword"": ""chaṛ"", ""pos"": ""n."", ""english"": ""License"", ""bangla"": ""অনুমতি"", ""semantic_domain"": ""Social""}]",,,True,True
LLM-000850,Ado Johan Kaijor-a-ket-e Ma aḍe ṭola,nan,,,medium,matthew_santali_glossed.eaf,38,Ado Johan Kaijor-a-ket-e Masi-ak' kami-ko re-an anjom-ket khan ac-ren cela-ko kolket'-ko-te-ye kuli-ke-de-a,,"[{""slot"": ""n."", ""headword"": ""aḍe ṭola"", ""pos"": ""n."", ""english"": ""Vicinity"", ""bangla"": ""নিকটবর্তী এলাকা"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-000851,ada u d̪o d̪ok'-ic' Bɑbɑn-cɑo-ic' kɑnɑ-e,nan,,,medium,santali_matthew_glossed(1).eaf,1,Jisu d̪o d̪ok'-ic' Bɑbɑn-cɑo-ic' kɑnɑ-e,,"[{""slot"": ""v."", ""headword"": ""ada"", ""pos"": ""v."", ""english"": ""Diffuse"", ""bangla"": ""ছড়িয়ে পড়া"", ""semantic_domain"": ""Motion""}]",,,True,True
LLM-000852,dhat,nan,,,medium,santali_bangla_glossed.eaf,6,at̪o-ɾɛn gid̪ɾɘku-d̪ɔ d̪aʔ aɾɛc̚ʔ-kat̪ɛ haku-ku gɔc̚ʔ-ko-a,,"[{""slot"": ""n."", ""headword"": ""dhat"", ""pos"": ""n."", ""english"": ""Mineral"", ""bangla"": ""ধাতু"", ""semantic_domain"": ""Material""}]",,,True,True
LLM-000853,chapkao,nan,,,medium,matthew_santali_glossed_ipa.eaf,35,d̪elɑ pɑɲd͡ʒɑn-me kʰɑŋɡe beret̪-kɑt̪e-ye pɑɲd͡ʒɑ-ke-d̪ɑ,,"[{""slot"": ""v."", ""headword"": ""chapkao"", ""pos"": ""v."", ""english"": ""Crouch"", ""bangla"": ""গুটিয়ে বসা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000854,Ado turui din tay-om Ji u do Patra  ar Jakob ar uni-ren boeha Johan  onde tor-a-kate mitt-ec' u ul buru-te e o̱to̱r,nan,,,medium,matthew_santali_glossed.eaf,47,Ado turui din tay-om Jisu do Patras ar Jakob ar uni-ren boeha Johan sonde tor-a-kate mitt-ec' usul buru-te eskar-re-ye ayur raka-p'-ket'-ko-a,,"[{""slot"": ""n."", ""headword"": ""o̱to̱r"", ""pos"": ""n."", ""english"": ""warp of web"", ""bangla"": ""তাঁতের সুতা"", ""semantic_domain"": ""Material""}]",,,True,True
LLM-000855,no͡a  rạsun . ja-kana,nan,,,medium,santali_imperatives_glossed.eaf,32,no͡a sɔŋbat̪ʔ ɔko͡i-ko-ʈʰɛn baŋ kol ho.ja-kana,,"[{""slot"": ""n."", ""headword"": ""rạsun"", ""pos"": ""n."", ""english"": ""garlic"", ""bangla"": ""রসুন"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-000856,kabạliạ,nan,,,medium,santali_glossed_new.eaf,44,cɛ̃ɽɛ̃-ko-ɔ̯͡aʔ bɘɽiʲc̚ʔ hojoʔ noŋkan kɘmi kɘmi͡i̯ d̪ɔ baŋ leːka,,"[{""slot"": ""n."", ""headword"": ""kabạliạ"", ""pos"": ""n."", ""english"": ""Afghan"", ""bangla"": ""আফগান"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-000857,ana gona,nan,,,medium,santali_bangla_glossed.eaf,17,d̪ɘl ut̪u t̪ahɛ̃-kan-ge-ja mɛnkʰan caba-e-na,,"[{""slot"": ""pron."", ""headword"": ""ana gona"", ""pos"": ""pron."", ""english"": ""Coming & going"", ""bangla"": ""আসা-যাওয়া"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000858,bhãora,nan,,,medium,santali_glossed_new_3(1).eaf,19,mobaĭl-t̪ɛ pɛɽa-ko-aʔ boge ɟud̪ɘ-hɔ-m baɖai̯ d̪aɽe-jaʔ-a,,"[{""slot"": ""n."", ""headword"": ""bhãora"", ""pos"": ""n."", ""english"": ""Brace for boring"", ""bangla"": ""বেঁকানো যন্ত্র"", ""semantic_domain"": ""Tool""}]",,,True,True
LLM-000859,ado̱r,nan,,,medium,santali_glossed_dialogues.eaf,57,pɛɽa ɔɽaʔ-ko-ɾɛ-ɲ d̪aɽan-kan t̪ahɛ̃-n-a,,"[{""slot"": ""n."", ""headword"": ""ado̱r"", ""pos"": ""n."", ""english"": ""Pride"", ""bangla"": ""অহংকার"", ""semantic_domain"": ""Emotion""}]",,,True,True
LLM-000860,iɲ-aʔ mɔnɛ ho . bo̱s ãɔ̯-t̪ɛ galmaɾaɔ̯ ɟɘɾuɽ-a,nan,,,medium,santali_glossed_new_3.eaf,94,iɲ-aʔ mɔnɛ ho.j-oʔ-kan-a ɛt̪ɔhɔb-ʔ-ɾɛ gat̪e-ko sãɔ̯-t̪ɛ galmaɾaɔ̯ ɟɘɾuɽ-a,,"[{""slot"": ""n."", ""headword"": ""bo̱s"", ""pos"": ""n."", ""english"": ""Command, authority"", ""bangla"": ""আদেশ"", ""semantic_domain"": ""Social""}]",,,True,True
