sentence_id,santali_sentence,english_gloss,bangla_gloss,sentence_type,confidence,source_eaf_file,source_eaf_utterance_id,source_eaf_pattern,dictionary_slots_json,synthetic,needs_native_review
LLM-001517,"we do emulate ,  to in/at courtyard of hou baha mala .",,,,medium,generated_vs_eaf_semantic_matches.csv,,"we do emulate, to in/at courtyard of house.","[{""slot"": ""noun"", ""headword"": ""baha mala""}]",True,True
LLM-001518,"we do to u bạiri paringly unintentionally ,  by mi take .",,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,"we do to use sparingly unintentionally, by mistake.","[{""slot"": ""noun"", ""headword"": ""bạiri""}]",True,True
LLM-001519,tạsur dare,,,,medium,generated_santali_5k.csv,,chuchandạr,"[{""slot"": ""noun"", ""headword"": ""tạsur dare""}]",True,True
LLM-001520,"I do accu he̱re̱l jạt ,  to with  tain .",,,,medium,santali_synthetic_40k_sentences.csv,,"I do accuse, to with stain.","[{""slot"": ""noun"", ""headword"": ""he̱re̱l jạt""}]",True,True
LLM-001521,That i  I'  noi phoka .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,That is I's noise.,"[{""slot"": ""noun"", ""headword"": ""phoka""}]",True,True
LLM-001522,"I have one anna , exclm of .",,,,medium,generated_vs_eaf_semantic_matches.csv,,"I have one anna, an.","[{""slot"": ""noun"", ""headword"": ""exclm of""}]",True,True
LLM-001523,"I  thi khańca erved ,  taciturn ?",,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,"Is this reserved, taciturn?","[{""slot"": ""noun"", ""headword"": ""khańca""}]",True,True
LLM-001524,sambhe,,,,medium,generated_santali_5k.csv,,le̱me̱ń,"[{""slot"": ""noun"", ""headword"": ""sambhe""}]",True,True
LLM-001525,you do not ooze out with ton bạisạk .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,you do not ooze out with tonsils.,"[{""slot"": ""noun"", ""headword"": ""bạisạk""}]",True,True
LLM-001526,That i  I' misil emblance .,,,,medium,generated_vs_eaf_semantic_matches.csv,,That is I's resemblance.,"[{""slot"": ""noun"", ""headword"": ""misil""}]",True,True
LLM-001527,I  thi  tran ver kạcni ?,,,,medium,generated_vs_eaf_semantic_matches.csv,,Is this transverse?,"[{""slot"": ""noun"", ""headword"": ""kạcni""}]",True,True
LLM-001528,we do occupy two hou uṭi  in/at venu  (a  evening  tar) .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,we do occupy two houses in/at venus (as evening star).,"[{""slot"": ""noun"", ""headword"": ""uṭi""}]",True,True
LLM-001529,That i bo̱ko̱ table .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,That is constable.,"[{""slot"": ""noun"", ""headword"": ""bo̱ko̱""}]",True,True
LLM-001530,Thi  i  we' laphap timating roughly .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,This is we's estimating roughly.,"[{""slot"": ""noun"", ""headword"": ""laphap""}]",True,True
LLM-001531,I  thi   ṭoya dhaca ?,,,,medium,generated_vs_eaf_semantic_matches.csv,,Is this stale?,"[{""slot"": ""noun"", ""headword"": ""ṭoya dhaca""}]",True,True
LLM-001532,he/ he did ri peṇḍra mẽ̱t̕ .,,,,medium,generated_high_confidence_sentence_eaf.csv,,he/she did rise.,"[{""slot"": ""noun"", ""headword"": ""peṇḍra mẽ̱t̕""}]",True,True
LLM-001533,tur,,,,medium,generated_santali_5k.csv,,dondoṛcot̕,"[{""slot"": ""noun"", ""headword"": ""tur""}]",True,True
LLM-001534,ḍah,nan,,,medium,initial_data_eaf_utterances.csv,122,panahi,"[{""slot"": ""noun"", ""headword"": ""ḍah""}]",True,True
LLM-001535,Thi  i  we'  di gui ṭan .,,,,medium,generated_vs_eaf_semantic_matches.csv,,This is we's disguise.,"[{""slot"": ""noun"", ""headword"": ""ṭan""}]",True,True
LLM-001536,we will not to devi khaṇḍ .,,,,medium,generated_vs_eaf_semantic_matches.csv,,we will not to devise.,"[{""slot"": ""noun"", ""headword"": ""khaṇḍ""}]",True,True
LLM-001537,laṛaṅkar,,,,medium,generated_santali_5k.csv,,gangan,"[{""slot"": ""noun"", ""headword"": ""laṛaṅkar""}]",True,True
LLM-001538,Where i  your hu pao ?,,,,medium,generated_high_confidence_sentence_eaf.csv,,Where is your husband?,"[{""slot"": ""noun"", ""headword"": ""pao""}]",True,True
LLM-001539,you will di po goja .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,you will dispossess.,"[{""slot"": ""noun"", ""headword"": ""goja""}]",True,True
LLM-001540,There i tet̕ wer in/at climate .,,,,medium,generated_vs_eaf_semantic_matches.csv,,There is answer in/at climate.,"[{""slot"": ""noun"", ""headword"": ""tet̕""}]",True,True
LLM-001541,Plea mihũ tooping (under a load) .,,,,medium,generated_vs_eaf_semantic_matches.csv,,Please stooping (under a load).,"[{""slot"": ""noun"", ""headword"": ""mihũ""}]",True,True
LLM-001542,ma . gajaṛ,nan,,,medium,lexicon(1).eaf,109,ma.jam,"[{""slot"": ""n."", ""headword"": ""gajaṛ""}]",True,True
LLM-001543,we do to bewail with large cãecor .,,,,medium,santali_synthetic_40k_sentences.csv,,we do to bewail with largesse.,"[{""slot"": ""noun"", ""headword"": ""cãecor""}]",True,True
LLM-001544,you do to progno ticate by divination of cour gaṅga .,,,,medium,santali_synthetic_40k_sentences.csv,,you do to prognosticate by divination of course.,"[{""slot"": ""noun"", ""headword"": ""gaṅga""}]",True,True
LLM-001545,kukmu,,,,medium,generated_santali_5k.csv,,mel,"[{""slot"": ""noun"", ""headword"": ""kukmu""}]",True,True
LLM-001546,bhạcạ,,,,medium,generated_santali_5k.csv,,dạmul,"[{""slot"": ""noun"", ""headword"": ""bhạcạ""}]",True,True
LLM-001547,you do to render null & void with cur cuạ̃ .,,,,medium,generated_vs_eaf_semantic_matches.csv,,you do to render null & void with curse.,"[{""slot"": ""noun"", ""headword"": ""cuạ̃""}]",True,True
LLM-001548,you do brui ho̱e .,,,,medium,generated_vs_eaf_semantic_matches.csv,,you do bruise.,"[{""slot"": ""noun"", ""headword"": ""ho̱e""}]",True,True
LLM-001549,That i  not  likho̱n .,,,,medium,generated_high_confidence_against_eaf.csv,,That is not shoe.,"[{""slot"": ""noun"", ""headword"": ""likho̱n""}]",True,True
LLM-001550,you did wa kuṅkạl bhajan .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,you did waste.,"[{""slot"": ""noun"", ""headword"": ""kuṅkạl bhajan""}]",True,True
LLM-001551,he/ he doe  increa kankaṭra .,,,,medium,santali_synthetic_40k_sentences.csv,,he/she does increase.,"[{""slot"": ""noun"", ""headword"": ""kankaṭra""}]",True,True
LLM-001552,I do not to grunt with a Hindu ca ạimại jạt .,,,,medium,santali_synthetic_40k_sentences.csv,,I do not to grunt with a Hindu caste.,"[{""slot"": ""noun"", ""headword"": ""ạimại jạt""}]",True,True
LLM-001553,guric̕ mande,,,,medium,generated_santali_5k.csv,,cor kheda,"[{""slot"": ""noun"", ""headword"": ""guric̕ mande""}]",True,True
LLM-001554,salgam,,,,medium,generated_santali_summary.csv,,chạbi,"[{""slot"": ""noun"", ""headword"": ""salgam""}]",True,True
LLM-001555,pujhạr  hõ̠ ɛ ɾaŋga-o-t̪ɛ   aekaṛa,,,,medium,generated_santali_5k.csv,,tis hõ̠ ɛ ɾaŋga-o-t̪ɛ  saekaṛa,"[{""slot"": ""noun"", ""headword"": ""pujhạr""}]",True,True
LLM-001556,aṛaṅ  Eat : FUT,,,,medium,output_layoutA (1).csv,109,Yes Eat:FUT,"[{""slot"": ""noun"", ""headword"": ""aṛaṅ""}]",True,True
LLM-001557,istihar,,,,medium,generated_santali_large.csv,,exclm of,"[{""slot"": ""noun"", ""headword"": ""istihar""}]",True,True
LLM-001558,churi,,,,medium,generated_santali_large.csv,,parab,"[{""slot"": ""noun"", ""headword"": ""churi""}]",True,True
LLM-001559,That i  not mi tre  of the hou rạsik .,,,,medium,generated_vs_eaf_semantic_matches.csv,,That is not mistress of the house.,"[{""slot"": ""noun"", ""headword"": ""rạsik""}]",True,True
LLM-001560,There i  no lattice work in/at  mall hou aglaha .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,There is no lattice work in/at small house.,"[{""slot"": ""noun"", ""headword"": ""aglaha""}]",True,True
LLM-001561,bo̱sko̱t,,,,medium,generated_santali_large.csv,,dhar,"[{""slot"": ""noun"", ""headword"": ""bo̱sko̱t""}]",True,True
LLM-001562,sikṛĩc̕ a eɾeɲ-a,,,,medium,generated_santali_5k.csv,,basa eɾeɲ-a,"[{""slot"": ""noun"", ""headword"": ""sikṛĩc̕""}]",True,True
LLM-001563,jhaba,,,,medium,generated_santali_5k.csv,,banao,"[{""slot"": ""noun"", ""headword"": ""jhaba""}]",True,True
LLM-001564,"Thi  i  not anna , imtihạn .",,,,medium,generated_vs_eaf_semantic_matches.csv,,"This is not anna, an.","[{""slot"": ""noun"", ""headword"": ""imtihạn""}]",True,True
LLM-001565,murum jel,,,,medium,generated_santali_5k.csv,,ãṭre,"[{""slot"": ""noun"", ""headword"": ""murum jel""}]",True,True
LLM-001566,rạkhiạ,,,,medium,generated_santali_large.csv,,niạm,"[{""slot"": ""noun"", ""headword"": ""rạkhiạ""}]",True,True
LLM-001567,he/ he doe  to trea ure up with relay (of hor bo̱s  or palki-bearer ) .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,he/she does to treasure up with relay (of horses or palki-bearers).,"[{""slot"": ""noun"", ""headword"": ""bo̱s""}]",True,True
LLM-001568,cạupo̱ho̱r,,,,medium,generated_santali_large.csv,,bhiḍi,"[{""slot"": ""noun"", ""headword"": ""cạupo̱ho̱r""}]",True,True
LLM-001569,boṅga betha,,,,medium,generated_santali_5k.csv,,bạckạr,"[{""slot"": ""noun"", ""headword"": ""boṅga betha""}]",True,True
LLM-001570,Thi  food ha  gone  dol .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,This food has gone stale.,"[{""slot"": ""noun"", ""headword"": ""dol""}]",True,True
LLM-001571,susi,,,,medium,generated_santali_5k.csv,,aṅkher,"[{""slot"": ""noun"", ""headword"": ""susi""}]",True,True
LLM-001572,jaora ɔ-ɾɛ d̪ɔhɔ-kam,nan,,,medium,santali_glossed_new_2.eaf,52,baksɔ-ɾɛ d̪ɔhɔ-kam,"[{""slot"": ""v."", ""headword"": ""jaora""}]",True,True
LLM-001573,so̱mbho̱b  abat̪ kʰɔɾɔc-ʔ ɟɘ ti-ʔ-kan-t̪ɛ hoɽo abat̪ mu kil hojo-ʔ-kan-a,nan,,,medium,initial_data_eaf_utterances.csv,16,cas abat̪ kʰɔɾɔc-ʔ ɟɘsti-ʔ-kan-t̪ɛ hoɽo abat̪ muskil hojo-ʔ-kan-a,"[{""slot"": ""noun"", ""headword"": ""so̱mbho̱b""}]",True,True
LLM-001574,bed,,,,medium,generated_santali_5k.csv,,ṭhepo,"[{""slot"": ""noun"", ""headword"": ""bed""}]",True,True
LLM-001575,Plea sud plit into thin  lip .,,,,medium,generated_high_confidence_against_eaf.csv,,Please split into thin slips.,"[{""slot"": ""noun"", ""headword"": ""sud""}]",True,True
LLM-001576,luṇḍ,,,,medium,generated_santali_5k.csv,,bạki bo̱ko̱ea,"[{""slot"": ""noun"", ""headword"": ""luṇḍ""}]",True,True
LLM-001577,gardan,,,,medium,generated_santali_5k.csv,,kirdhum,"[{""slot"": ""noun"", ""headword"": ""gardan""}]",True,True
LLM-001578,saoda,,,,medium,generated_santali_5k.csv,,bepari,"[{""slot"": ""noun"", ""headword"": ""saoda""}]",True,True
LLM-001579,There are/i  fifty arti tirio .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,There are/is fifty artisan.,"[{""slot"": ""noun"", ""headword"": ""tirio""}]",True,True
LLM-001580,so̱re̱nko,,,,medium,generated_santali_5k.csv,,hotak̕ khoḍrak̕,"[{""slot"": ""noun"", ""headword"": ""so̱re̱nko""}]",True,True
LLM-001581,No one wa  in their hou hạulạt .,,,,medium,generated_high_confidence_sentence_eaf.csv,,No one was in their house.,"[{""slot"": ""noun"", ""headword"": ""hạulạt""}]",True,True
LLM-001582,alo-ben bot̪oɾ-ok'-a kɾu  ok'-ol-en ɟi jage,nan,,,medium,santali_matthew27_mark1_glossed (1).eaf,15,alo-ben bot̪oɾ-ok'-a kɾus ok'-ol-en ɟisu-ben ɲam-e-kana,"[{""slot"": ""pron."", ""headword"": ""jage""}]",True,True
LLM-001583,o̱no̱l,,,,medium,generated_santali_large.csv,,bhekuạ,"[{""slot"": ""noun"", ""headword"": ""o̱no̱l""}]",True,True
LLM-001584,anãṛgo,,,,medium,generated_santali_5k.csv,,ṭạṅgi,"[{""slot"": ""noun"", ""headword"": ""anãṛgo""}]",True,True
LLM-001585,pạsi en lahakate ar bar boeha Sabdaeren hopon Jakob ar uniren boeha Johane ñelket'kina,nan,,,medium,initial_data_eaf_utterances.csv,37,Ar sen lahakate ar bar boeha Sabdaeren hopon Jakob ar uniren boeha Johane ñelket'kina,"[{""slot"": ""noun"", ""headword"": ""pạsi""}]",True,True
LLM-001586,I did di gui kawet̕ .,,,,medium,generated_vs_eaf_semantic_matches.csv,,I did disguise.,"[{""slot"": ""noun"", ""headword"": ""kawet̕""}]",True,True
LLM-001587,There i  weaver in/at  mall hou iṭạ .,,,,medium,generated_high_confidence_against_eaf.csv,,There is weaver in/at small house.,"[{""slot"": ""noun"", ""headword"": ""iṭạ""}]",True,True
LLM-001588,we do  nap with morti ṭho̱no̱k .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,we do snap with mortise.,"[{""slot"": ""noun"", ""headword"": ""ṭho̱no̱k""}]",True,True
LLM-001589,phoska,,,,medium,generated_santali_5k.csv,,juhṛạu,"[{""slot"": ""noun"", ""headword"": ""phoska""}]",True,True
LLM-001590,There i  no male in/at cop beyan .,,,,medium,generated_high_confidence_against_eaf.csv,,There is no male in/at copse.,"[{""slot"": ""noun"", ""headword"": ""beyan""}]",True,True
LLM-001591,bolahat,,,,medium,generated_santali_large.csv,,go medak,"[{""slot"": ""noun"", ""headword"": ""bolahat""}]",True,True
LLM-001592,chanda baber,,,,medium,generated_santali_large.csv,,carcao,"[{""slot"": ""noun"", ""headword"": ""chanda baber""}]",True,True
LLM-001593,lutur,,,,medium,generated_santali_5k.csv,,jaral,"[{""slot"": ""noun"", ""headword"": ""lutur""}]",True,True
LLM-001594,"he/ he doe  to intermarry with inhabitant , muhni ident .",,,,medium,santali_synthetic_40k_sentences.csv,,"he/she does to intermarry with inhabitant, resident.","[{""slot"": ""noun"", ""headword"": ""muhni""}]",True,True
LLM-001595,kisim ɔɾɛ d̪ɔhɔkam,,,,medium,output_layoutA.csv,52,baksɔɾɛ d̪ɔhɔkam,"[{""slot"": ""noun"", ""headword"": ""kisim""}]",True,True
LLM-001596,galta golat̕,,,,medium,generated_santali_large.csv,,pho̱ṭ,"[{""slot"": ""noun"", ""headword"": ""galta golat̕""}]",True,True
LLM-001597,"you do li bade ,  to .",,,,medium,generated_high_confidence_against_eaf.csv,,"you do listen, to.","[{""slot"": ""noun"", ""headword"": ""bade""}]",True,True
LLM-001598,teteńic̕,,,,medium,generated_santali_5k.csv,,haemoekaṭ,"[{""slot"": ""noun"", ""headword"": ""teteńic̕""}]",True,True
LLM-001599,ṭena ḍaṅ,,,,medium,generated_santali_5k.csv,,hạbiloṇḍ,"[{""slot"": ""noun"", ""headword"": ""ṭena ḍaṅ""}]",True,True
LLM-001600,uni dɔ  kaṭko̱m ado̱m-to ba-e ate̱n-a,,,,medium,santali_synthetic_40k_sentences.csv,,uni dɔ siń sado̱m-to ba-e ate̱n-a,"[{""slot"": ""noun"", ""headword"": ""kaṭko̱m""}]",True,True
LLM-001601,Plea gutrut̕ mear .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,Please smear.,"[{""slot"": ""noun"", ""headword"": ""gutrut̕""}]",True,True
LLM-001602,akaona,,,,medium,generated_santali_5k.csv,,ạḍại bạḍại,"[{""slot"": ""noun"", ""headword"": ""akaona""}]",True,True
LLM-001603,batori,,,,medium,generated_santali_5k.csv,,pharkao,"[{""slot"": ""noun"", ""headword"": ""batori""}]",True,True
LLM-001604,There are/i  eight lea nikạs .,,,,medium,generated_vs_eaf_semantic_matches.csv,,There are/is eight lease.,"[{""slot"": ""noun"", ""headword"": ""nikạs""}]",True,True
LLM-001605,I do not jump with di ea caparas .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,I do not jump with disease.,"[{""slot"": ""noun"", ""headword"": ""caparas""}]",True,True
LLM-001606,ghãs,,,,medium,generated_santali_5k.csv,,garmao,"[{""slot"": ""noun"", ""headword"": ""ghãs""}]",True,True
LLM-001607,laṭak,,,,medium,generated_santali_5k.csv,,baṇḍe,"[{""slot"": ""noun"", ""headword"": ""laṭak""}]",True,True
LLM-001608,sikạri,,,,medium,generated_santali_5k.csv,,hataoṛi,"[{""slot"": ""noun"", ""headword"": ""sikạri""}]",True,True
LLM-001609,jam,,,,medium,generated_santali_large.csv,,ak̕,"[{""slot"": ""noun"", ""headword"": ""jam""}]",True,True
LLM-001610,we do to fa cinate with morti malkaṭa .,,,,medium,generated_vs_eaf_semantic_matches.csv,,we do to fascinate with mortise.,"[{""slot"": ""noun"", ""headword"": ""malkaṭa""}]",True,True
LLM-001611,we do be enrolled in/at  even  pạihạ  of Tauru .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,we do be enrolled in/at seven stars of Taurus.,"[{""slot"": ""noun"", ""headword"": ""pạihạ""}]",True,True
LLM-001612,I do rin dalae .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,I do rinse.,"[{""slot"": ""noun"", ""headword"": ""dalae""}]",True,True
LLM-001613,we do not to retribute with job' nāogāo  (a type of gra ) .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,we do not to retribute with job's tears (a type of grass).,"[{""slot"": ""noun"", ""headword"": ""nāogāo""}]",True,True
LLM-001614,"I do not di kiddạ teem ,  to with up  and down .",,,,medium,generated_vs_eaf_semantic_matches.csv,,"I do not disesteem, to with ups and downs.","[{""slot"": ""noun"", ""headword"": ""kiddạ""}]",True,True
LLM-001615,raekakaṛbak̕,,,,medium,generated_santali_large.csv,,chãt,"[{""slot"": ""noun"", ""headword"": ""raekakaṛbak̕""}]",True,True
LLM-001616,lagan,,,,medium,generated_santali_5k.csv,,baḍgae / boḍgoe,"[{""slot"": ""noun"", ""headword"": ""lagan""}]",True,True
LLM-001617,ɲind̪ɘ baŋ ɟɘpit̪̚ʔ-kat̪ɛ-iɲ paɽhaʔ-t̪ɛ biɖɘ͡o̯-ɾɛ iɲ boge kuɽɘ͡  . khatar,,,,medium,generated_santali_large.csv,,ɲind̪ɘ baŋ ɟɘpit̪̚ʔ-kat̪ɛ-iɲ paɽhaʔ-t̪ɛ biɖɘ͡o̯-ɾɛ iɲ boge kuɽɘ͡ . khe̱ṭe̱,"[{""slot"": ""noun"", ""headword"": ""khatar""}]",True,True
LLM-001618,pipol,,,,medium,generated_santali_5k.csv,,hãhãkar,"[{""slot"": ""noun"", ""headword"": ""pipol""}]",True,True
LLM-001619,he/ he doe  not to contemn / to de pi gạṇḍi .,,,,medium,generated_vs_eaf_semantic_matches.csv,,he/she does not to contemn / to despise.,"[{""slot"": ""noun"", ""headword"": ""gạṇḍi""}]",True,True
LLM-001620,you do not to a bańcaok̕  with mouthful .,,,,medium,santali_synthetic_40k_sentences.csv,,you do not to assess with mouthful.,"[{""slot"": ""noun"", ""headword"": ""bańcaok̕""}]",True,True
LLM-001621,I did gli dare bạṅki .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,I did glisten.,"[{""slot"": ""noun"", ""headword"": ""dare bạṅki""}]",True,True
LLM-001622,Plea e di plea montri .,,,,medium,generated_vs_eaf_semantic_matches.csv,,Please displease.,"[{""slot"": ""noun"", ""headword"": ""montri""}]",True,True
LLM-001623,bega judạ,,,,medium,generated_santali_5k.csv,,marãr,"[{""slot"": ""noun"", ""headword"": ""bega judạ""}]",True,True
LLM-001624,he/ he doe  not conver badam jo̱ .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,he/she does not converse.,"[{""slot"": ""noun"", ""headword"": ""badam jo̱""}]",True,True
LLM-001625,Do we to advi jo̱lpan ?,,,,medium,santali_synthetic_40k_sentences.csv,,Do we to advise?,"[{""slot"": ""noun"", ""headword"": ""jo̱lpan""}]",True,True
LLM-001626,There i  di grace in/at  bachṛa koṛa .,,,,medium,generated_vs_eaf_semantic_matches.csv,,There is disgrace in/at star.,"[{""slot"": ""noun"", ""headword"": ""bachṛa koṛa""}]",True,True
LLM-001627,I am not coar jot .,,,,medium,generated_high_confidence_sentence_eaf.csv,,I am not coarse.,"[{""slot"": ""noun"", ""headword"": ""jot""}]",True,True
LLM-001628,There i  bird  in general in/at courtyard of hou kuṛại .,,,,medium,santali_synthetic_40k_sentences.csv,,There is birds in general in/at courtyard of house.,"[{""slot"": ""noun"", ""headword"": ""kuṛại""}]",True,True
LLM-001629,There i  maund (weight) in/at univer rãk .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,There is maund (weight) in/at universe.,"[{""slot"": ""noun"", ""headword"": ""rãk""}]",True,True
LLM-001630,That i  goo thạkại .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,That is goose.,"[{""slot"": ""noun"", ""headword"": ""thạkại""}]",True,True
LLM-001631,ạiṭhạ,,,,medium,generated_santali_large.csv,,kuni rukạ,"[{""slot"": ""noun"", ""headword"": ""ạiṭhạ""}]",True,True
LLM-001632,ḍubạ pawetar,,,,high,generated_santali_5k.csv,,chur sae,"[{""slot"": ""noun"", ""headword"": ""ḍubạ""}, {""slot"": ""noun"", ""headword"": ""pawetar""}]",True,True
LLM-001633,you do be circum pect in large ma palha .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,you do be circumspect in large masses.,"[{""slot"": ""noun"", ""headword"": ""palha""}]",True,True
LLM-001634,nạmunạ,,,,medium,generated_santali_5k.csv,,irạl ge̱l,"[{""slot"": ""noun"", ""headword"": ""nạmunạ""}]",True,True
LLM-001635,There i  no  ub cription in/at courtyard of hou gạbur .,,,,medium,generated_vs_eaf_semantic_matches.csv,,There is no subscription in/at courtyard of house.,"[{""slot"": ""noun"", ""headword"": ""gạbur""}]",True,True
LLM-001636,ḍaṭa,,,,medium,generated_santali_large.csv,,kudum,"[{""slot"": ""noun"", ""headword"": ""ḍaṭa""}]",True,True
LLM-001637,Plea raj mear .,,,,medium,generated_vs_eaf_semantic_matches.csv,,Please smear.,"[{""slot"": ""noun"", ""headword"": ""raj""}]",True,True
LLM-001638,hena,,,,medium,generated_santali_5k.csv,,garad,"[{""slot"": ""noun"", ""headword"": ""hena""}]",True,True
LLM-001639,you do omitting in/at radiance before  unri totka .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,you do omitting in/at radiance before sunrise.,"[{""slot"": ""noun"", ""headword"": ""totka""}]",True,True
LLM-001640,That i  we'  iron uten talbhaṅ .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,That is we's iron utensils.,"[{""slot"": ""noun"", ""headword"": ""talbhaṅ""}]",True,True
LLM-001641,we did di gui do̱bạṭiạ .,,,,medium,santali_synthetic_40k_sentences.csv,,we did disguise.,"[{""slot"": ""noun"", ""headword"": ""do̱bạṭiạ""}]",True,True
LLM-001642,guạ,,,,medium,generated_santali_5k.csv,,ḍak,"[{""slot"": ""noun"", ""headword"": ""guạ""}]",True,True
LLM-001643,karja,,,,medium,generated_santali_large.csv,,kaṭok̕,"[{""slot"": ""noun"", ""headword"": ""karja""}]",True,True
LLM-001644,sajo̱k,,,,medium,generated_santali_5k.csv,,ḍạṇḍit̕,"[{""slot"": ""noun"", ""headword"": ""sajo̱k""}]",True,True
LLM-001645,you do collap bạḍhi .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,you do collapse.,"[{""slot"": ""noun"", ""headword"": ""bạḍhi""}]",True,True
LLM-001646,he/ he doe  not di gui mo̱ńco̱puri .,,,,medium,generated_vs_eaf_semantic_matches.csv,,he/she does not disguise.,"[{""slot"": ""noun"", ""headword"": ""mo̱ńco̱puri""}]",True,True
LLM-001647,he/ he doe  have  exual intercour rạnu .,,,,medium,santali_synthetic_40k_sentences.csv,,he/she does have sexual intercourse.,"[{""slot"": ""noun"", ""headword"": ""rạnu""}]",True,True
LLM-001648,There i  no bucket in/at courtyard of hou ṭhạ̃i .,,,,medium,santali_synthetic_40k_sentences.csv,,There is no bucket in/at courtyard of house.,"[{""slot"": ""noun"", ""headword"": ""ṭhạ̃i""}]",True,True
LLM-001649,I do di po matko̱m kạḍlạk̕  in/at cyclone .,,,,medium,generated_vs_eaf_semantic_matches.csv,,I do dispossess in/at cyclone.,"[{""slot"": ""noun"", ""headword"": ""matko̱m kạḍlạk̕""}]",True,True
LLM-001650,"you do not lap (hold in the lap) with hor bhaṅ ,  a .",,,,medium,generated_high_confidence_against_eaf.csv,,"you do not lap (hold in the lap) with horse, a.","[{""slot"": ""noun"", ""headword"": ""bhaṅ""}]",True,True
LLM-001651,That i  I'  nur sṛsa .,,,,medium,santali_synthetic_40k_sentences.csv,,That is I's nurse.,"[{""slot"": ""noun"", ""headword"": ""sṛsa""}]",True,True
LLM-001652,There i  no omi ion of duty in/at  ite of a hou so̱ho̱e .,,,,medium,generated_high_confidence_sentence_eaf.csv,,There is no omission of duty in/at site of a house.,"[{""slot"": ""noun"", ""headword"": ""so̱ho̱e""}]",True,True
LLM-001653,There i  pimple in/at  ạyup̕ .,,,,medium,santali_synthetic_40k_sentences.csv,,There is pimple in/at star.,"[{""slot"": ""noun"", ""headword"": ""ạyup̕""}]",True,True
LLM-001654,tak ro̱ko̱m,,,,medium,output_layoutA.csv,138,bana,"[{""slot"": ""noun"", ""headword"": ""tak ro̱ko̱m""}]",True,True
LLM-001655,you do to tantali papoṛ .,,,,medium,santali_synthetic_40k_sentences.csv,,you do to tantalise.,"[{""slot"": ""noun"", ""headword"": ""papoṛ""}]",True,True
LLM-001656,pawa  1PL place TOP very-EMPH beautiful-FIN,nan,,,medium,initial_data_eaf_utterances.csv,30,yes 1PL place TOP very-EMPH beautiful-FIN,"[{""slot"": ""noun"", ""headword"": ""pawa""}]",True,True
LLM-001657,There i  no occupancy in/at  even  dhũṛã  of Tauru .,,,,medium,generated_high_confidence_against_eaf.csv,,There is no occupancy in/at seven stars of Taurus.,"[{""slot"": ""noun"", ""headword"": ""dhũṛã""}]",True,True
LLM-001658,I will promi hud .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,I will promise.,"[{""slot"": ""noun"", ""headword"": ""hud""}]",True,True
LLM-001659,"you do not objection ,  to rai khurạ .",,,,medium,santali_synthetic_40k_sentences.csv,,"you do not objections, to raise.","[{""slot"": ""noun"", ""headword"": ""khurạ""}]",True,True
LLM-001660,ɲind̪ɘ baŋ ɟɘpit̪̚ʔ-kat̪ɛ-iɲ paɽhaʔ-t̪ɛ biɖɘ͡o̯-ɾɛ iɲ boge kuɽɘ͡  . gheola,,,,medium,generated_santali_5k.csv,,ɲind̪ɘ baŋ ɟɘpit̪̚ʔ-kat̪ɛ-iɲ paɽhaʔ-t̪ɛ biɖɘ͡o̯-ɾɛ iɲ boge kuɽɘ͡ . le,"[{""slot"": ""noun"", ""headword"": ""gheola""}]",True,True
LLM-001661,hɔla ba-i̯  bodla,nan,,,medium,santali_glossed_new_2.eaf,86,hɔla ba-i̯ set̪oŋ-le-d̪a,"[{""slot"": ""v."", ""headword"": ""bodla""}]",True,True
