sentence_id,santali_sentence,english_gloss,bangla_gloss,sentence_type,confidence,source_eaf_file,source_eaf_utterance_id,source_eaf_pattern,source_report_section,dictionary_slots_json,morphology_notes,rejection_risk,synthetic,needs_native_review
LLM-000566,dasao,nan,,,medium,matthew_santali_glossed_ipa.eaf,31,ɑd̪ɔ buru kʰɔn-e ɑrd̪-ɔye-n kʰɑn ɑd̪i ɡɑd̪el hɔr-kɔ pɑɲd͡ʒɑ-ke-d̪ɑ,,"[{""slot"": ""v."", ""headword"": ""dasao"", ""pos"": ""v."", ""english"": ""Crumble down"", ""bangla"": ""ভেঙে পড়া"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000567,ma . phasad,nan,,,medium,lexicon(1).eaf,109,ma.jam,,"[{""slot"": ""n."", ""headword"": ""phasad"", ""pos"": ""n."", ""english"": ""iniquity"", ""bangla"": ""অন্যায়"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-000568,Alo-pe bujhaua an  bapha,nan,,,medium,matthew_santali_glossed.eaf,19,Alo-pe bujhaua an se nabi-ko-ak' katha mautai-a menkhat hec'-a-kan-a,,"[{""slot"": ""n."", ""headword"": ""bapha"", ""pos"": ""n."", ""english"": ""Return, profit"", ""bangla"": ""প্রতিফল, আয়"", ""semantic_domain"": ""Finance""}]",,,True,True
LLM-000569,sil,nan,,,medium,santali_bangla_glossed.eaf,6,at̪o-ɾɛn gid̪ɾɘku-d̪ɔ d̪aʔ aɾɛc̚ʔ-kat̪ɛ haku-ku gɔc̚ʔ-ko-a,,"[{""slot"": ""n."", ""headword"": ""sil"", ""pos"": ""n."", ""english"": ""humanity"", ""bangla"": ""মানবিকতা"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-000570,jhãk,nan,,,medium,santali_glossed_2.eaf,35,ɲɛl-kat̪ɛ-m mɛn-kɛ-a ɛnɛɟ-ɔʔ-t̪i-gi mɛnaʔ-ko-a,,"[{""slot"": ""n."", ""headword"": ""jhãk"", ""pos"": ""n."", ""english"": ""expedition"", ""bangla"": ""অভিযান"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000571,ạcu,nan,,,medium,matthew_santali_glossed.eaf,16,Bhagan-ge-ape ini iate hor-ko kadhao-le-pe-re ar-ko khed-le-pe-re,,"[{""slot"": ""v."", ""headword"": ""ạcu"", ""pos"": ""v."", ""english"": ""Employ"", ""bangla"": ""নিয়োগ করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000572,t̪o . jo-ma  surạg . ja-d̪ea ced̪aʔ ɟe alɛ d̪ɔ t̪o . jo-lɛka ba-lɛ d̪ɘɽ d̪aɽe . ja-ʔa,nan,,,medium,santali_glossed_new_2.eaf,21,t̪o.jo-ma sim-ɛ ɘt̪kiɾ id̪i kid̪i mɛn-kʰan alɛ d̪ɔ cɛt̪ʔ-hɔ̃ ba-lɛ cɛka d̪aɽe.ja-d̪ea ced̪aʔ ɟe alɛ d̪ɔ t̪o.jo-lɛka ba-lɛ d̪ɘɽ d̪aɽe.ja-ʔa,,"[{""slot"": ""n."", ""headword"": ""surạg"", ""pos"": ""n."", ""english"": ""enquiry"", ""bangla"": ""অনুসন্ধান"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000573,kusmbi ocjon-a,nan,,,medium,matthew_santali_glossed.eaf,26,Cotren udau-k-ko benget-ak'-o-pe ba-ko era ba-ko ira ar murai-kore ba-ko socjon-a,,"[{""slot"": ""n."", ""headword"": ""kusmbi"", ""pos"": ""n."", ""english"": ""strumpet"", ""bangla"": ""বেশ্যা"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-000574,Dhorom iate khed o o-k'-kan-ko ge-ko bhagan-a ente  kạukạu,nan,,,medium,matthew_santali_glossed.eaf,15,Dhorom iate khed oso-k'-kan-ko ge-ko bhagan-a ente serma raj do onko-ak-an-gea,,"[{""slot"": ""n."", ""headword"": ""kạukạu"", ""pos"": ""n."", ""english"": ""uproar"", ""bangla"": ""হইচই"", ""semantic_domain"": ""Sound""}]",,,True,True
LLM-000575,iɲ d̪i ranakap̕ apʔ kat̪ɛ mɛla-ɲ cal-aʔ-kan t̪ahɛ̃-n-a,nan,,,medium,santali_glossed_dialogues.eaf,56,iɲ d̪isɘ͡i̯-d̪-a kɘʈiʲcʔ-ɾɛ iɲ-d̪ɔ iɲ-baba-o-aʔ t̪i sapʔ kat̪ɛ mɛla-ɲ cal-aʔ-kan t̪ahɛ̃-n-a,,"[{""slot"": ""n."", ""headword"": ""ranakap̕"", ""pos"": ""n."", ""english"": ""ascent"", ""bangla"": ""আরোহণ পথ"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-000576,miʔ-hɔɽ  phukạr,nan,,,medium,santali_dialogues_glossed.eaf,56,miʔ-hɔɽ sã͡o-t̪ɛ aɾ miʔ hɔɽ d̪ɔ alo-pɛ ɟuɾi-kin-ɘ,,"[{""slot"": ""n."", ""headword"": ""phukạr"", ""pos"": ""n."", ""english"": ""aperture"", ""bangla"": ""ছিদ্র"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-000577,Ar aleak' do enko bheja,nan,,,high,matthew_santali_glossed.eaf,24,Ar aleak' dos-ko ikakat-a-len cet-e-leka ale ho aleak' dodos-ko-le ikakat'-ta-ko,,"[{""slot"": ""pron."", ""headword"": ""enko"", ""pos"": ""pron."", ""english"": ""Those"", ""bangla"": ""ওরা"", ""semantic_domain"": ""Grammar""}, {""slot"": ""n."", ""headword"": ""bheja"", ""pos"": ""n."", ""english"": ""Additional assessment on rent"", ""bangla"": ""অতিরিক্ত খাজনা"", ""semantic_domain"": ""Finance""}]",,,True,True
LLM-000578,barac̕ . j-a,nan,,,medium,santali_glossed_new.eaf,77,ɖaŋɾa-i̯ t̪ahɛn-kʰan abo uni ʈʰɛn-kʰɔn t̪o̯͡a-bon ɲu d̪aɽe-ke.j-a,,"[{""slot"": ""v."", ""headword"": ""barac̕"", ""pos"": ""v."", ""english"": ""Bubble up"", ""bangla"": ""বুদবুদ ওঠা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000579,bachṛa koṛa,nan,,,medium,lexicon.eaf,180,baha,,"[{""slot"": ""n."", ""headword"": ""bachṛa koṛa"", ""pos"": ""n."", ""english"": ""Hobbledehoy, a"", ""bangla"": ""কিশোর"", ""semantic_domain"": ""Kinship""}]",,,True,True
LLM-000580,as,nan,,,medium,santali_glossed_dialogues.eaf,51,no̯a-ko kɘmi d̪ɔ gid̪ɾɘ-ko-gi-ku kɘmi-ja,,"[{""slot"": ""n."", ""headword"": ""as"", ""pos"": ""n."", ""english"": ""Expectation"", ""bangla"": ""আশা"", ""semantic_domain"": ""Emotion""}]",,,True,True
LLM-000581,khili,nan,,,medium,lexicon(1).eaf,122,panahi,,"[{""slot"": ""n."", ""headword"": ""khili"", ""pos"": ""n."", ""english"": ""quid"", ""bangla"": ""পানের খিলি"", ""semantic_domain"": ""Food""}]",,,True,True
LLM-000582,bo̱ṭe̱c̕ ɔi,nan,,,medium,santali_dialogues_glossed.eaf,35,ba-lɛ baɖ-a-ja mahasɔi,,"[{""slot"": ""conj."", ""headword"": ""bo̱ṭe̱c̕"", ""pos"": ""conj."", ""english"": ""Lest"", ""bangla"": ""পাছে"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000583,d̪inɘm-hilɘʔ  bhãoṭia,nan,,,medium,santali_glossed_2.eaf,31,d̪inɘm-hilɘʔ set̪aʔ-ɾɛ cɛ̃ɽɛ̃-ko-aʔ cɛɾɔbɛɾɔ aɲɟɔm-t̪ɛ alɛ d̪ɔ-lɛ ɛbʰɛn-ɔʔ-a,,"[{""slot"": ""n."", ""headword"": ""bhãoṭia"", ""pos"": ""n."", ""english"": ""A species of antelope"", ""bangla"": ""এক প্রজাতির হরিণ"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-000584,aɖɛ-pa e | ɾe-aʔ | i dạriạu . j-ɔʔ-t̪a-bon-a,Arka: We have to go to the nearby schools.,,,medium,santali_glossed_1.eaf,99,aɖɛ-pase | ɾe-aʔ | iskul-ko-ɾɛ | abu | calaʔ | ho.j-ɔʔ-t̪a-bon-a,,"[{""slot"": ""n."", ""headword"": ""dạriạu"", ""pos"": ""n."", ""english"": ""Ocean"", ""bangla"": ""মহাসাগর"", ""semantic_domain"": ""Nature""}]",,,True,True
LLM-000585,mano̯͡a t̪inɘʔ-ko ɟɘ tirio,nan,,,medium,santali_new_glossed (1).eaf,32,mano̯͡a t̪inɘʔ-ko ɟɘsti-ʔkana biɾ unɘʔ t̪ʰɔɽa-ʔkana,,"[{""slot"": ""n."", ""headword"": ""tirio"", ""pos"": ""n."", ""english"": ""flute"", ""bangla"": ""বাঁশি"", ""semantic_domain"": ""Music""}]",,,True,True
LLM-000586,menkʰan manwa hopon at͡ʃ'-ɾen  janam data ɔt̪e at͡ʃ'-ak' t̪ʰonok-ɾe-ye d̪uɾup'-a,nan,,,medium,santali_matthew_glossed (1).eaf,22,menkʰan manwa hopon at͡ʃ'-ɾen sanam d̪ut̪-ko sɔt̪e at͡ʃ'-ak' t̪ʰonok-ɾe-ye d̪uɾup'-a,,"[{""slot"": ""n."", ""headword"": ""janam data"", ""pos"": ""n."", ""english"": ""the Creator"", ""bangla"": ""সৃষ্টিকর্তা"", ""semantic_domain"": ""Religion""}]",,,True,True
LLM-000587,d̪i badat ɑnɑm lekɑn rɔɡ biɡʰin,nan,,,medium,santali_matthew_glossed(1).eaf,16,d̪isom hɔr-ko tɑlɑ-re sɑnɑm lekɑn rɔɡ biɡʰin,,"[{""slot"": ""prep."", ""headword"": ""badat"", ""pos"": ""prep."", ""english"": ""Owing to"", ""bangla"": ""কারণে"", ""semantic_domain"": ""Relation""}]",,,True,True
LLM-000588,bukạ bhạrũṛ . j-aʔ mɔn d̪ɔ ɾɘ -kɛ-t̪ɛ pɛɾɛɟ-ɔʔ-a,nan,,,medium,santali_glossed_new.eaf,32,cɛ̃ɽɛ̃-ko-ɔ̯͡aʔ cɛɾɔ-bɛɾɔ aɲɟɔm-t̪ɛ ale.j-aʔ mɔn d̪ɔ ɾɘs-kɛ-t̪ɛ pɛɾɛɟ-ɔʔ-a,,"[{""slot"": ""n."", ""headword"": ""bukạ bhạrũṛ"", ""pos"": ""n."", ""english"": ""Umbilical hernia"", ""bangla"": ""নাভির হার্নিয়া"", ""semantic_domain"": ""Health""}]",,,True,True
LLM-000589,bo̱ḍo̱c̕ u d̪o Gɑlil kʰon Jord̪ɑn-te Johɑn tʰen-e hec'-enɑ,nan,,,medium,santali_matthew_glossed.eaf,7,Jisu d̪o Gɑlil kʰon Jord̪ɑn-te Johɑn tʰen-e hec'-enɑ,,"[{""slot"": ""v."", ""headword"": ""bo̱ḍo̱c̕"", ""pos"": ""v."", ""english"": ""Wring out"", ""bangla"": ""নিংড়ানো"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000590,hɑe ɑpe  ɔ t̪ɔr bɑd̪ɑe-kɔ ɑr pʰɑri i-kɔ pʰɑ iɑrɑ-kɔ d̪ɔ ente ɑpe d̪ɔ nɔrɔk  babo̱tre ermɑ rɑd͡ʒ-pe iɲ e et̪-etʔ-kɑn-ɑ,nan,,,medium,matthew_santali_glossed_ipa.eaf,58,hɑe ɑpe sɔst̪ɔr bɑd̪ɑe-kɔ ɑr pʰɑrisi-kɔ pʰɑsiɑrɑ-kɔ d̪ɔ ente ɑpe d̪ɔ nɔrɔk sɑmɑn-re sermɑ rɑd͡ʒ-pe iɲ eset̪-etʔ-kɑn-ɑ,,"[{""slot"": ""prep."", ""headword"": ""babo̱tre"", ""pos"": ""prep."", ""english"": ""On account of"", ""bangla"": ""কারণে"", ""semantic_domain"": ""Relation""}]",,,True,True
LLM-000591,sajo̱k,nan,,,medium,santali_dialogues_glossed.eaf,55,ɔkɔi-hɔ̃ alo-pɛ ɛgɛɾ-ko-a,,"[{""slot"": ""n."", ""headword"": ""sajo̱k"", ""pos"": ""n."", ""english"": ""partisan"", ""bangla"": ""সমর্থক"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-000592,un-kin d̪o  salak̕,nan,,,medium,santali_matthew_glossed.eaf,14,un-kin d̪o sɑtmen-te jɑl-ko bɑgiɑt'-te-kin pɑɲɑke-d̪eɑ,,"[{""slot"": ""prep."", ""headword"": ""salak̕"", ""pos"": ""prep."", ""english"": ""with"", ""bangla"": ""সাথে"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000593,d̪i bo̱do̱lte ɑnɑm lekɑn rɔɡ biɡʰin,nan,,,medium,santali_matthew_glossed.eaf,16,d̪isom hɔr-ko tɑlɑ-re sɑnɑm lekɑn rɔɡ biɡʰin,,"[{""slot"": ""prep."", ""headword"": ""bo̱do̱lte"", ""pos"": ""prep."", ""english"": ""In lieu of"", ""bangla"": ""পরিবর্তে"", ""semantic_domain"": ""Relation""}]",,,True,True
LLM-000594,jạmbir,nan,,,medium,lexicon(1).eaf,222,baba,,"[{""slot"": ""n."", ""headword"": ""jạmbir"", ""pos"": ""n."", ""english"": ""citron"", ""bangla"": ""লেবু জাতীয় ফল"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-000595,aɖɛ-pa e ɾejaʔ i gạr . j-oʔ-t̪a-bo-n-a,nan,,,medium,santali_glossed_new_3.eaf,99,aɖɛ-pase ɾejaʔ iskul-ko-ɾɛ abu calaʔ ho.j-oʔ-t̪a-bo-n-a,,"[{""slot"": ""n."", ""headword"": ""gạr"", ""pos"": ""n."", ""english"": ""Emergency"", ""bangla"": ""জরুরি অবস্থা"", ""semantic_domain"": ""State""}]",,,True,True
LLM-000596,pho̱ṭ,nan,,,medium,santali_glossed_new_3(1).eaf,46,baba-d̪ɔ mit̪ʔ-ʈɛn gʰaɾɔ̃ɟ-ɾɛn mukʰi̯ɘ hɔɽ,,"[{""slot"": ""n."", ""headword"": ""pho̱ṭ"", ""pos"": ""n."", ""english"": ""corn cob"", ""bangla"": ""ভুট্টার ছড়া"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-000597,darṛao ɛ ɾaŋga-o-t̪ɛ  ḍiṇḍi,nan,,,high,santali_glossed_dialogues.eaf,64,mɛnkʰan alɛ d̪ɔ ba-lɛ kɘ͡o̯mɘ͡o̯-aka-a sɛ ɾaŋga-o-t̪ɛ siɾiɲ aɽaʔ-kat̪ɛ hɔɽ-ku d̪ɔ ba-lɛ ed̪ɾe oco-akaʔ-ko-a,,"[{""slot"": ""v."", ""headword"": ""darṛao"", ""pos"": ""v."", ""english"": ""Stumble"", ""bangla"": ""হোঁচট খাওয়া"", ""semantic_domain"": ""Action""}, {""slot"": ""n."", ""headword"": ""ḍiṇḍi"", ""pos"": ""n."", ""english"": ""Pod (of cotton)"", ""bangla"": ""শুঁটি"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-000598,bo̱s,nan,,,medium,santali_glossed_new_2.eaf,5,gɔgɔ-baba-kin ɛgɛ-ɾɛʔ-kan-t̪ahɛ̃-ɾɛ̃-hɔ ɛn-hɔ̃ mana d̪ɔ bɘɲ aɲɟɔm-ɛt̪ t̪ahɛ̃-kan-a,,"[{""slot"": ""n."", ""headword"": ""bo̱s"", ""pos"": ""n."", ""english"": ""Power"", ""bangla"": ""ক্ষমতা"", ""semantic_domain"": ""Quality""}]",,,True,True
LLM-000599,sãṛgo̱m,Nephew: We are all fine.,,,medium,santali_glossed_1.eaf,65,alɛ | ɟɔt̪ɔ-hɔɽ | mɔ̃ɟ-ge | mena-le-a,,"[{""slot"": ""v."", ""headword"": ""sãṛgo̱m"", ""pos"": ""v."", ""english"": ""to prostrate"", ""bangla"": ""লুটিয়ে পড়া"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000600,kiddạ,nan,,,medium,santali_glossed_new_3.eaf,46,baba-d̪ɔ mit̪ʔ-ʈɛn gʰaɾɔ̃ɟ-ɾɛn mukʰi̯ɘ hɔɽ,,"[{""slot"": ""n."", ""headword"": ""kiddạ"", ""pos"": ""n."", ""english"": ""cassia"", ""bangla"": ""ক্যাসিয়া গাছ"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-000601,cirmok̕ en-ak'-kan hor do mitt-en budan hor tuluc'-e jurik'-a,nan,,,medium,matthew_santali_glossed.eaf,29,Onate inak' noako katha anjom-kate sen-ak'-kan hor do mitt-en budan hor tuluc'-e jurik'-a,,"[{""slot"": ""adj."", ""headword"": ""cirmok̕"", ""pos"": ""adj."", ""english"": ""Downhearted"", ""bangla"": ""হতাশ"", ""semantic_domain"": ""Emotion""}]",,,True,True
LLM-000602,darmo̱ṭ,nan,,,medium,matthew_santali_glossed.eaf,35,Dela pañjan-me Khange beret-kate-ye panja-ke-da,,"[{""slot"": ""adj."", ""headword"": ""darmo̱ṭ"", ""pos"": ""adj."", ""english"": ""Sturdy"", ""bangla"": ""বলিষ্ঠ"", ""semantic_domain"": ""Quality""}]",,,True,True
LLM-000603,kholao,nan,,,medium,santali_glossed_new_2.eaf,88,no-a-ko kat̪ʰa uni mɔca ɾɛ-hɔ̃ ba-i̯ ɘgu d̪aɽe-ke-a,,"[{""slot"": ""v."", ""headword"": ""kholao"", ""pos"": ""v."", ""english"": ""to undermine"", ""bangla"": ""খুঁড়ে ফেলা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000604,bhades ewɑwɑ-d̪e-ɑ ɑr-e met̪ɑ-d̪e-ɑ e prɔbʱu  ɑnɑl-em kʰɑn-em  ɑpʰɑ d̪ɑre-ɑn-ɑ,nan,,,medium,matthew_santali_glossed_ipa.eaf,32,nelpe mit̪t̪-en murhutʃ d͡ʒɔm hɔr hetʃ-kɑt̪e-ye sewɑwɑ-d̪e-ɑ ɑr-e met̪ɑ-d̪e-ɑ e prɔbʱu sɑnɑl-em kʰɑn-em sɑpʰɑ d̪ɑre-ɑn-ɑ,,"[{""slot"": ""v."", ""headword"": ""bhades"", ""pos"": ""v."", ""english"": ""Revile"", ""bangla"": ""গালাগালি করা"", ""semantic_domain"": ""Speech""}]",,,True,True
LLM-000605,sirpạ,nan,,,medium,santali_glossed_2.eaf,44,cɛ̃ɽɛ̃-ko-aʔ bɘɽiʲc-ʔ hojoʔ nɔŋkan kɘmi kɘmi͡i̯ d̪ɔ baŋ leːka,,"[{""slot"": ""n."", ""headword"": ""sirpạ"", ""pos"": ""n."", ""english"": ""cloth given as a present"", ""bangla"": ""উপহারের কাপড়"", ""semantic_domain"": ""Clothing""}]",,,True,True
LLM-000606,eɾma kʰon aɾan hɔj-ena am d̪o iɲ-ɾen d̪ulaɾia hopon kan-am aɾ-ɲ-ɾen ku badha,nan,,,medium,santali_matthew27_mark1_glossed (1).eaf,25,seɾma kʰon aɾan hɔj-ena am d̪o iɲ-ɾen d̪ulaɾia hopon kan-am aɾ-ɲ-ɾen kusiak-ana,,"[{""slot"": ""n."", ""headword"": ""badha"", ""pos"": ""n."", ""english"": ""Occult adverse influence"", ""bangla"": ""অশুভ প্রভাব"", ""semantic_domain"": ""Belief""}]",,,True,True
LLM-000607,mo̱ro̱t bhũi,nan,,,medium,santali_glossed_3.eaf,34,bele,,"[{""slot"": ""n."", ""headword"": ""mo̱ro̱t bhũi"", ""pos"": ""n."", ""english"": ""dying world"", ""bangla"": ""মরণশীল জগৎ"", ""semantic_domain"": ""Religion""}]",,,True,True
LLM-000608,Ape do dharti reak' mar ini,nan,,,medium,matthew_santali_glossed.eaf,18,Ape do dharti reak' marsal kan-ape,,"[{""slot"": ""pron."", ""headword"": ""ini"", ""pos"": ""pron."", ""english"": ""he"", ""bangla"": ""সে (পুরুষ)"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000609,ɔka d̪ɔ gid̪ɾɛ-ko cɛ̃ɽɛ̃ t̪ukɘ-ku ɾɘp-ud̪-a aɾ uŋko-ɾɛn hɔpɔn-ko t̪i . gại gadel,nan,,,medium,santali_glossed_2.eaf,42,ɔka d̪ɔ gid̪ɾɛ-ko cɛ̃ɽɛ̃ t̪ukɘ-ku ɾɘp-ud̪-a aɾ uŋko-ɾɛn hɔpɔn-ko t̪i.jɘʔ-ko-a,,"[{""slot"": ""n."", ""headword"": ""gại gadel"", ""pos"": ""n."", ""english"": ""Large drove of cows"", ""bangla"": ""গরুর বড় দল"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-000610,hend̪a baː ɔka ɟini aldhundhạ,nan,,,medium,santali_glossed_dialogues.eaf,13,hend̪a baː ɔka ɟinis t̪inɘʔ-gan-iɲ agu-ja,,"[{""slot"": ""adj."", ""headword"": ""aldhundhạ"", ""pos"": ""adj."", ""english"": ""Awkward"", ""bangla"": ""অস্বস্তিকর, অগোছালো"", ""semantic_domain"": ""Behavior""}]",,,True,True
LLM-000611,Un khon Ji gijṛi,nan,,,medium,matthew_santali_glossed.eaf,6,Un khon Jisu do poporcar ar memene ehop'-ke-da,,"[{""slot"": ""v."", ""headword"": ""gijṛi"", ""pos"": ""v."", ""english"": ""to curdle (milk)"", ""bangla"": ""জমাট বাঁধা (দুধ)"", ""semantic_domain"": ""Food""}]",,,True,True
LLM-000612,uni d̪o  ińic̕,nan,,,medium,santali_matthew_glossed.eaf,2,uni d̪o sermɑ rɑj reɑk' kɑŋ-e-ɑ,,"[{""slot"": ""pron."", ""headword"": ""ińic̕"", ""pos"": ""pron."", ""english"": ""my"", ""bangla"": ""আমার"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000613,nɑ laha en-kɑt̪e-ye bere-len-ɑ,nan,,,medium,matthew_santali_glossed_ipa.eaf,2,nɑsɑret̪ bɑɡi-kɑt̪e d̪ɔre-ɑɔ ɑre reɑkʔ kɑpʰɑrnɑhum-re sen-kɑt̪e-ye bere-len-ɑ,,"[{""slot"": ""prep."", ""headword"": ""laha"", ""pos"": ""prep."", ""english"": ""in front of"", ""bangla"": ""সামনে"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-000614,jalo ɛɾma-ɾɛ goɖo iɲ-aʔ baɽgi-ɾɛ a͡i̯ma hoɽo-ko ɟɔm giɖi-ked̪-a,nan,,,medium,santali_glossed_dialogues.eaf,33,cala-o-ɛn sɛɾma-ɾɛ goɖo iɲ-aʔ baɽgi-ɾɛ a͡i̯ma hoɽo-ko ɟɔm giɖi-ked̪-a,,"[{""slot"": ""n."", ""headword"": ""jalo"", ""pos"": ""n."", ""english"": ""species of hawk"", ""bangla"": ""এক প্রজাতির বাজ পাখি"", ""semantic_domain"": ""Bird""}]",,,True,True
LLM-000615,mihũ jel,nan,,,medium,santali_glossed_new_2.eaf,115,bɘɽiʲcʔ hɔɽ-ko alɛ ba-lɛ manɔt̪-ko-a,,"[{""slot"": ""n."", ""headword"": ""mihũ jel"", ""pos"": ""n."", ""english"": ""veal"", ""bangla"": ""বাছুরের মাংস"", ""semantic_domain"": ""Food""}]",,,True,True
LLM-000616,aṅ,nan,,,medium,santali_glossed_new.eaf,44,cɛ̃ɽɛ̃-ko-ɔ̯͡aʔ bɘɽiʲc̚ʔ hojoʔ noŋkan kɘmi kɘmi͡i̯ d̪ɔ baŋ leːka,,"[{""slot"": ""n."", ""headword"": ""aṅ"", ""pos"": ""n."", ""english"": ""Mind"", ""bangla"": ""মন, চিত্ত"", ""semantic_domain"": ""Mental""}]",,,True,True
LLM-000617,paya,nan,,,medium,santali_matthew_glossed.eaf,25,ɑpe-ren bɑiri-ko ɑud̪ɑr-ko-pe ente on-ko d̪o-ko tir pitok'-ɑ,,"[{""slot"": ""n."", ""headword"": ""paya"", ""pos"": ""n."", ""english"": ""large earthen tub"", ""bangla"": ""বড় মাটির টব"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-000618,bele botke ã͡ɔ̯-t̪ɛ a͡i̯ma-ko hɔpɔn-ɔʔ-a,nan,,,medium,santali_glossed_new.eaf,89,sim-kʰɔn mit̪̚ʔ-sã͡ɔ̯-t̪ɛ a͡i̯ma-ko hɔpɔn-ɔʔ-a,,"[{""slot"": ""n."", ""headword"": ""bele botke"", ""pos"": ""n."", ""english"": ""Yolk of egg"", ""bangla"": ""ডিমের কুসুম"", ""semantic_domain"": ""Food""}]",,,True,True
LLM-000619,oŋko ɛnɛc-ʔ- so̱ro̱m ɛlɛt̪ʔ-len-kʰan pɔɾɔb ɘɖi ɾɘ kɘ-ge ho . j-o-a,nan,,,medium,santali_glossed_new_3.eaf,101,oŋko ɛnɛc-ʔ-seɾeɲ-ɾɛ-ko sɛlɛt̪ʔ-len-kʰan pɔɾɔb ɘɖi ɾɘskɘ-ge ho.j-o-a,,"[{""slot"": ""n."", ""headword"": ""so̱ro̱m"", ""pos"": ""n."", ""english"": ""diffidence"", ""bangla"": ""সংকোচ"", ""semantic_domain"": ""Emotion""}]",,,True,True
LLM-000620,mena et̪aʔ alɛ  ã͡o-t̪ɛ ba ki . ja-gɔʔ-mɛ,nan,,,medium,santali_imperatives_glossed.eaf,25,gapa set̪aʔ alɛ sã͡o-t̪ɛ baski.ja-gɔʔ-mɛ,,"[{""slot"": ""adv."", ""headword"": ""mena"", ""pos"": ""adv."", ""english"": ""probably"", ""bangla"": ""সম্ভবত"", ""semantic_domain"": ""Manner""}]",,,True,True
LLM-000621,bạḍhi,nan,,,medium,santali_dialogues_glossed.eaf,45,apɛ lɘʈu-ko kɘʈi-ko-pɛ d̪ulɘɽ-ko-a,,"[{""slot"": ""n."", ""headword"": ""bạḍhi"", ""pos"": ""n."", ""english"": ""Pile, a"", ""bangla"": ""স্তূপ"", ""semantic_domain"": ""Quantity""}]",,,True,True
LLM-000622,jidạt,nan,,,medium,santali_glossed_new.eaf,17,gid̪ɾɘ-ɔ̯͡aʔ ni̯͡ɘ halɔt̪̚ʔ t̪inɘʔ-din-kʰɔn,,"[{""slot"": ""n."", ""headword"": ""jidạt"", ""pos"": ""n."", ""english"": ""persistency"", ""bangla"": ""অধ্যবসায়"", ""semantic_domain"": ""Quality""}]",,,True,True
LLM-000623,mit̪ʔ-d̪ʰa͡o̯ | ɲɛlɛɾa a | ɲu-kat̪ɛ | ɘɖi |  ini,After consuming once he was very amused and kept eating.,,,medium,santali_glossed_1.eaf,4,mit̪ʔ-d̪ʰa͡o̯ | ɲɛlɛɾasa | ɲu-kat̪ɛ | ɘɖi | sibil | ked-e-a | aɾ | uni | d̪ɔ | ɲu-ɲut̪-i̯ | ge-i̯ | t̪ãhɛ-i̯-na,,"[{""slot"": ""pron."", ""headword"": ""ini"", ""pos"": ""pron."", ""english"": ""he"", ""bangla"": ""সে (পুরুষ)"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000624,niạm,nan,,,medium,santali_dialogues_glossed.eaf,46,apɛ kɘʈi-ko-hɔ̃ lɘʈu-ko-pɛ manɔt̪̚ʔ-ko-a,,"[{""slot"": ""n."", ""headword"": ""niạm"", ""pos"": ""n."", ""english"": ""covenant"", ""bangla"": ""চুক্তি"", ""semantic_domain"": ""Law""}]",,,True,True
LLM-000625,aṭã ạ̃ṭi,nan,,,medium,santali_new_glossed.eaf,22,ɔka-t̪ɛm cala-o̯-le-na,,"[{""slot"": ""v."", ""headword"": ""aṭã ạ̃ṭi"", ""pos"": ""v."", ""english"": ""Quarrel"", ""bangla"": ""ঝগড়া করা"", ""semantic_domain"": ""Social conflict""}]",,,True,True
LLM-000626,ińren,nan,,,medium,santali_dialogues_glossed.eaf,7,ho͡i̯ d̪aɽe-jaʔ-a gubli kʰɔn ɲuɾ-e-na aɾ baŋ-kʰan gubli kʰɔn kumɾu-jɛn-t̪am-a,,"[{""slot"": ""pron."", ""headword"": ""ińren"", ""pos"": ""pron."", ""english"": ""mine"", ""bangla"": ""আমার (সম্বন্ধে)"", ""semantic_domain"": ""Grammar""}]",,,True,True
