gt_source,gt_id,gt_santali,gt_english,gt_bangla,gt_extra
Santali_dataset_parsed.csv,922,aɾ hɔ͡i̯ d̪ɔ ɘɖi ɾaŋga͡o̯t̪ɛ ɔʈaŋɔʔ ɛhɔp̚ʔena aɾ uni hɔɽaʔ kic̚ɾiʲc̚ʔ d̪ɔ ɔʈaŋ calaʔ lɛka͡i̯na.,"In the beginning, the wind was blowing very strongly and the man's clothes were almost flying in the wind.",শুরুতে বাতাস অনেক জোরে বইতে থাকলো এবং বাতাসে লোকটির কাপড় উড়ে যাওয়ার অবস্থা হলো।,
Santali_dataset_parsed.csv,923,nɔŋka ɲɛlt̪ɛ uni hɔɽ d̪ɔ a.jaʔ kicɾiʲc̚ʔ kaɟakt̪ɛ͡i̯ sap̚ʔ uɾiʲc̚ʔked̪a.,"Seeing this situation, the man gripped on his clothes very hard.",এই অবস্থা দেখে লোকটিও তার কাপড় অনেক জোরে আঁকড়ে ধরলো।,
Santali_dataset_parsed.csv,924,"hɔ͡i̯ kakʰanaʔt̪ɛ ɾe.jaɽ hɔ̃ ɾe.jaɽĭd̪ikan t̪ahɛ̃kana, ɔna i.jɘt̪ɛ aɾ mit̪̚ʔʈɛt̪̚ʔ picʰɘ̯͡oɽit̪ɛ͡i̯ uju ɟuːt̪ena.","He felt cold because of the wind, so he wrapped another shawl around himself.","বাতাসের কারণে তার গায়ে শীতও লাগছিল, তাই সে গায়ে আরেকটা চাদর জড়িয়ে নিলো।",
Santali_dataset_parsed.csv,925,aɾ hɔ͡i̯ d̪ɔ uni hɔɽaʔ hɔɽmɔ kʰɔn kicɾiʲc̚ʔ ba͡i̯ ɔcɔʔ d̪aɽeo̯͡aʔt̪a.ja.,The wind failed to undress the man.,বাতাস লোকটার কাপড় খুলতে ব্যর্থ হলো/ কাপড় খুলতে পারলো না।,
Santali_dataset_parsed.csv,926,ɔna t̪a.jɔm siɲ cand̪o d̪ɔ a.jaʔ d̪aɽe ud̪uʔɛ ɛhɔp̚ʔena.,Then the Sun began to show his power.,এরপর সূর্য তার শক্তি দেখাতে শুরু করলো।,
Santali_dataset_parsed.csv,927,siɲ cand̪o d̪ɔ a.jaʔ ɛlaŋɛ ɟɘst̪i id̪iked̪a.,The Sun increased its heat.,সূর্য তার রোদের তাপ বাড়িয়ে দিলো।,
Santali_dataset_parsed.csv,928,sit̪uŋ ɟɘst̪i id̪i.jɛnkʰan uni hɔɽ d̪ɔ lɔlɔt̪ɛ ba͡i̯ t̪ahɛ̃ d̪aɽe.jad̪a.,"As the sun rose little by little, the man became restless in the heat.",রোদ বাড়তে থাকলে লোকটা গরমে অস্থির হয়ে গেল।,
Santali_dataset_parsed.csv,929,lɔlɔt̪ɛ uni hɔɽ d̪ɔ a.jaʔ hɔɽmɔ kʰɔn aŋɾɔp̚ʔ aɾ picʰɘ͡o̯ɽi d̪ɔ͡i̯ ɾaɽa giɖikad̪a.,"In that heat, the man took off his clothes and shawl.",গরমে লোকটা তার গা থেকে জামা আর চাদর খুলে ফেললো।,
Santali_dataset_parsed.csv,930,siɲ cand̪o aɾ hɔ͡i̯ talaɾɛ siɲ cand̪ogi͡i̯ ɟit̪ɘ͡o̯ena.,"Between the Sun and the wind, the Sun won.",সূর্য আর বাতাসের মধ্যে সূর্যই জয়ী হলো।,
Santali_dataset_parsed.csv,931,"ɟohaɾ d̪ad̪a, iɲaʔ ɲut̪umd̪ɔ ɾoːni.","Visitant: [Greetings Brother], my name is Rumi.","আগন্তুক: (নমস্কার দাদা), আমার নাম রুমি।",
Santali_dataset_parsed.csv,932,amd̪ɔ cɛt̪̚ʔ ni̯͡ɘ at̪oɾɛnkanam?,Visitant: Are you from this village?,আগন্তুক: আপনি কি এই গ্রামের?,
Santali_dataset_parsed.csv,933,"ɟohaɾ, hɛ̃, iɲd̪ɔ nɔnɖɛniʔkang.jɘɲ.","Local: Greetings. Yes, I'm from here.","স্থানীয়: নমস্কার। হ্যাঁ, আমি এখানকার।",
Santali_dataset_parsed.csv,934,amd̪ɔ cɛt̪̚ʔ ɟahanaʔ baɖa.jɛm kʰɔɟɔʔkana.,Local: Do you want to know something?,স্থানীয়: আপনি কি কিছু জানতে চান?,
Santali_dataset_parsed.csv,935,iɲaʔ ɔɽaʔ nɔnɖɛkʰɔn ɘɖiː sɘŋgiɲɾɛ.,Visitant: My house is very far from here.,আগন্তুক: আমার বাড়ি এখান থেকে অনেক দূরে।,
Santali_dataset_parsed.csv,936,aɲɟɔmakad̪ɘɲ apɛ at̪oɾɛ miʔʈɛn lɘːʈu baɽed̪aɾe mɛna.a.,Visitant: I heard that there is a big banyan tree in your village.,আগন্তুক: শুনেছি আপনাদের গ্রামে একটা বড় বটগাছ আছে।,
Santali_dataset_parsed.csv,937,iɲd̪ɔ ona d̪aɾe ɲɛɲɛliɲ hɛʲc̚ʔakana.,Visitant: I have come to see that tree.,আগন্তুক: আমি সেই গাছটা দেখতে এসেছি।,
Santali_dataset_parsed.csv,938,amd̪ɔ cɛʈ̪̚ʔ ɔnɖɛ calaʔɛm mɛnɛd̪a?,Local: Do you want to go there?,স্থানীয়: আপনি কি সেখানে যেতে চান?,
Santali_dataset_parsed.csv,939,iɲd̪ɔ am calaʔ ɾe.jaʔ ɖahaɾiɲ lɘ.jamkana.,Local: I am telling you the way to go.,স্থানীয়: আমি আপনাকে যাওয়ার রাস্তা বলে দিচ্ছি।,
Santali_dataset_parsed.csv,940,iɲd̪ɔ ɟɘɾuɽge ɔnɖɛɲ cala.a.,Visitant: I will definitely go there.,আগন্তুক: আমি অবশ্যই সেখানে যাবো।,
Santali_dataset_parsed.csv,941,iɲd̪ɔ baɽed̪aɾe ni.jɘt̪ɛ kagɔɟɾɛɲ ɔːla.,Visitant: I will write about the banyan tree in the newspaper.,আগন্তুক: আমি বটগাছটা নিয়ে পত্রিকায় লিখবো।,
Santali_dataset_parsed.csv,942,amʈʰɛnkʰɔn d̪aɾe babɔt̪̚ʔt̪ɛ bada.jiɲ kʰɔɟɔʔkana.,Visitant: I want to know from you about the tree.,আগন্তুক: আপনার কাছ থেকে গাছটার ব্যাপারে জানতে চাই।,
Santali_dataset_parsed.csv,943,buɟʰhɘ͡o̯kid̪ɘɲ.,Local: Got it.,স্থানীয়: বুঝতে পেরেছি।,
Santali_dataset_parsed.csv,944,iɲaʔ baɖa͡i̯ɾɛ ɔna baɽed̪aɾe ɾe.jaʔ umɘɾ mit̪̚ʔsã͡i̯ seɾma kʰɔnhɔ̃ ɖʰeɾ.,"Local: As far as I know, that banyan tree is more than 100 years old.",স্থানীয়: আমার জানামতে: ওই বটগাছের বয়স ১০০ বছরের বেশি।,
Santali_dataset_parsed.csv,945,ɔna baɽed̪aɾe ni.jɘt̪ɛ cɛt̪̚ʔ ɟahan kisɘ mɛna.a?,Visitant: Is there any story about that banyan tree?,আগন্তুক: ওই বটগাছ নিয়ে কি কোনো গল্প আছে?,
Santali_dataset_parsed.csv,946,"hɛ̃ː, mɛna..a.",Local: Yes there is.,স্থানীয়: হ্যাঁ আছে।,
Santali_dataset_parsed.csv,947,"ɟãhã͡i̯ ɔna d̪aɾe maʔɛ mɛn lɛkʰan un.jaʔ muhim hojo.a, ɲind̪ɘ bɘɽiʲc̚ʔ kukmu͡i̯ ɲɛːla.","Local: If someone tries to cut that tree, danger comes to his life, and he has bad dreams at night.","স্থানীয়: কেউ সেই গাছ কাটতে চাইলে তার বিপদ হয়, রাতে খারাপ স্বপ্ন দেখে।",
Santali_dataset_parsed.csv,948,ɲind̪ɘ ɔkɔ͡i̯hɔ̃ ɔna d̪aɾe sɛʲc̚ʔt̪ɛ bako cala.a.,Local: No one goes near that tree at night.,স্থানীয়: রাতে কেউ ওই গাছের কাছ দিয়ে যায় না।,
Santali_dataset_parsed.csv,949,ɲind̪ɘ ced̪aʔ hɔɽko ɔna d̪aɾe sɛʲc̚ʔt̪ɛ bako cala.a?,Visitant: Why do people not go near that tree at night?,আগন্তুক: রাতে কেন লোকজন ওই গাছের কাছ দিয়ে যায় না?,
Santali_dataset_parsed.csv,950,ɲind̪ɘ ɔŋkat̪ɛ cala͡o̯ ɔk̚t̪ɛ a͡i̯ma hɔɽko bɔt̪ɔɾakna.,Local: Many got scared while passing there at night.,স্থানীয়: রাতে সেখান দিয়ে যাবার সময় অনেকে ভয় পেয়েছে।,
Santali_dataset_parsed.csv,951,hɔɽko mɛːna ɔna d̪aɾeɾɛ bʰut̪ mena.ja.,Local: People say that there resides a ghost in that tree.,স্থানীয়: লোকজন বলে — ওই গাছে ভূত আছে।,
Santali_dataset_parsed.csv,952,aɾ ɟahanaʔ?,Visitant: Anything else?,আগন্তুক: আর কিছু?,
Santali_dataset_parsed.csv,953,"ɔna baɽed̪aɾe aɽɛɾɛ mund̪il mena.a, ɔnɖɛ ɟa͡o̯ge puɟɘ hojo.a.","Local: There is a temple next to that banyan tree, worshipping ceremonies happen there regularly.","স্থানীয়: ওই বটগাছের পাশে মন্দির আছে, সেখানে নিয়মিত পূজা হয়।",
Santali_dataset_parsed.csv,954,n͡o̯a bɛgɔɾ ɟa͡o̯ sɛɾma bɘ͡i̯sɘb̚ cand̪oɾɛ ɔnɖɛ mɛla hojo.a.,"Local: Besides, a fair is held there every year in the first month of summer.",স্থানীয়: এ ছাড়া প্রতিবছর বৈশাখ মাসে ওখানে মেলা হয়।,
Santali_dataset_parsed.csv,955,unɾɛ a͡i̯ma nakʰakʰɔn ɔnɖɛ hɔɽko hiɟu.a.,"Local: At those times, people from different regions come there.",স্থানীয়: তখন বিভিন্ন অঞ্চল থেকে সেখানে লোকজন আসে।,
Santali_dataset_parsed.csv,956,amʈʰɛnkʰɔn a͡i̯maɲ baɖa͡i̯ɲam ked̪a.,Visitant: I got to know a lot of things from you.,আগন্তুক: আপনার কাছ থেকে অনেক কিছু জানতে পারলাম।,
Santali_dataset_parsed.csv,957,amd̪ɔː ɘɖi saɾha͡o̯.,Visitant: Thank you.,আগন্তুক: আপনাকে ধন্যবাদ।,
Santali_dataset_parsed.csv,958,amhɔ̃ː a͡i̯ma saɾha͡o̯.,Visitant: Thank you as well.,স্থানীয়: আপনাকেও ধন্যবাদ।,
Santali_dataset_parsed.csv,959,"muniː, hɔla iɲbaba ɔkɔ͡i̯ʈaʔ mɛɾɔmɛ kiɾiɲlid̪i unid̪ɔ sɛnd̪ɾat̪ɛ bɘɲ ɲamɛkana.","Ronnie: Moni, I can't find the goat that my father bought yesterday.","রনি: মণি, গতকাল আমার বাবা যে ছাগলটা কিনেছিলেন সেটাকে খুঁজে পাচ্ছি না।",
Santali_dataset_parsed.csv,960,amd̪ɔ unim ɲɛlkɘd̪i.ja?,Ronnie: Did you see that?,রনি: তুমি কি ওইটাকে দেখেছ?,
Santali_dataset_parsed.csv,961,cɛt̪̚ʔɛm mɛnd̪a!,Moni: Say what!,মণি: বলো কী!,
Santali_dataset_parsed.csv,962,mɛɾɔmd̪ɔ cɛt̪̚ʔlĕka͡i̯ ɲɛlɔ.a.,Moni: How does that goat look?,মণি: ছাগলটা দেখতে কেমন?,
Santali_dataset_parsed.csv,963,"mɛɾɔmaʔ ɾɔŋ hɛnd̪ɛ, mɛnkʰan hɛnd̪ɛ cet̪anɾɛ ponɖ ponɖ cʰap mena.a.","Ronnie: The colour of the goat is black, but with white markings on top of the black.","রনি: ছাগলের রং কালো, কিন্তু কালোর উপরে সাদা সাদা ছাপ আছে।",
Santali_dataset_parsed.csv,964,hɔʈɔʔɾɛ miʔʈɛn gʰɘnʈi t̪ɔl mɛna.a.,Ronnie: A bell is tied around the neck.,রনি: গলায় একটা ঘণ্টা বাঁধা আছে।,
Santali_dataset_parsed.csv,965,"hɛ̃ː, iɲ ɛnanɾɛ nɔŋkan miʔʈɛn mɛɾɔmiɲ ŋɛɭledi͡a.","Moni: Yes, I saw such a goat awhile ago.","মণি: হ্যাঁ, আমি অনেকক্ষণ আগে এরকম একটা ছাগল দেখেছিলাম।",
Santali_dataset_parsed.csv,966,mɛnkʰan nit̪ɔʔ bɘɲ ɲɛlɲamd̪ikana.,Moni: But can't see it now.,মণি: কিন্তু এখন দেখতে পাচ্ছি না।,
Santali_dataset_parsed.csv,967,iɲ lahasɛc̚ʔiɲ calaʔkana.,Ronnie: I'm going forward.,রনি: আমি সামনের দিকে যাচ্ছি।,
Santali_dataset_parsed.csv,968,mɛɾɔmd̪ɔ ɟud̪i aɾhɔm ɲɛllɛkʰan t̪aʰlɛ iɲ baɖa͡i̯.ocoɟiɲmɛ.,"Ronnie: If you see the goat again, let me know.","রনি: ছাগলটি যদি আবারও দেখো, তাহলে আমাকে জানাবে।",
Santali_dataset_parsed.csv,969,ɟɘɾuɽgeɲ baɖa͡i̯.ŏcome.ja.,Moni: Of course I will let you know.,মণি: অবশ্যই জানাবো।,
Santali_dataset_parsed.csv,970,mɛnkʰan bam send̪ɾa ɲamlɛkʰan amd̪ɔ ma.jik̚t̪ɛ gʰosona kat̪̚ʔmɛ.,"Moni: But if you don't find it, you announce it through the mic.",মণি: কিন্তু খুঁজে না পেলে তুমি মাইকে ঘোষণা করে দিয়ো।,
Santali_dataset_parsed.csv,971,ɟãhã͡i̯ko ɲamlɛkʰan d̪ɔhɔ ot̪oka.jako.,"Moni: If someone finds it, he will give/ leave it.",মণি: কেউ পেয়ে থাকলে দিয়ে/ রেখে যাবে।,
Santali_dataset_parsed.csv,972,"hɛ̃ː, kɘʈic̚ʔ bid̪ɘlɾɛ apɛɾɛn at̪̚ʔ ɖaŋɾa nɔŋkat̪ɛ͡i̯ ɲamlɛna.","Ronnie: Yes, this is how your lost cow was found when we were kids..","রনি: হ্যাঁ, ছোটবেলায় তোমাদের হারানো গরু এইভাবে পাওয়া গিয়েছিল।",
Santali_dataset_parsed.csv,973,"hɛ̃ː, iɲaʔ d̪isɘ mena.a.","Moni: Yes, I remember.","মণি: হ্যাঁ, আমার মনে আছে।",
Santali_dataset_parsed.csv,974,unɾɛ alaŋ d̪ɔ ɘɖi kɘʈiʲc̚ʔlaŋ t̪ahɛkana.,Moni: We were very young then.,মণি: আমরা তখন অনেক ছোট ছিলাম।,
Santali_dataset_parsed.csv,975,"mit̪sã͡o̯t̪ɛ iskul.lɛ calaʔkan t̪ahɛna, hakolɛ saːbɛʔkot̪ahɛna.","Moni: We used to go to school together, we used to fish.","মণি: একসাথে স্কুলে যেতাম, মাছ ধরতাম।",
Santali_dataset_parsed.csv,976,ɔna ɔk̚t̪ɛd̪ɔ ɘɖi napa͡i̯ t̪ɛhɛkana.,Ronnie: It was a beautiful time.,রনি: সেই সময়টা অনেক সুন্দর ছিল।,
Santali_dataset_parsed.csv,977,"ɟaːhok, iɲd̪ɔ nit̪̚ʔ mɛɾɔm sɛnd̪ɾaɲ cala͡o̯lɛnge.","Ronnie: Anyway, I am going to look for the goat now.","রনি: যাইহোক, আমি এখন ছাগল খুঁজতে যাই।",
Santali_dataset_parsed.csv,978,ac̚cʰa calaʔmɛ.,Moni: Well go.,মণি: আচ্ছা যাও।,
Santali_dataset_parsed.csv,979,iɲiɲ sɛnd̪ɾa ɲamlɛkʰan baɖa͡i̯ŏcomi.jɘɲ.,Moni: I will let you know when/ if I find it.,মণি: আমি খুঁজে পেলে তোমাকে জানাবো।,
Santali_dataset_parsed.csv,980,ʈʰik̚gi.ja.,Ronnie: Okay alright.,রনি: ঠিক আছে।,
Santali_dataset_parsed.csv,981,ɔt̪̚ʔɾɛ mit̪̚ʔ ʈʰɔp ɲɛlɛɾasa ɲuːɾakan t̪ahɛ̃kana.,A drop of honey was on the ground.,মাটিতে একফোঁটা মধু পড়ে ছিল।,
Santali_dataset_parsed.csv,982,paɾɔm calaʔ ɟɔkʰɛʲc̚ʔ miʔʈɛʲc̚ʔ mũʲc̚ʔ ɲɛlɛɾasa sɔ͡i̯ ɲamked̪a.,An ant passing by smelled that honey.,একটা পিঁপড়া পাশ দিয়ে যাওয়ার সময় সেই মধুর গন্ধ পেল।,
Santali_dataset_parsed.csv,983,uni mũʲc̚ʔ d̪ɔ miʔsɛʲc̚ʔ kʰɔʲc̚ʔ ɲɛɭɛɾasa ɲuɲu͡i̯ ɛhɔp̚ʔena.,The ant started consuming honey from one side.,পিঁপড়াটি একপাশ থেকে মধু খাওয়া শুরু করলো।,
Santali_dataset_parsed.csv,984,,After consuming once he was very amused and kept eating.,একবার খাওয়ার পর সে অনেক মজা পেল এবং খেতেই থাকলো।,
Santali_dataset_parsed.csv,985,,#5,mit̪̚ʔd̪ʰa͡o̯ ɲɛlɛɾasa ɲu kat̪ɛt̪̚ʔ ɘɖi sibil ked̪e.ja aɾ uni d̪ɔ ɲuɲut̪igei͡i̯ t̪ãhɛ͡i̯na.,
Santali_dataset_parsed.csv,986,ɲɛlɛɾasa ɲu ɲut̪ɛ uni.jaʔ laʲc̚ʔ d̪ɔ pʰulɘ͡u̯ɛnt̪a.ja ɛnɾɛhɔ̃ ɲɛlɛɾasa ɲuɲu d̪ɔ ba͡i̯ bɘgi.jad̪a.,"His stomach swelled as he kept devouring the honey, but still he did not stop eating.","মধু খেতে খেতে তার পেট ফুলে গেল, তবুও সে খাওয়া থামালো না।",
Santali_dataset_parsed.csv,987,,"While consuming, he stepped in between drops of honey and got his foot stuck in the honey.",খেতে খেতে সে মধুর ফোঁটার মাঝখানে চলে গেল এবং তার পা মধুতে আটকে গেল।,
Santali_dataset_parsed.csv,988,,#7,. ɲɛlɛɾasa ɲuɲut̪ɛ unid̪ɔ ɲɛlɛɾasa t̪alaɾɛ͡i̯ bɔlɔ͡i̯na aɾ a.jaʔ ɟaŋga d̪ɔ ɲɛlɛɾasaɾɛ t̪ʰɘli.jɛnt̪a.ja.,
Santali_dataset_parsed.csv,989,baɲcaʔ lɘgit̪̚ʔ a.jaʔ kaʈa t̪inɘʔɛ ɔcɔʔɛʔt̪a.ja unɘʔgi bʰit̪ɾisɛʲc̚ʔɛ bɔlɔ cala͡o̯ɛ̆na.,"The more he tried to get his foot out, the more he sank inward.",যতই সে পা ছাড়িয়ে নেওয়ার চেষ্টা করলো ততই সে ভেতরের দিকে তলিয়ে/ ডুবে গেল।,
Santali_dataset_parsed.csv,990,sahɛ̃t̪̚ʔ bɔnd̪ɔ.jɛnt̪a͡i̯t̪ɛ uni muʲc̚ʔ d̪ɔ mit̪̚ʔgʰɘɽi t̪a͡i̯nɔmɛ gɔʲc̚ʔɛna.,At one point the ant suffocated and died.,একসময় পিঁপড়াটি দমবন্ধ হয়ে মারা গেল।,
Santali_dataset_parsed.csv,991,a.jaʔ lalɔc̚ʔ ijɘt̪ɛ uni mũʲc̚ʔ d̪ɔ͡i̯ gɔʲc̚ʔena.ʔ এক বাঘ ও এক শুকর একটা কুয়ার পানি পান করতে গিয়েছিল। A tiger and a pig went to a well to drink water. [mit̪̚ʔʈɛn t̪ɘɾup̚ʔ aɾ mit̪̚ʔʈɛn suk̚ɾi mit̪̚ʔʈɛn kuɲɾɛː d̪aʔ ɲukin cala͡o̯lɛna.,The ant died due to its greed.,লোভের কারণে পিঁপড়াটির মৃত্যু হলো/ মারা গেল।,
Santali_dataset_parsed.csv,992,mɛnkʰan ɔkɔ͡i̯ lahaɾɛ d̪aʔɛː ɲu.ja no̯͡a ni̯͡ɘt̪ɛ ɘkint̪alaɾɛ kɘpɘɾiɘ͡o̯ laga͡ɔ̯ɛna.,But they quarreled over who would drink the water first.,কিন্তু কে আগে পানি খাবে এটা নিয়ে তাদের মধ্যে ঝগড়া লেগে গেল।,
Santali_dataset_parsed.csv,993,t̪ɘɾup̚ʔ ɔkalɛkat̪ɛhɔ̃ suk̚ɾi lahaɾɛ d̪aʔ ɲu ucu ba͡i̯ kʰɔɟlɛna.,The tiger did not want to let the pig drink the water first.,বাঘ কিছুতেই শুকরকে আগে পানি পান করতে দিতে চাইলো না।,
Santali_dataset_parsed.csv,994,suk̚ɾi hɔ̃ t̪ɘɾup̚ʔ lahaɾɛ d̪aʔ ɲu ucu d̪ɔ ba͡i̯ ɾɛbɛnlɛna.,The pig also refused to let the tiger drink the water first.,শুকরও বাঘকে আগে পানি পান করতে দিতে রাজি হলো না।,
Santali_dataset_parsed.csv,995,d̪aɾeɾɛ d̪uɽup̚ʔ kat̪ɛ miʔ ɟʰãk gid̪i d̪ɔ ɘkinaʔ no̯͡a gʰɔʈɔnako ɲɛlɛt̪̚ʔkant̪ãhɛna.,A group of vultures sitting on the tree was observing their situation.,গাছে বসে একদল শকুন তাদের এই ঘটনা দেখছিল।,
Santali_dataset_parsed.csv,996,t̪ɘɾup̚ʔ aɾ suk̚ɾikin gɔʲc̚ʔlɛnkʰan gid̪ikod̪ɔ uŋkinaʔ ɟil jɔmko hud̪isɔʔkan t̪ahɛna.,"When the tiger and the pig would die, vultures were thinking about eating their flesh.",বাঘ ও শুকর মরে গেলে শকুনেরা তাদের মাংস খাবে ভাবছিল।,
Santali_dataset_parsed.csv,997,mit̪̚ʔ ɔk̚t̪ɛ t̪ɘɾup̚ʔ nɔa͡i̯ buɟʰhɘ͡o̯ked̪a aɾ suk̚ɾi.jɛ mɛt̪ade.ja.,At some point the tiger understood this and told the pig.,একসময় বাঘ এটা বুঝতে পারলো এবং শুকরকে বললো।,
Santali_dataset_parsed.csv,998,no̯͡a t̪a.jɔm unkin kɘpʰɘɾiɘ͡o̯ t̪ʰiɾkat̪ɛ banahɔɽge d̪aʔkin ɲu ked̪a aɾ t̪ɛt̪aŋkin maɾa͡o̯ked̪a.,Then they stopped fighting and both drank water and quenched their thirst.,এরপর তারা ঝগড়া বন্ধ করে দুজনই পানি পান করলো এবং তৃষ্ণা মেটালো।,
Santali_dataset_parsed.csv,999,mobaĭlt̪ɛ sɘŋgiɲɾɛn hɔɽ sã͡ɔ̯t̪ɛhɔ̃ kat̪ʰam ɾɔɽ d̪aɽe.jaʔa.,It is easy to talk to the distant people with a mobile.,মোবাইল দিয়ে সহজেই দূরের মানুষের সাথে কথা বলা যায়।,
Santali_dataset_parsed.csv,1000,mobaĭlt̪ɛ pɛɽako̯͡aʔ boge ɟud̪ɘhɔm baɖa͡i̯ d̪aɽe.jaʔa.,Relatives can be inquired through mobile.,আত্নীয়-স্বজনের খোঁজখবর নেওয়া যায়।,
Santali_dataset_parsed.csv,1001,"mobaĭlt̪ɛ seɾeɲ aɲɟɔmɔʔa, pʰɔʈɔ ɾakabɔʔa, senema aɾ naʈɔk̚ ɲɛlɔ.a.","Mobile can be used to listen to music, take pictures and watch movies.","মোবাইলে গান শোনা যায়, ছবি তোলা যায়, সিনেমা ও নাটক দেখা যায়।",
Santali_dataset_parsed.csv,1002,mobaĭlt̪ɛm hisɘb d̪aɽeo̯͡aʔa aɾ ɔk̚t̪ɛhɔm baɖa͡i̯ d̪aɽe.jaʔa.,"Besides, numbers can be calculated and the time can be checked on the mobile.",এছাড়া হিসাব করা যায় ও সময় দেখা যায় মোবাইলে।,
Santali_dataset_parsed.csv,1003,"pɘhil pɘhil d̪ɔ mobaĭlɾe.jaʔ d̪am ɘɖi ɟɘst̪i t̪ahɛ̃kana, ɔna i͡ɘt̪ɛ hɔɽd̪ɔ mobaĭl baku kiɾiɲ d̪aɽe.jaʔkant̪ahɛ̃na.",Initially the price was high so most people could not afford the mobile.,"প্রথম প্রথম দাম বেশি ছিল, তাই বেশিরভাগ মানুষ মোবাইল কিনতে পারতো না।",
Santali_dataset_parsed.csv,1004,unɾɛ d̪ɔkanɾɛ cala͡o̯kat̪ɛt̪̚ʔ ʈakat̪ɛ kat̪ʰa ɾɔɽ ho.joʔkan t̪ahɛ̃na.,"At that time, we had to go to the shop and talk with money.",তখন দোকানে গিয়ে টাকা দিয়ে কথা বলতে হতো।,
Santali_dataset_parsed.csv,1005,mɛnkʰan nit̪̚ d̪ɔ ɖʰeɾ hɔɽ ʈʰɛnge mobaĭl mena.a.,But now most people have mobile phones.,কিন্তু এখন বেশিরভাগ মানুষের কাছেই মোবাইল আছে।,
Santali_dataset_parsed.csv,1006,moba͡i̯ltege nit̪̚ d̪ɔ ʈaka kolo.a aɾ ʈaka ɲamɔ.a.,Money can now be paid and received through mobile.,মোবাইলের মাধ্যমে এখন টাকা দেওয়া ও নেওয়া যায়।,
Santali_dataset_parsed.csv,1007,mobaĭlɾɛ inʈaɾneʈ̚hɔ̃ku bɛbɔhaɾa.,The Internet can be used/ run on mobile.,মোবাইলে ইন্টারনেট ব্যবহার করা/ চালানো যায়।,
Santali_dataset_parsed.csv,1008,inʈaɾneʈ̚t̪ɛm ɔlɔʔ paɽha͡o̯ d̪aɽe.jaʔa.,We can even study on the internet/ online.,ইন্টারনেটে/ অনলাইনে পড়াশোনা করা যায়।,
Santali_dataset_parsed.csv,1009,mit̪̚ʔd̪in mĭt̪̚ʔʈɛn kɘhũ ɘɖiː ãːʈ t̪et̪aŋked̪e.ja.,One day a crow got very thirsty for water.,একদিন একটা কাকের খুব পিপাসা/ পানির তৃষ্ণা পেল।,
Santali_dataset_parsed.csv,1010,hant̪ɛnat̪ɛ kɔ.jɔʔbaɽa kat̪ɛ unid̪ɔ ɾacaɾɛ mit̪̚ʔʈɛn hasaɾe.jaʔ kanɖa͡i̯ ɲɛlɲamked̪a.,"Meanwhile, looking here and there, it saw an earthen pitcher in the yard.",এদিকে ওইদিকে তাকিয়ে সে উঠানে একটি মাটির কলসি দেখতে পেল।,
Santali_dataset_parsed.csv,1011,mɛnkʰan d̪aʔd̪ɔ t̪ahɛkana kanɖaɾe.jaʔ ɛkalt̪ɛ lat̪aɾ ɟalat̪̚ʔɾɛ.,But the water was at the bottom of the pitcher.,কিন্তু পানি ছিল কলসির একেবারে নিচে/ তলায়।,
Santali_dataset_parsed.csv,1012,ɔna kakʰant̪ɛ kɘhũd̪ɔ ɔna d̪aʔ ba͡i̯ ɲu d̪aɽɛ.jad̪a.,Because of this the crow could not drink that water.,এই কারণে কাক সেই পানি পান করতে পারলো না।,
Santali_dataset_parsed.csv,1013,unɾɛ kɘhũd̪ɔ mit̪̚ʔʈɛn upɘ.jɛ uɖuŋked̪a.,Then the crow thought of a way.,তখন কাকটি একটা উপায় বের করলো।,
Santali_dataset_parsed.csv,1014,uni d̪ɔ ɔna kanɖa bʰit̪̚ɾiɾɛ d̪ʰiɾiɾe.jaʔ kuʈ̚ɾɘ giɖi͡i̯ laga͡o̯ɛna.,It started throwing pieces of stone into that pitcher.,সে ওই কলসির মধ্যে পাথরের টুকরো ফেলতে লাগলো।,
Santali_dataset_parsed.csv,1015,d̪ʰiɾi kuʈ̚ɾɘ ɟɔma͡o̯ ɟɔma͡o̯t̪ɛ d̪aʔ d̪ɔ kanɖa ɾe.jaʔ mɔcaʈʰɛn hɛʲc̚ʔɛna.,The stones accumulated and the water came to the mouth of the pitcher.,পাথর জমে জমে পানি কলসির মুখের কাছে চলে এলো।,
Santali_dataset_parsed.csv,1016,kɘhũ d̪ɔ unɾɛ ɔna d̪aʔɛ ɲuː ked̪a.,The crow then drank that water.,কাকটি তখন সেই পানি পান করলো।,
Santali_dataset_parsed.csv,1017,baŋlad̪es a͡i̯ma pɘɾsi aɾ a͡i̯ma ɟɘt̪i ɾe.jaʔ mit̪̚ʔʈɛn d̪isɘm.,Bangladesh is a multilingual and multi-racial country.,বাংলাদেশ বহুভাষা ও বহুজাতির একটি দেশ।,
Santali_dataset_parsed.csv,1018,no̯͡a d̪isɘmɾɛ baŋgali bɛgɔɾhɔ̃ noŋka mɔ̃ɽɛgɛlgɔʈɛn ɟɘt̪iɾɛn hɔɽko giɾɘbɘsiʔkana.,"In addition to the Bangalees, about 50 other nationalities live in this country.",এই দেশে বাঙালি ছাড়াও প্রায় ৫০টি জাতির মানুষ বাস করে।,
