file,utterance_id,root_annotation_id,root_tier,start_ms,end_ms,ref,mb,gl,ft,ipa,bangla,english,ipa_original,ipa_normalized,segmentation,gloss,notes,all_tiers_json
santali_glossed_1.eaf,77,a381,Bangla,76000,77000,,,,,,[S7.17] কাকা: ভালোমতো পড়াশুনা করো।,Uncle: Study well.,bʰaget̪ɛ paɽhaʔmɛ.,bʰage-t̪ɛ paɽha-ʔ-me.,bʰage-t̪ɛ | paɽha-ʔ-me,good-INS | study-MID-2SG.IMP,,"{""Bangla"": [""[S7.17] কাকা: ভালোমতো পড়াশুনা করো।""], ""English"": [""Uncle: Study well.""], ""Gloss"": [""good-INS"", ""study-MID-2SG.IMP""], ""IPA-Normalized"": [""bʰage-t̪ɛ paɽha-ʔ-me.""], ""IPA-Original"": [""bʰaget̪ɛ paɽhaʔmɛ.""], ""Segmentation"": [""bʰage-t̪ɛ"", ""paɽha-ʔ-me""]}"
santali_glossed_1.eaf,78,a386,Bangla,77000,78000,,,,,,[S8.1] অর্ক: অনেকদিন থেকে আমাদের এলাকায় কোনো উৎসব হয় না।,Arka: For many days there happens no festival in our locality.,a͡imad̪inkʰɔn alɛ ʈoʈʰaɾɛ ɟahan pɔɾɔb baŋ hojoʔkana.,a͡ima-d̪in-kʰɔn alɛ ʈoʈʰa-ɾɛ ɟahan pɔɾɔb baŋ ho.j-ɔʔ-kan-a.,a͡ima-d̪in-kʰɔn | alɛ | ʈoʈʰa-ɾɛ | ɟahan | pɔɾɔb | baŋ | ho.j-ɔʔ-kan-a,many-day-ABL | 1PL.EXCL | locality-LOC | any | festival | NEG | happen-MID-PRS-FIN,,"{""Bangla"": [""[S8.1] অর্ক: অনেকদিন থেকে আমাদের এলাকায় কোনো উৎসব হয় না।""], ""English"": [""Arka: For many days there happens no festival in our locality.""], ""Gloss"": [""many-day-ABL"", ""1PL.EXCL"", ""locality-LOC"", ""any"", ""festival"", ""NEG"", ""happen-MID-PRS-FIN""], ""IPA-Normalized"": [""a͡ima-d̪in-kʰɔn alɛ ʈoʈʰa-ɾɛ ɟahan pɔɾɔb baŋ ho.j-ɔʔ-kan-a.""], ""IPA-Original"": [""a͡imad̪inkʰɔn alɛ ʈoʈʰaɾɛ ɟahan pɔɾɔb baŋ hojoʔkana.""], ""Segmentation"": [""a͡ima-d̪in-kʰɔn"", ""alɛ"", ""ʈoʈʰa-ɾɛ"", ""ɟahan"", ""pɔɾɔb"", ""baŋ"", ""ho.j-ɔʔ-kan-a""]}"
santali_glossed_1.eaf,79,a391,Bangla,78000,79000,,,,,,"[S8.2] অর্ক: চলো, আমরা একটা উৎসবের আয়োজন করি।","Arka: Come on, let's organize a festival.","d̪ɛla, abo mit̪̚ʔʈɛn pɔɾɔbbon sapɽa͡o̯kat̪̚ʔlege.","d̪ɛla, abo mit̪ʔ-ʈɛn pɔɾɔb-bon sapɽa͡o̯-kat̪ʔ-le-ge.",d̪ɛla | abo | mit̪ʔ-ʈɛn | pɔɾɔb-bon | sapɽa͡o̯-kat̪ʔ-le-ge,come.HORT | 1PL.INCL | one-CLF.HUM | festival-1PL.INCL.A | arrange-CVB-1PL.EXCL-EMPH,abo = 1PL.INCL; -bon = 1PL.INCL agentive.,"{""Bangla"": [""[S8.2] অর্ক: চলো, আমরা একটা উৎসবের আয়োজন করি।""], ""English"": [""Arka: Come on, let's organize a festival.""], ""Gloss"": [""come.HORT"", ""1PL.INCL"", ""one-CLF.HUM"", ""festival-1PL.INCL.A"", ""arrange-CVB-1PL.EXCL-EMPH""], ""IPA-Normalized"": [""d̪ɛla, abo mit̪ʔ-ʈɛn pɔɾɔb-bon sapɽa͡o̯-kat̪ʔ-le-ge.""], ""IPA-Original"": [""d̪ɛla, abo mit̪̚ʔʈɛn pɔɾɔbbon sapɽa͡o̯kat̪̚ʔlege.""], ""Notes"": [""abo = 1PL.INCL; -bon = 1PL.INCL agentive.""], ""Segmentation"": [""d̪ɛla"", ""abo"", ""mit̪ʔ-ʈɛn"", ""pɔɾɔb-bon"", ""sapɽa͡o̯-kat̪ʔ-le-ge""]}"
santali_glossed_1.eaf,80,a396,Bangla,79000,80000,,,,,,"[S8.3] প্রদীপ: হ্যাঁ, এটা একটা দারুণ চিন্তা।","Pradeep: Yes, it's a great/good idea.","hɛ̃ː, no̯͡a d̪ɔ mit̪̚ʔʈɛn bʰage hudis.","hɛ̃, no̯͡a d̪ɔ mit̪ʔ-ʈɛn bʰage hudis.",hɛ̃ | no̯͡a | d̪ɔ | mit̪ʔ-ʈɛn | bʰage | hudis,yes | DEM.PROX | DET | one-CLF.HUM | good | thought,,"{""Bangla"": [""[S8.3] প্রদীপ: হ্যাঁ, এটা একটা দারুণ চিন্তা।""], ""English"": [""Pradeep: Yes, it's a great/good idea.""], ""Gloss"": [""yes"", ""DEM.PROX"", ""DET"", ""one-CLF.HUM"", ""good"", ""thought""], ""IPA-Normalized"": [""hɛ̃, no̯͡a d̪ɔ mit̪ʔ-ʈɛn bʰage hudis.""], ""IPA-Original"": [""hɛ̃ː, no̯͡a d̪ɔ mit̪̚ʔʈɛn bʰage hudis.""], ""Segmentation"": [""hɛ̃"", ""no̯͡a"", ""d̪ɔ"", ""mit̪ʔ-ʈɛn"", ""bʰage"", ""hudis""]}"
santali_glossed_1.eaf,81,a401,Bangla,80000,81000,,,,,,[S8.4] প্রদীপ: তুমি কি এটা নিয়ে কিছু ভেবেছ?,Pradeep: Have you thought about it?,amd̪ɔ cɛt̪̚ʔ no̯͡a ni̯͡ɘt̪ɛ ɟahanaʔɛm ganɖɔnakad̪a?,am d̪ɔ cɛt̪ʔ no̯͡a ni̯͡ɘ-t̪ɛ ɟahanaʔ-e-m ganɖɔn-akad-a?,am | d̪ɔ | cɛt̪ʔ | no̯͡a | ni̯͡ɘ-t̪ɛ | ɟahanaʔ-e-m | ganɖɔn-akad-a,2SG | DET | Q | DEM.PROX | regarding-INS | something-3SG.OBJ-2SG.A | think-PRF-FIN,,"{""Bangla"": [""[S8.4] প্রদীপ: তুমি কি এটা নিয়ে কিছু ভেবেছ?""], ""English"": [""Pradeep: Have you thought about it?""], ""Gloss"": [""2SG"", ""DET"", ""Q"", ""DEM.PROX"", ""regarding-INS"", ""something-3SG.OBJ-2SG.A"", ""think-PRF-FIN""], ""IPA-Normalized"": [""am d̪ɔ cɛt̪ʔ no̯͡a ni̯͡ɘ-t̪ɛ ɟahanaʔ-e-m ganɖɔn-akad-a?""], ""IPA-Original"": [""amd̪ɔ cɛt̪̚ʔ no̯͡a ni̯͡ɘt̪ɛ ɟahanaʔɛm ganɖɔnakad̪a?""], ""Segmentation"": [""am"", ""d̪ɔ"", ""cɛt̪ʔ"", ""no̯͡a"", ""ni̯͡ɘ-t̪ɛ"", ""ɟahanaʔ-e-m"", ""ganɖɔn-akad-a""]}"
santali_glossed_1.eaf,82,a406,Bangla,81000,82000,,,,,,[S8.5] প্রদীপ: উৎসবে কী কী থাকবে?,Pradeep: What will be in the festival?,pɔɾɔbɾɛ cɛt̪̚ʔ cɛt̪̚ʔ t̪ahɛ̃na?,pɔɾɔb-ɾɛ cɛt̪ʔ cɛt̪ʔ t̪ahɛ̃-n-a?,pɔɾɔb-ɾɛ | cɛt̪ʔ | cɛt̪ʔ | t̪ahɛ̃-n-a,festival-LOC | what | what | be-?-FIN,,"{""Bangla"": [""[S8.5] প্রদীপ: উৎসবে কী কী থাকবে?""], ""English"": [""Pradeep: What will be in the festival?""], ""Gloss"": [""festival-LOC"", ""what"", ""what"", ""be-?-FIN""], ""IPA-Normalized"": [""pɔɾɔb-ɾɛ cɛt̪ʔ cɛt̪ʔ t̪ahɛ̃-n-a?""], ""IPA-Original"": [""pɔɾɔbɾɛ cɛt̪̚ʔ cɛt̪̚ʔ t̪ahɛ̃na?""], ""Segmentation"": [""pɔɾɔb-ɾɛ"", ""cɛt̪ʔ"", ""cɛt̪ʔ"", ""t̪ahɛ̃-n-a""]}"
santali_glossed_1.eaf,83,a411,Bangla,82000,83000,,,,,,[S8.6] অর্ক: উৎসবে নাচ-গান থাকবে।,Arka: The festival will include dancing and singing.,pɔɾɔbɾɛ ɛnɛʲc̚ʔ seɾeɲ t̪ahɛna.,pɔɾɔb-ɾɛ ɛnɛc̚ʔ seɾeɲ t̪ahɛ-n-a.,pɔɾɔb-ɾɛ | ɛnɛc̚ʔ | seɾeɲ | t̪ahɛ-n-a,festival-LOC | dance | song | be-?-FIN,,"{""Bangla"": [""[S8.6] অর্ক: উৎসবে নাচ-গান থাকবে।""], ""English"": [""Arka: The festival will include dancing and singing.""], ""Gloss"": [""festival-LOC"", ""dance"", ""song"", ""be-?-FIN""], ""IPA-Normalized"": [""pɔɾɔb-ɾɛ ɛnɛc̚ʔ seɾeɲ t̪ahɛ-n-a.""], ""IPA-Original"": [""pɔɾɔbɾɛ ɛnɛʲc̚ʔ seɾeɲ t̪ahɛna.""], ""Segmentation"": [""pɔɾɔb-ɾɛ"", ""ɛnɛc̚ʔ"", ""seɾeɲ"", ""t̪ahɛ-n-a""]}"
santali_glossed_1.eaf,84,a416,Bangla,83000,84000,,,,,,[S8.7] অর্ক: সেই সাথে একটা ফুটবল ম্যাচ থাকবে।,Arka: There will also be a football match.,ɔna sa͡ɔ̯t̪ɛ miʔʈɛn pʰuʈbɔl kʰilɘʈ t̪ahɛ̃na.,ɔna sa͡ɔ̯-t̪ɛ mit̪ʔ-ʈɛn pʰuʈbɔl kʰilɘʈ t̪ahɛ̃-n-a.,ɔna | sa͡ɔ̯-t̪ɛ | mit̪ʔ-ʈɛn | pʰuʈbɔl | kʰilɘʈ | t̪ahɛ̃-n-a,DEM.DIST | with-INS | one-CLF.HUM | football | match | be-?-FIN,,"{""Bangla"": [""[S8.7] অর্ক: সেই সাথে একটা ফুটবল ম্যাচ থাকবে।""], ""English"": [""Arka: There will also be a football match.""], ""Gloss"": [""DEM.DIST"", ""with-INS"", ""one-CLF.HUM"", ""football"", ""match"", ""be-?-FIN""], ""IPA-Normalized"": [""ɔna sa͡ɔ̯-t̪ɛ mit̪ʔ-ʈɛn pʰuʈbɔl kʰilɘʈ t̪ahɛ̃-n-a.""], ""IPA-Original"": [""ɔna sa͡ɔ̯t̪ɛ miʔʈɛn pʰuʈbɔl kʰilɘʈ t̪ahɛ̃na.""], ""Segmentation"": [""ɔna"", ""sa͡ɔ̯-t̪ɛ"", ""mit̪ʔ-ʈɛn"", ""pʰuʈbɔl"", ""kʰilɘʈ"", ""t̪ahɛ̃-n-a""]}"
santali_glossed_1.eaf,85,a421,Bangla,84000,85000,,,,,,[S8.8] অর্ক: ফুটবল ম্যাচটি হবে বিবাহিত এবং অবিবাহিতদের মধ্যে।,Arka: The football match will be between the married and the unmarried.,pʰuʈbɔl kʰilɘʈ d̪ɔ ho.jo.a bap̚laɔ͡͡akan aɾ ɖɘŋu̯͡ɘku t̪alaɾɛ.,pʰuʈbɔl kʰilɘʈ d̪ɔ ho.j-o-a bap̚la-akan aɾ ɖɘŋu̯͡ɘ-ku t̪ala-ɾɛ.,pʰuʈbɔl | kʰilɘʈ | d̪ɔ | ho.j-o-a | bap̚la-akan | aɾ | ɖɘŋu̯͡ɘ-ku | t̪ala-ɾɛ,football | match | DET | happen-FUT-FIN | marry-PRF | and | bachelor-3PL | middle-LOC,,"{""Bangla"": [""[S8.8] অর্ক: ফুটবল ম্যাচটি হবে বিবাহিত এবং অবিবাহিতদের মধ্যে।""], ""English"": [""Arka: The football match will be between the married and the unmarried.""], ""Gloss"": [""football"", ""match"", ""DET"", ""happen-FUT-FIN"", ""marry-PRF"", ""and"", ""bachelor-3PL"", ""middle-LOC""], ""IPA-Normalized"": [""pʰuʈbɔl kʰilɘʈ d̪ɔ ho.j-o-a bap̚la-akan aɾ ɖɘŋu̯͡ɘ-ku t̪ala-ɾɛ.""], ""IPA-Original"": [""pʰuʈbɔl kʰilɘʈ d̪ɔ ho.jo.a bap̚laɔ͡͡akan aɾ ɖɘŋu̯͡ɘku t̪alaɾɛ.""], ""Segmentation"": [""pʰuʈbɔl"", ""kʰilɘʈ"", ""d̪ɔ"", ""ho.j-o-a"", ""bap̚la-akan"", ""aɾ"", ""ɖɘŋu̯͡ɘ-ku"", ""t̪ala-ɾɛ""]}"
santali_glossed_1.eaf,86,a426,Bangla,85000,86000,,,,,,[S8.9] প্রদীপ: এই উৎসব কবে এবং কোথায় করা যায়?,Pradeep: When and where can this festival be held?,nɔ̯͡a pɔɾɔp̚ t̪is aɾ ɔkaɾɛ ho͡i̯ oco d̪aɽeja.a.,no̯͡a pɔɾɔp̚ t̪is aɾ ɔka-ɾɛ ho͡i̯-oco d̪aɽe-a-a.,no̯͡a | pɔɾɔp̚ | t̪is | aɾ | ɔka-ɾɛ | ho͡i̯-oco | d̪aɽe-a-a,DEM.PROX | festival | when | and | where-LOC | happen-CAUS | able-FIN-FIN,,"{""Bangla"": [""[S8.9] প্রদীপ: এই উৎসব কবে এবং কোথায় করা যায়?""], ""English"": [""Pradeep: When and where can this festival be held?""], ""Gloss"": [""DEM.PROX"", ""festival"", ""when"", ""and"", ""where-LOC"", ""happen-CAUS"", ""able-FIN-FIN""], ""IPA-Normalized"": [""no̯͡a pɔɾɔp̚ t̪is aɾ ɔka-ɾɛ ho͡i̯-oco d̪aɽe-a-a.""], ""IPA-Original"": [""nɔ̯͡a pɔɾɔp̚ t̪is aɾ ɔkaɾɛ ho͡i̯ oco d̪aɽeja.a.""], ""Segmentation"": [""no̯͡a"", ""pɔɾɔp̚"", ""t̪is"", ""aɾ"", ""ɔka-ɾɛ"", ""ho͡i̯-oco"", ""d̪aɽe-a-a""]}"
santali_glossed_1.eaf,87,a431,Bangla,86000,87000,,,,,,[S8.10] অর্ক: ছুটির দিনে আয়োজন করলে আমরা আমাদের স্কুলের মাঠটি ব্যবহার করতে পারবো।,Arka: We can use the school grounds if we organize on holidays.,cʰuʈi hilɘʔ sapɽa͡ɔ̯lɛkʰan abu iskulɾe.jaʔ maʈʰbun bɛbɔhaɾ d̪aɽe.jaʔa.,cʰuʈi hilɘʔ sapɽa͡ɔ̯-lɛn-kʰan abu iskul-ɾe-aʔ maʈʰ-bun bɛbɔhaɾ d̪aɽe-aʔ-a.,cʰuʈi | hilɘʔ | sapɽa͡ɔ̯-lɛn-kʰan | abu | iskul-ɾe-aʔ | maʈʰ-bun | bɛbɔhaɾ | d̪aɽe-aʔ-a,holiday | day | arrange-M.PST-COND | 1PL.INCL | school-LOC-GEN | ground-1PL.INCL.A | use | able-?-FIN,,"{""Bangla"": [""[S8.10] অর্ক: ছুটির দিনে আয়োজন করলে আমরা আমাদের স্কুলের মাঠটি ব্যবহার করতে পারবো।""], ""English"": [""Arka: We can use the school grounds if we organize on holidays.""], ""Gloss"": [""holiday"", ""day"", ""arrange-M.PST-COND"", ""1PL.INCL"", ""school-LOC-GEN"", ""ground-1PL.INCL.A"", ""use"", ""able-?-FIN""], ""IPA-Normalized"": [""cʰuʈi hilɘʔ sapɽa͡ɔ̯-lɛn-kʰan abu iskul-ɾe-aʔ maʈʰ-bun bɛbɔhaɾ d̪aɽe-aʔ-a.""], ""IPA-Original"": [""cʰuʈi hilɘʔ sapɽa͡ɔ̯lɛkʰan abu iskulɾe.jaʔ maʈʰbun bɛbɔhaɾ d̪aɽe.jaʔa.""], ""Segmentation"": [""cʰuʈi"", ""hilɘʔ"", ""sapɽa͡ɔ̯-lɛn-kʰan"", ""abu"", ""iskul-ɾe-aʔ"", ""maʈʰ-bun"", ""bɛbɔhaɾ"", ""d̪aɽe-aʔ-a""]}"
santali_glossed_1.eaf,88,a436,Bangla,87000,88000,,,,,,[S8.11] প্রদীপ: আমাদের উৎসবে স্কুলকে সাথে রাখা দরকার।,Pradeep: We need to include the school in our festival.,abu̯͡aʔ pɔɾɔbɾɛ iskuld̪ɔ sã͡ot̪ɛ d̪ɔhɔ ɟɘɾuɽa.,abu-aʔ pɔɾɔb-ɾɛ iskul d̪ɔ sã͡o-t̪ɛ d̪ɔhɔ ɟɘɾuɽ-a.,abu-aʔ | pɔɾɔb-ɾɛ | iskul | d̪ɔ | sã͡o-t̪ɛ | d̪ɔhɔ | ɟɘɾuɽ-a,1PL.INCL-GEN | festival-LOC | school | DET | with-INS | keep | necessary-FIN,,"{""Bangla"": [""[S8.11] প্রদীপ: আমাদের উৎসবে স্কুলকে সাথে রাখা দরকার।""], ""English"": [""Pradeep: We need to include the school in our festival.""], ""Gloss"": [""1PL.INCL-GEN"", ""festival-LOC"", ""school"", ""DET"", ""with-INS"", ""keep"", ""necessary-FIN""], ""IPA-Normalized"": [""abu-aʔ pɔɾɔb-ɾɛ iskul d̪ɔ sã͡o-t̪ɛ d̪ɔhɔ ɟɘɾuɽ-a.""], ""IPA-Original"": [""abu̯͡aʔ pɔɾɔbɾɛ iskuld̪ɔ sã͡ot̪ɛ d̪ɔhɔ ɟɘɾuɽa.""], ""Segmentation"": [""abu-aʔ"", ""pɔɾɔb-ɾɛ"", ""iskul"", ""d̪ɔ"", ""sã͡o-t̪ɛ"", ""d̪ɔhɔ"", ""ɟɘɾuɽ-a""]}"
santali_glossed_1.eaf,89,a441,Bangla,88000,89000,,,,,,"[S8.12] প্রদীপ: কারণ, স্কুলের ছাত্রছাত্রীরা আমাদের সাহায্য করতে পারবে।",Pradeep: Because school students could help us.,ced̪aʔsɛ iskulɾɛn gid̪ɾɘko aboko gɔɽɔ d̪aɽe͡o̯ɘ̆bona.,ced̪aʔ-sɛ iskul-ɾɛn gid̪ɾɘ-ko abo-ko gɔɽɔ d̪aɽe-o̯-bon-a.,ced̪aʔ-sɛ | iskul-ɾɛn | gid̪ɾɘ-ko | abo-ko | gɔɽɔ | d̪aɽe-o̯-bon-a,because-or | school-GEN.HUM | child-3PL | 1PL.INCL-3PL.A | help | able-FUT-1PL.INCL.OBJ-FIN,,"{""Bangla"": [""[S8.12] প্রদীপ: কারণ, স্কুলের ছাত্রছাত্রীরা আমাদের সাহায্য করতে পারবে।""], ""English"": [""Pradeep: Because school students could help us.""], ""Gloss"": [""because-or"", ""school-GEN.HUM"", ""child-3PL"", ""1PL.INCL-3PL.A"", ""help"", ""able-FUT-1PL.INCL.OBJ-FIN""], ""IPA-Normalized"": [""ced̪aʔ-sɛ iskul-ɾɛn gid̪ɾɘ-ko abo-ko gɔɽɔ d̪aɽe-o̯-bon-a.""], ""IPA-Original"": [""ced̪aʔsɛ iskulɾɛn gid̪ɾɘko aboko gɔɽɔ d̪aɽe͡o̯ɘ̆bona.""], ""Segmentation"": [""ced̪aʔ-sɛ"", ""iskul-ɾɛn"", ""gid̪ɾɘ-ko"", ""abo-ko"", ""gɔɽɔ"", ""d̪aɽe-o̯-bon-a""]}"
santali_glossed_1.eaf,90,a446,Bangla,89000,90000,,,,,,[S8.13] অর্ক: তাহলে স্কুলের প্রধান শিক্ষকের সাথে কথা বলতে হবে।,Arka: So we will have to talk to the headmaster of the school.,t̪ahalɛ iskulɾɛn maɾaŋ mahasɔ͡i̯ sãot̪ɛ katʰa ɾɔɽ ho.j.a.,t̪ahalɛ iskul-ɾɛn maɾaŋ mahasɔ͡i̯ sã͡o-t̪ɛ kat̪ʰa ɾɔɽ ho.j-a.,t̪ahalɛ | iskul-ɾɛn | maɾaŋ | mahasɔ͡i̯ | sã͡o-t̪ɛ | kat̪ʰa | ɾɔɽ | ho.j-a,so | school-GEN.HUM | big | teacher | with-INS | talk | speak | happen-FIN,,"{""Bangla"": [""[S8.13] অর্ক: তাহলে স্কুলের প্রধান শিক্ষকের সাথে কথা বলতে হবে।""], ""English"": [""Arka: So we will have to talk to the headmaster of the school.""], ""Gloss"": [""so"", ""school-GEN.HUM"", ""big"", ""teacher"", ""with-INS"", ""talk"", ""speak"", ""happen-FIN""], ""IPA-Normalized"": [""t̪ahalɛ iskul-ɾɛn maɾaŋ mahasɔ͡i̯ sã͡o-t̪ɛ kat̪ʰa ɾɔɽ ho.j-a.""], ""IPA-Original"": [""t̪ahalɛ iskulɾɛn maɾaŋ mahasɔ͡i̯ sãot̪ɛ katʰa ɾɔɽ ho.j.a.""], ""Segmentation"": [""t̪ahalɛ"", ""iskul-ɾɛn"", ""maɾaŋ"", ""mahasɔ͡i̯"", ""sã͡o-t̪ɛ"", ""kat̪ʰa"", ""ɾɔɽ"", ""ho.j-a""]}"
santali_glossed_1.eaf,91,a451,Bangla,90000,91000,,,,,,[S8.14] অর্ক: উৎসবে কী কী থাকবে সেগুলো নিয়েও আলোচনা/আলাপ করতে হবে।,Arka: What segments will be in the festival should also be needed to discuss,pɔɾɔbɾɛ cɛt̪̚ʔ cɛt̪̚ʔ tahɛna ɔnako ni̯͡ɘt̪ɛhɔ̃ galmaɾa͡o̯ ho.joʔa.,pɔɾɔb-ɾɛ cɛt̪ʔ cɛt̪ʔ t̪ahɛ-n-a ɔna-ko ni̯͡ɘ-t̪ɛ-hɔ̃ galmaɾa͡o̯ ho.j-ɔʔ-a.,pɔɾɔb-ɾɛ | cɛt̪ʔ | cɛt̪ʔ | t̪ahɛ-n-a | ɔna-ko | ni̯͡ɘ-t̪ɛ-hɔ̃ | galmaɾa͡o̯ | ho.j-ɔʔ-a,festival-LOC | what | what | be-?-FIN | DEM.DIST-3PL | regarding-INS-also | discuss | happen-MID-FIN,,"{""Bangla"": [""[S8.14] অর্ক: উৎসবে কী কী থাকবে সেগুলো নিয়েও আলোচনা/আলাপ করতে হবে।""], ""English"": [""Arka: What segments will be in the festival should also be needed to discuss""], ""Gloss"": [""festival-LOC"", ""what"", ""what"", ""be-?-FIN"", ""DEM.DIST-3PL"", ""regarding-INS-also"", ""discuss"", ""happen-MID-FIN""], ""IPA-Normalized"": [""pɔɾɔb-ɾɛ cɛt̪ʔ cɛt̪ʔ t̪ahɛ-n-a ɔna-ko ni̯͡ɘ-t̪ɛ-hɔ̃ galmaɾa͡o̯ ho.j-ɔʔ-a.""], ""IPA-Original"": [""pɔɾɔbɾɛ cɛt̪̚ʔ cɛt̪̚ʔ tahɛna ɔnako ni̯͡ɘt̪ɛhɔ̃ galmaɾa͡o̯ ho.joʔa.""], ""Segmentation"": [""pɔɾɔb-ɾɛ"", ""cɛt̪ʔ"", ""cɛt̪ʔ"", ""t̪ahɛ-n-a"", ""ɔna-ko"", ""ni̯͡ɘ-t̪ɛ-hɔ̃"", ""galmaɾa͡o̯"", ""ho.j-ɔʔ-a""]}"
santali_glossed_1.eaf,92,a456,Bangla,91000,92000,,,,,,"[S8.15] প্রদীপ: উৎসবে কত টাকা লাগবে, কতজন মানুষ লাগবে; সবকিছু নিয়ে আলাপ করতে হবে।","Pradeep: How much money will be needed for the festival, how many people will be needed, everything has to be discussed.",pɔɾɔbɾɛ t̪inɘʔ kɘ͡o̯ɖi laga.a t̪inɘʔ hɔɽko laga.a sanamko ni̯͡ɘt̪ɛ galmaɾa͡o̯ ho.joʔa.,pɔɾɔb-ɾɛ t̪inɘʔ kɘ͡o̯ɖi laga-a t̪inɘʔ hɔɽ-ko laga-a sanam-ko ni̯͡ɘ-t̪ɛ galmaɾa͡o̯ ho.j-ɔʔ-a.,pɔɾɔb-ɾɛ | t̪inɘʔ | kɘ͡o̯ɖi | laga-a | t̪inɘʔ | hɔɽ-ko | laga-a | sanam-ko | ni̯͡ɘ-t̪ɛ | galmaɾa͡o̯ | ho.j-ɔʔ-a,festival-LOC | how.much | money | need-FIN | how.much | person-3PL | need-FIN | all-3PL | regarding-INS | discuss | happen-MID-FIN,,"{""Bangla"": [""[S8.15] প্রদীপ: উৎসবে কত টাকা লাগবে, কতজন মানুষ লাগবে; সবকিছু নিয়ে আলাপ করতে হবে।""], ""English"": [""Pradeep: How much money will be needed for the festival, how many people will be needed, everything has to be discussed.""], ""Gloss"": [""festival-LOC"", ""how.much"", ""money"", ""need-FIN"", ""how.much"", ""person-3PL"", ""need-FIN"", ""all-3PL"", ""regarding-INS"", ""discuss"", ""happen-MID-FIN""], ""IPA-Normalized"": [""pɔɾɔb-ɾɛ t̪inɘʔ kɘ͡o̯ɖi laga-a t̪inɘʔ hɔɽ-ko laga-a sanam-ko ni̯͡ɘ-t̪ɛ galmaɾa͡o̯ ho.j-ɔʔ-a.""], ""IPA-Original"": [""pɔɾɔbɾɛ t̪inɘʔ kɘ͡o̯ɖi laga.a t̪inɘʔ hɔɽko laga.a sanamko ni̯͡ɘt̪ɛ galmaɾa͡o̯ ho.joʔa.""], ""Segmentation"": [""pɔɾɔb-ɾɛ"", ""t̪inɘʔ"", ""kɘ͡o̯ɖi"", ""laga-a"", ""t̪inɘʔ"", ""hɔɽ-ko"", ""laga-a"", ""sanam-ko"", ""ni̯͡ɘ-t̪ɛ"", ""galmaɾa͡o̯"", ""ho.j-ɔʔ-a""]}"
santali_glossed_1.eaf,93,a461,Bangla,92000,93000,,,,,,[S8.16] প্রদীপ: কাজ ভালোভাবে করার জন্য একটা কমিটি গঠন করতে হবে।,Pradeep: A committee should be formed to do the work properly.,kɘmi bʰage oco͡i̯ lɘgit̪̚ʔ miʔʈɛn komiʈi bɛna͡o̯ ɟɘɾuɽa.,kɘmi bʰage oco-i̯ lɘgit̪ʔ mit̪ʔ-ʈɛn komiʈi bɛna͡o̯ ɟɘɾuɽ-a.,kɘmi | bʰage | oco-i̯ | lɘgit̪ʔ | mit̪ʔ-ʈɛn | komiʈi | bɛna͡o̯ | ɟɘɾuɽ-a,work | good | CAUS-EMPH | for | one-CLF.HUM | committee | make | necessary-FIN,,"{""Bangla"": [""[S8.16] প্রদীপ: কাজ ভালোভাবে করার জন্য একটা কমিটি গঠন করতে হবে।""], ""English"": [""Pradeep: A committee should be formed to do the work properly.""], ""Gloss"": [""work"", ""good"", ""CAUS-EMPH"", ""for"", ""one-CLF.HUM"", ""committee"", ""make"", ""necessary-FIN""], ""IPA-Normalized"": [""kɘmi bʰage oco-i̯ lɘgit̪ʔ mit̪ʔ-ʈɛn komiʈi bɛna͡o̯ ɟɘɾuɽ-a.""], ""IPA-Original"": [""kɘmi bʰage oco͡i̯ lɘgit̪̚ʔ miʔʈɛn komiʈi bɛna͡o̯ ɟɘɾuɽa.""], ""Segmentation"": [""kɘmi"", ""bʰage"", ""oco-i̯"", ""lɘgit̪ʔ"", ""mit̪ʔ-ʈɛn"", ""komiʈi"", ""bɛna͡o̯"", ""ɟɘɾuɽ-a""]}"
