file,utterance_id,start_ms,end_ms,ref,mb,gl,ft
santali_with_ipa.eaf,103,224400,226400,uni d̪o okaɾen titʃaɾ kan-t̪a-bon-a-e,uni d̪o oka-ɾen titʃaɾ kan-t̪a-bon-a-e,3SG TOP 1PL.EXCL:GEN New Teacher COP-FIN-3SG:SUBJ,She is our new teacher.
santali_with_ipa.eaf,104,226600,228600,iɲalt̪e tʃid̪a am land̪a ked̪a,iɲalt̪e tʃid̪a am land̪a ked̪a,You Why 2SG Laugh PAST,Why are you laughing?
santali_with_ipa.eaf,105,228800,230800,amɾen aɾho buihaku t̪ehe-kan-a-e,am-ɾen aɾho buihaku t̪ehe-kan-a-e,3SG:GEN Any Brother Exist-PST-FIN-3SG:SUBJ,Did he have a brother?
santali_with_ipa.eaf,106,231000,233000,baŋ baku t̪ehe-kan-a-e,baŋ baku t̪ehe-kan-a-e,NEG NEG.EXCL Exist-PST-FIN-3SG:SUBJ,"No, he didn't have any brother."
santali_with_ipa.eaf,107,233200,235200,he iɲ-ɾen buihaku t̪ehe-kan-a-e,he iɲ-ɾen buihaku t̪ehe-kan-a-e,Yes 3SG:GEN Brother Exist-PST-FIN-3SG:SUBJ,"Yes, he has a brother."
santali_with_ipa.eaf,108,235400,237400,am-d̪o d̪akam ɟɔm-a,am-d̪o d̪akam ɟɔm-a,2SG-TOP Rice Eat:FUT,Would you like to eat rice?
santali_with_ipa.eaf,109,237600,239600,he ɟɔm-a,he ɟɔm-a,Yes Eat:FUT,"Yes, I will eat."
santali_with_ipa.eaf,110,239800,241800,iɲ-d̪o bɔ-iɲ ɟɔm-a,iɲ-d̪o bɔ-iɲ ɟɔm-a,NEG-TOP NEG-1SG Eat:FUT,"No, I will not eat."
santali_with_ipa.eaf,111,242000,244000,uni-d̪o am d̪ad̪a kan-a,uni-d̪o am d̪ad̪a kan-a,3SG-TOP 2SG Brother COP-FIN,Is he your brother?
santali_with_ipa.eaf,112,244200,246200,he iɲ d̪ad̪a kan-a,he iɲ d̪ad̪a kan-a,Yes 1SG:GEN Brother COP-FIN,"Yes, he is my brother."
santali_with_ipa.eaf,113,246400,248400,amɾen gid̪ɾo iskule tʃalao kan-a,am-ɾen gid̪ɾo iskule tʃalao kan-a,2SG:GEN Son School Go:PST COP-FIN,Did your child go to school?
santali_with_ipa.eaf,114,248600,250600,okoi oɾae kan-a,okoi oɾae kan-a,Whose House COP-FIN,Whose house is this?
santali_with_ipa.eaf,115,250800,252800,ale oɽae kan-a,ale oɽae kan-a,1PL.EXCL House COP-FIN,This is our house.
santali_with_ipa.eaf,116,253000,255000,hatem tʃal-a,hatem tʃal-a,Market Go-FIN,Will you go to the market?
santali_with_ipa.eaf,117,255200,257200,t̪ihin-d̪o bɔ-iɲ tʃal-a,t̪ihin-d̪o bɔ-iɲ tʃal-a,Today-TOP NEG-1SG Go-FIN,I won't go to the hut today.
santali_with_ipa.eaf,118,257400,259400,he iɲ tʃal-a,he iɲ tʃal-a,Yes 1SG Go-FIN,"Yes, I will."
santali_with_ipa.eaf,119,259600,261600,oka-t̪em tʃalaʔ kan-a,oka-t̪em tʃalaʔ kan-a,Where-LOC Go COP-FIN,Where are you going?
santali_with_ipa.eaf,120,261800,263800,iɲ-d̪o d̪aɾan iŋ tʃalaʔ kan-a,iɲ-d̪o d̪aɾan iŋ tʃalaʔ kan-a,1SG-TOP Roam Go COP-FIN,I go to roam.
santali_with_ipa.eaf,121,264000,266000,iɲ-d̪o-iɲ tʃalaʔ kan-a,iɲ-d̪o-iɲ tʃalaʔ kan-a,1SG-TOP-1SG Go COP-FIN,Where will you go?
santali_with_ipa.eaf,122,266200,268200,am-d̪o tʃem kami-a,am-d̪o tʃem kami-a,2SG-TOP Farmer COP-FIN,Are you a farmer?
santali_with_ipa.eaf,123,268400,270400,iɲ-d̪o naheli ʃiʔa,iɲ-d̪o naheli ʃiʔa,1SG-TOP Plough Drive,I will drive the plough.
santali_with_ipa.eaf,124,270600,272600,iɲ-d̪o huɾu ɾohu iŋ tʃalaʔ kan-a,iɲ-d̪o huɾu ɾohu iŋ tʃalaʔ kan-a,1SG-TOP Rice Plant Go COP-FIN,I am going to plant rice.
santali_with_ipa.eaf,125,272800,274800,apeɾen-d̪o kada mina kina,ape-ɾen-d̪o kada mina kina,2PL:GEN-TOP Ox Exist Q,Do you have buffalo?
santali_with_ipa.eaf,126,275000,277000,uni hɔrd̪ɔ ædi osul,uni hɔr-d̪ɔ ædi osul,3SG Man ø.COP Very Tall,That person is very tall.
santali_with_ipa.eaf,127,277200,279200,uŋko-ki ædimɔtʃ tahena,uŋko-ki ædimɔtʃ tahen-a,3PL Happy COP-PRS,Are they happy?
santali_with_ipa.eaf,128,279400,281400,orare-ki dʒahaɟ minaʔpɟa,orare-ki dʒahaɟ minaʔ-pɟa,Home Anyone COP-PRS,Is anyone home?
santali_with_ipa.eaf,129,281600,283600,barereh aimɔ-hor minaʔqua,barereh aimɔ-hor minaʔ-qua,Outside Many-Man COP-PL.PRS,There are many people outside.
santali_with_ipa.eaf,130,283800,285800,lahat̪e nænde mite ora tehekan-a,lahat̪e nænde mite ora tehe-kan-a,Before Here One House COP-FIN.PST,There was a home here before.
santali_with_ipa.eaf,131,286000,288000,bɔi tæbil tʃit̪anɾe tahekan-a,bɔi tæbil tʃit̪an-ɾe tahen-kan-a,Book Table On COP-FIN.PST,The book was on the table.
santali_with_ipa.eaf,132,288200,290200,aɭe at̪u gadaʔ ariræ,aɭe at̪u gadaʔ ariræ,My Village River Near ø.COP,My village is near the river.
santali_with_ipa.eaf,133,290400,292400,holadɔ ædi laŋɡa-ɡin tehekan-a,holadɔ ædi laŋɡa-ɡin tehe-kan-a,Yesterday Very Tired-Aux COP-FIN.PST,I was tired yesterday.
santali_with_ipa.eaf,134,292600,294600,niɟo ɟdɔ ba-ŋ herem,niɟo ɟ-dɔ ba-ŋ herem,This Mango ø.COP Neg Sweet,This fruit is not sweet.
santali_with_ipa.eaf,135,294800,296800,netɔ-ki lind̪ɔ giɟa kan-a,netɔ-ki lind̪ɔ giɟa kan-a,ø.COP Now Night COP-FIN,Is it night now?
santali_with_ipa.eaf,136,297000,299000,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This Pen Neg-1SG COP-FIN,This is not my pen.
santali_new_glossed.eaf,1,0,2000,d̪aʔ ɾe.jaʔ aɾ miʈɛc͡ʔ ɲut̪um d̪ɔ ɟi.jon,d̪aʔ ɾe-jaʔ aɾ miʈ-ɛc͡ʔ ɲut̪um d̪ɔ ɟi-jon,Water NAME-GEN And One-CLSSFR Name TOP Life-INESS,Another name for water is life.
santali_new_glossed.eaf,2,2200,4200,iɲ gɔgɔ-aʔ isin basaŋ d̪ɔ ɘdi sibila,iɲ gɔgɔ-aʔ isin basaŋ d̪ɔ ɘdi sibil-a,1SG Mother-GEN Cook Food TOP Very Tasty-FIN,My mother's cooking is very delicious.
santali_new_glossed.eaf,3,4400,6400,iɲ-ɾɛn pusi ɘɖi mia͡o mia͡o-ɛ ɾaːga,iɲ-ɾɛn pusi ɘɖi mia͡o mia͡o-ɛ ɾaː-ga,1SG-GEN Cat Very Meow Meow-3SG:SUBJ Sound-FIN,My cat meows a lot.
santali_new_glossed.eaf,4,6600,8600,iɲ d̪ɔ iɲ-aʔ nao̯a iskul ɘɖi aʈiɲ kusi-o̯aʔa,iɲ d̪ɔ iɲ-aʔ nao̯a iskul ɘɖi aʈiɲ kusi-o̯a-ʔ-a,1SG TOP 1SG-GEN New School Very Much Like-PRF-M-FIN,I like my new school very much.
santali_new_glossed.eaf,5,8800,10800,d̪inɘm set̪aʔ-ɾɛ iɲ baba aɾ iɲ bo͡iha baɽgi-ɾɛ abat̪ ɲɛl-kin cala-a,d̪inɘm set̪aʔ-ɾɛ iɲ baba aɾ iɲ bo͡iha baɽgi-ɾɛ abat̪ ɲɛl-kin cala-a,Every Morning-LOC 1SG Father And 1SG Eldest.Brother Field-LOC Crops See-PROG Go-FIN,Every morning father and brother go to the field to see the crops.
santali_new_glossed.eaf,6,11000,13000,sɔhɔɾ-ɾɛ cala-o̯-lɛn-kʰan abo d̪ɔ baŋla-t̪ɛ-bon ɾɔːɽa,sɔhɔɾ-ɾɛ cala-o̯-lɛn-kʰan abo d̪ɔ baŋla-t̪ɛ-bon ɾɔː-ɽa,Town-LOC Go-PST-COND 1PL.EXCL TOP Bengali-INSTR-1PL.EXCL Speak-FIN,When we go to town we speak Bengali.
santali_new_glossed.eaf,7,13200,15200,kid̪uʔ ɟɔm lekʰan-gi iɲ d̪ɔ d̪ud̪ɽum-iɲ-ɘ,kid̪uʔ ɟɔm lekʰan-gi iɲ d̪ɔ d̪ud̪-ɽum-iɲ-ɘ,Night Rice Eat When-EMPH 1SG TOP Sleep-SBJ-CAUS-FIN,Eating rice at night makes me sleepy.
santali_new_glossed.eaf,8,15400,17400,gaɖa-ɾɛn hako d̪ɔ-ko sibila,gaɖa-ɾɛn hako d̪ɔ-ko sibil-a,River-GEN Fish TOP-3PL Tasty-FIN,Fishes of the river are very tasty.
santali_new_glossed.eaf,9,17600,19600,uni d̪ɔ t̪eheɲ-ɛ hɛc͡ʔ d̪aɽe-ja-a,uni d̪ɔ t̪eheɲ-ɛ hɛc͡ʔ d̪aɽe-ja-a,3SG TOP Today-3SG Come Ability-FIN-Q,Can he/she come today?
santali_new_glossed.eaf,10,19800,21800,am d̪ɔ ɟʰal ɟɔm-ɛm kusi-jaʔa,am d̪ɔ ɟʰal ɟɔm-ɛm kusi-jaʔ-a,2SG TOP Spicy Eat-2SG:SUBJ Like-PRF-Q,Do you like to eat spicy food?
santali_new_glossed.eaf,11,22000,24000,caː ɾɛ-ɲ cini-jaʔa,caː ɾɛ-ɲ cini-jaʔ-a,Tea LOC-1SG:SUBJ Sugar-put-Q,Should I put sugar in the tea?
santali_new_glossed.eaf,12,24200,26200,ut̪u-ɾɛ-m buluŋ-ka͡o-d̪a,ut̪u-ɾɛ-m buluŋ-ka͡o-d̪a,Curry-LOC-2SG:SUBJ Salt-put.PST-FIN,Did you add salt to the curry?
santali_new_glossed.eaf,13,26400,28400,am d̪ɔ no̯a put̪ʰi-m paɽha-o̯-ka-d̪a,am d̪ɔ no̯a put̪ʰi-m paɽha-o̯-ka-d̪a,2SG TOP This Book-2SG:SUBJ Read-PST-PRF-FIN,Have you read the book?
santali_new_glossed.eaf,14,28600,30600,uni d̪ɔ t̪eheɲ ced̪aʔ ba-i͡ cala-o̯-le-na,uni d̪ɔ t̪eheɲ ced̪aʔ ba-i͡ cala-o̯-le-na,3SG TOP Today Why NEG-3SG Go-PST-PST-FIN,Why didn't he/she go today?
santali_new_glossed.eaf,15,30800,32800,am t̪in-ɾɛ ɔɽaʔ-ɛm ɾu̯ɘɽa,am t̪in-ɾɛ ɔɽaʔ-ɛm ɾu̯ɘ-ɽa,2SG When-LOC Home-2SG:SUBJ Return-FIN,When will you return home?
santali_new_glossed.eaf,16,33000,35000,iɲ d̪ɔ ɔka-sɛc͡ʔ-iɲ cala-a,iɲ d̪ɔ ɔka-sɛc͡ʔ-iɲ cala-a,1SG TOP Which-DIR-1SG:SUBJ Go-FIN,Which direction do I go?
santali_new_glossed.eaf,17,35200,37200,iɲ d̪ɔ ɔka sɛc͡ʔ calaʔ ho-joʔt̪-iɲ-ɘ,iɲ d̪ɔ ɔka sɛc͡ʔ cala-ʔ ho-joʔt̪-iɲ-ɘ,1SG TOP Which DIR Go-M Must-OBL-1SG-FIN,Which direction should I go?
santali_new_glossed.eaf,18,37400,39400,am d̪ɔ gapa t̪in-ɾɛ ɔɽaʔ-ɛm hiɟu-a,am d̪ɔ gapa t̪in-ɾɛ ɔɽaʔ-ɛm hiɟu-a,2SG TOP Tomorrow When-LOC Home-2SG:SUBJ Come-FIN,When will you come home tomorrow?
santali_new_glossed.eaf,19,39600,41600,ced̪aʔ-ɛm land̪a-i͡-d̪a,ced̪aʔ-ɛm land̪a-i͡-d̪a,Why-2SG:SUBJ Laugh-PROG-FIN,Why are you laughing?
santali_new_glossed.eaf,20,41800,43800,ced̪aʔ-pɛ land̪a-i͡-ɛʔ-kan t̪ahɛ̃-kana,ced̪aʔ-pɛ land̪a-i͡-ɛʔ-kan t̪ahɛ̃-kana,Why-2PL Laugh-PROG-PRF-CONT Stay-COP,Why were you (plural) laughing?
santali_new_glossed.eaf,21,44000,46000,ɔka-t̪ɛm cala-ʔ-kana,ɔka-t̪ɛm cala-ʔ-kana,Where-LOC-2SG:SUBJ Go-M-COP,Where are you going?
santali_new_glossed.eaf,22,46200,48200,ɔka-t̪ɛm cala-o̯-le-na,ɔka-t̪ɛm cala-o̯-le-na,Where-LOC-2SG:SUBJ Go-PST-PST-FIN,Where did you go?
santali_new_glossed.eaf,23,48400,50400,ɔak-t̪ɛm cala-a,ɔak-t̪ɛm cala-a,Where-LOC-2SG:SUBJ Go-FIN,Where will you go?
santali_new_glossed.eaf,24,50600,52600,am d̪ɔ ɔka-ɾɛ gat̪e-ʔ-ɛm cala-a,am d̪ɔ ɔka-ɾɛ gat̪e-ʔ-ɛm cala-a,2SG TOP Which-LOC Play-M-2SG:SUBJ Go-FIN,Where will you go to play?
santali_new_glossed.eaf,25,52800,54800,ɔɽaʔ-ɾɛ ɟahã-i͡ mɛna-ʔ-pe-ja,ɔɽaʔ-ɾɛ ɟahã-i͡ mɛna-ʔ-pe-ja,Home-LOC Anyone-Q Exist-M-2PL-Q,Is anyone at home?
santali_new_glossed.eaf,26,55000,57000,ɔɽaʔ-ɾɛ ɟahã-i͡-pɛ t̪ahɛ̃-na,ɔɽaʔ-ɾɛ ɟahã-i͡-pɛ t̪ahɛ̃-na,Home-LOC Anyone-Q-2PL Stay-FIN,Will anyone be at home?
santali_new_glossed.eaf,27,57200,59200,am d̪ɔ set̪aʔ t̪in-ɾɛm beɾet̪-ʔa,am d̪ɔ set̪aʔ t̪in-ɾɛm beɾet̪-ʔa,2SG TOP Morning When-LOC-2SG:SUBJ Wake.up-M,What time do you wake up in the morning?
santali_new_glossed.eaf,28,59400,61400,am cɛt̪-lɛka mena-ma,am cɛt̪-lɛka mena-ma,2SG How-MANNER Exist-Q,How are you?
santali_new_glossed.eaf,29,61600,63600,am cɛʔ-ɛm ceka-i͡-d̪a,am cɛʔ-ɛm ceka-i͡-d̪a,2SG What-2SG:SUBJ Do-PROG-FIN,What are you doing?
santali_new_glossed.eaf,30,63800,65800,am cɛʔ-ɛm ceka-ja,am cɛʔ-ɛm ceka-ja,2SG What-2SG:SUBJ Do-FIN,What will you do?
santali_new_glossed.eaf,31,66000,68000,cɛt̪ kɘmi am d̪ɔ ɟɘst̪im kusi-jaʔa,cɛt̪ kɘmi am d̪ɔ ɟɘst̪im kusi-jaʔ-a,What Thing 2SG TOP Most Like-PRF-Q,What do you like to do the most?
santali_new_glossed.eaf,32,68200,70200,ɔna ɟɘɽ aɲɟɔm kat̪ɛʔ pa-ɛ d̪ɔ ced̪aʔ-pɛ land̪a-jɛʔ-kan t̪ahɛ̃-kana,ɔna ɟɘɽ aɲɟɔm kat̪ɛʔ pa-ɛ d̪ɔ ced̪aʔ-pɛ land̪a-jɛʔ-kan t̪ahɛ̃-kana,That Story Hear After Hear-3SG TOP Why-2PL Laugh-PRF-CONT Stay-COP,Why were you laughing when you heard that story?
santali_new_glossed.eaf,33,70400,72400,am-aʔ gʰaɾɔ̃ɟ-ɾɛ okɔ-i͡-ko mena-ʔ-ko-a,am-aʔ gʰaɾɔ̃ɟ-ɾɛ okɔ-i͡-ko mena-ʔ-ko-a,2SG-GEN Family-LOC Who-Q-3PL Exist-M-3PL-FIN,Who is in your family?
santali_new_glossed.eaf,34,72600,74600,no̯a ʈɔʈʰa-ɾɛ oŋ-ko d̪ɔ cɛt̪-lɛka-t̪ɛ-ko hɛc͡ʔ-le-na,no̯a ʈɔʈʰa-ɾɛ oŋ-ko d̪ɔ cɛt̪-lɛka-t̪ɛ-ko hɛc͡ʔ-le-na,This Place-LOC 3PL TOP How-MANNER-INSTR-3PL Come-PST-FIN,How did they get to this place?
santali_new_glossed.eaf,35,74800,76800,ɔka sɛc͡ʔ-bo cala-o̯-lɛn-kʰac͡ʔ bʰage ho-i͡-ko-a,ɔka sɛc͡ʔ-bo cala-o̯-lɛn-kʰac͡ʔ bʰage ho-i͡-ko-a,Which DIR-1PL.EXCL Go-PST-COND Good Become-PROG-3PL-FIN,Which direction would be better for us to go?
santali_new_glossed.eaf,36,77000,79000,ɟahan kupuli t̪ahɛ̃n-t̪am kʰac͡ʔ baɖa-i͡ oco-i͡-ɲ-mɛ,ɟahan kupuli t̪ahɛ̃n-t̪am kʰac͡ʔ baɖa-i͡ oco-i͡-ɲ-mɛ,Any Question Stay-2SG.HON If Inform-IMP Tell-IMP-1SG-IMP,Let me know if you have any questions.
santali_new_glossed.eaf,37,79200,81200,am d̪ɔ ɔka-ɾɛm t̪ahɛ̃-na,am d̪ɔ ɔka-ɾɛm t̪ahɛ̃-na,2SG TOP Where-LOC-2SG:SUBJ Stay-FIN,Where do you live?
santali_new_glossed.eaf,38,81400,83400,am d̪ɔ ɔka-ɾɛm t̪ahɛ̃-na,am d̪ɔ ɔka-ɾɛm t̪ahɛ̃-na,2SG TOP Where-LOC-2SG:SUBJ Stay-FIN,Where will you stay?
santali_new_glossed.eaf,39,83600,85600,am d̪ɔ cɛt̪ t̪eheɲ-ɛm hiɟu-a,am d̪ɔ cɛt̪ t̪eheɲ-ɛm hiɟu-a,2SG TOP What Today-2SG:SUBJ Come-FIN,Will you come today?
santali_new_glossed.eaf,40,85800,87800,abo d̪ɔ cɛt̪ oŋ-ko-bo hɔhɔ-o̯a-ko-a,abo d̪ɔ cɛt̪ oŋ-ko-bo hɔhɔ-o̯a-ko-a,1PL.EXCL TOP What 3PL-OBJ-1PL.EXCL Call-PST-3PL-FIN,Shall we call them?
santali_new_glossed.eaf,41,88000,90000,abo d̪ɔ cɛt̪ oŋ-ko-bo hɔhɔ-o̯a-ʔ-ko t̪ahɛ̃-na,abo d̪ɔ cɛt̪ oŋ-ko-bo hɔhɔ-o̯a-ʔ-ko t̪ahɛ̃-na,1PL.EXCL TOP What 3PL-OBJ-1PL.EXCL Call-PRF-M-3PL Stay-FIN,Did we call them?
santali_new_glossed.eaf,42,90200,92200,abo d̪ɔ cɛt̪ oŋ-ko-bo hɔhɔ-o̯a-ko-a,abo d̪ɔ cɛt̪ oŋ-ko-bo hɔhɔ-o̯a-ko-a,1PL.EXCL TOP What 3PL-OBJ-1PL.EXCL Call-PST-3PL-FIN,Shall we call them?
santali_new_glossed.eaf,43,92400,94400,am d̪ɔ cɛt̪-iɲ kuli d̪aɽe-o̯a-ma,am d̪ɔ cɛt̪-iɲ kuli d̪aɽe-o̯a-ma,2SG TOP What-1SG:SUBJ Question Ability-PST-Q,Can I ask a question?
santali_new_glossed.eaf,44,94600,96600,am d̪ɔ t̪eheɲ t̪in-ɾɛ ɔɽaʔ-ɛm hiɟu-a,am d̪ɔ t̪eheɲ t̪in-ɾɛ ɔɽaʔ-ɛm hiɟu-a,2SG TOP Today When-LOC Home-2SG:SUBJ Come-FIN,When will you come home today?
santali_new_glossed.eaf,45,96800,98800,am d̪ɔ hɔla t̪in-ɾɛ ɔɽaʔ-ɛm hɛc͡ʔ-le-na,am d̪ɔ hɔla t̪in-ɾɛ ɔɽaʔ-ɛm hɛc͡ʔ-le-na,2SG TOP Yesterday When-LOC Home-2SG:SUBJ Come-PST-FIN,When did you come home yesterday?
santali_new_glossed.eaf,46,99000,101000,am do̪ cɛt̪-leka mena-ma,am do̪ cɛt̪-leka mena-ma,2SG TOP How-MANNER Exist-Q,How are you?
santali_new_glossed.eaf,47,101200,103200,am d̪ɔ cɛt̪-ɛm ceka baɽa-ja,am d̪ɔ cɛt̪-ɛm ceka baɽa-ja,2SG TOP What-2SG:SUBJ Do Habitually-FIN,What do you do? (formal habitual)
santali_new_glossed.eaf,48,103400,105400,am cɛt̪-ɛm ceka baɽa-ja,am cɛt̪-ɛm ceka baɽa-ja,2SG What-2SG:SUBJ Do Habitually-FIN,What do you do? (informal habitual)
santali_new_glossed.eaf,49,105600,107600,am d̪ɔ cɛt̪-ɛm ceka-i͡-d̪a,am d̪ɔ cɛt̪-ɛm ceka-i͡-d̪a,2SG TOP What-2SG:SUBJ Do-PROG-FIN,What are you doing? (formal progressive)
santali_new_glossed.eaf,50,107800,109800,am d̪ɔ cɛt̪ ceka-jɛm kusi-o̯aʔa,am d̪ɔ cɛt̪ ceka-jɛm kusi-o̯a-ʔ-a,2SG TOP What Do-NMLZ-2SG:SUBJ Like-PRF-M-FIN,What is your hobby? (formal)
santali_new_glossed.eaf,51,110000,112000,am cɛt̪ ceka-jɛm kusi-o̯aʔa,am cɛt̪ ceka-jɛm kusi-o̯a-ʔ-a,2SG What Do-NMLZ-2SG:SUBJ Like-PRF-M-FIN,What is your hobby? (informal)
santali_new_glossed.eaf,52,112200,114200,am d̪ɔ cɛt̪ ceka-jɛm kusi-o̯aʔa,am d̪ɔ cɛt̪ ceka-jɛm kusi-o̯a-ʔ-a,2SG TOP What Do-NMLZ-2SG:SUBJ Like-PRF-M-FIN,What do you like to do?
santali_new_glossed.eaf,53,114400,116400,apɛ d̪ɔ ɲu-i͡ d̪aʔ cɛt̪-leka-kat̪ɛ-pɛ d̪ɔhɔ-ja,apɛ d̪ɔ ɲu-i͡ d̪aʔ cɛt̪-leka-kat̪ɛ-pɛ d̪ɔhɔ-ja,2PL TOP Drink-NMLZ Water How-MANNER-INSTR-2PL Collect-FIN,How do you collect drinkable water?
santali_new_glossed.eaf,54,116600,118600,am d̪ɔ no̯a cɛt̪-lɛka-kat̪ɛm isin basaŋ-ɛ-d̪a,am d̪ɔ no̯a cɛt̪-lɛka-kat̪ɛm isin basaŋ-ɛ-d̪a,2SG TOP This How-MANNER-INSTR Cook Food-CAUS-FIN,How did you cook this?
santali_new_glossed.eaf,55,118800,120800,am d̪ɔ no̯a piʈʰɘ cɛt̪-lɛka-kat̪ɛʔm bena-o̯-ke-d̪a,am d̪ɔ no̯a piʈʰɘ cɛt̪-lɛka-kat̪ɛʔm bena-o̯-ke-d̪a,2SG TOP This Cake How-MANNER-INSTR-2SG:SUBJ Make-PST-TR-FIN,How did you make this cake?
santali_new_glossed.eaf,56,121000,123000,am-aʔ ɔɽaʔ d̪ɔ ɔka-ɾe,am-aʔ ɔɽaʔ d̪ɔ ɔka-ɾe,2SG-GEN Home TOP Where-LOC,Where is your home?
santali_new_glossed.eaf,57,123200,125200,abo d̪ɔ t̪eheɲ ɔka-ɾɛ-bo t̪ahɛ̃-na,abo d̪ɔ t̪eheɲ ɔka-ɾɛ-bo t̪ahɛ̃-na,1PL.EXCL TOP Today Where-LOC-1PL.EXCL Stay-FIN,Where will we stay today?
santali_new_glossed.eaf,58,125400,127400,am ɔka-ɾɛm t̪ahɛ̃-na,am ɔka-ɾɛm t̪ahɛ̃-na,2SG Where-LOC-2SG:SUBJ Stay-FIN,Where do you live?
santali_new_glossed.eaf,59,127600,129600,no̯a ʈɔʈʰa-ɾɛ ɘɖi bɘɽic͡ʔ sɔ kana,no̯a ʈɔʈʰa-ɾɛ ɘɖi bɘɽic͡ʔ sɔ kana,This Place-LOC Very Bad Smell COP,This place smells bad.
santali_new_glossed.eaf,60,129800,131800,ut̪u-ɾɛ ɟʰal ɟɘst̪i-jena,ut̪u-ɾɛ ɟʰal ɟɘst̪i-je-na,Curry-LOC Spicy Excess-become-FIN,This curry is very spicy.
santali_new_glossed.eaf,61,132000,134000,caː-ɾɛ hɛɽɛm ɟɘst̪i-jɛna,caː-ɾɛ hɛɽɛm ɟɘst̪i-jɛ-na,Tea-LOC Sweet Excess-become-FIN,This tea contains too much sugar.
santali_new_glossed.eaf,62,134200,136200,ɟɔm-ʔ bɘɽic͡ʔ-e-na,ɟɔm-ʔ bɘɽic͡ʔ-e-na,Food-M Spoil-3SG-FIN,This food has gone stale.
santali_new_glossed.eaf,63,136400,138400,no̯a ɟɔ d̪ɔ ɾɔbɔc͡ʔ ɾɔbɔc͡ʔ ɾasa-ge-ja,no̯a ɟɔ d̪ɔ ɾɔbɔc͡ʔ ɾɔbɔc͡ʔ ɾasa-ge-ja,This Fruit TOP Dripping Dripping Juicy-MANNER-FIN,This fruit is very juicy.
santali_new_glossed.eaf,64,138600,140600,ɟɔm-aʔ-ko-ɾɛ d̪ɔ ɖʰeɾ mɔsɔla-ko laga-o̯-ă-ka-d̪a,ɟɔm-aʔ-ko-ɾɛ d̪ɔ ɖʰeɾ mɔsɔla-ko laga-o̯-ă-ka-d̪a,Food-GEN-3PL-LOC TOP Many Spice-3PL Apply-PST-PERF-PRF-FIN,These foods have too much spices.
santali_new_glossed.eaf,65,140800,142800,sɔɾbɔt̪ ɲu t̪a-jɔm ɘɖi ceɾʈʰaɲ ɘ-i͡-kɘ-o̯e-d̪a,sɔɾbɔt̪ ɲu t̪a-jɔm ɘɖi ceɾʈʰaɲ ɘ-i͡-kɘ-o̯e-d̪a,Shake Drink After-eat Very Refreshing Feel-PROG-CAUS-PERF-FIN,This shake feels very refreshing after drinking.
santali_new_glossed.eaf,66,143000,145000,paɾkɔm lat̪a-ɾ kʰɔn ɟʰuɽi ɘgu-i͡-mɛ,paɾkɔm lat̪a-ɾ kʰɔn ɟʰuɽi ɘgu-i͡-mɛ,Bed Under-GEN From Basket Bring-IMP-2SG,Bring that basket from under the bed.
santali_new_glossed.eaf,67,145200,147200,iskul d̪ɔ no̯a ɖahaɾ hana-sa-ɾɛ,iskul d̪ɔ no̯a ɖahaɾ hana-sa-ɾɛ,School TOP This Road Opposite-side-LOC,The school is on the opposite side of this road.
santali_new_glossed.eaf,68,147400,149400,ɔɽaʔ bɛɽha-i͡-t̪ɛ d̪aɾe-ko ɾɔhɔ-i͡-aka-ʔ-a,ɔɽaʔ bɛɽha-i͡-t̪ɛ d̪aɾe-ko ɾɔhɔ-i͡-aka-ʔ-a,Home Surrounding-INSTR Tree-3PL Planted-PROG-PRF-M-FIN,Trees are planted all around the house.
santali_new_glossed.eaf,69,149600,151600,ɟɔt̪ɔ-ko mud̪-ɾɛ nu-i͡ paɽha-ʔ kɔɽa d̪ɔ-i͡ sɔɾɔs-ge-ja,ɟɔt̪ɔ-ko mud̪-ɾɛ nu-i͡ paɽha-ʔ kɔɽa d̪ɔ-i͡ sɔɾɔs-ge-ja,All-3PL Among-LOC This-Q Student TOP-Q Best-MANNER-FIN,That student is the best among all.
santali_new_glossed.eaf,70,151800,153800,bana-hɔɽ-ge-kin bud̪ ɘkila-na-ʔ-a,bana-hɔɽ-ge-kin bud̪ ɘkila-na-ʔ-a,Both-MANNER-PROG-DU Intelligent Appear-FIN-M-FIN,They are both brilliant.
santali_new_glossed.eaf,71,154000,156000,maʈʰ samaŋ-ɾe-ge mit̪-ʔʈɛc͡ʔ pukʰɾi mɛna-a,maʈʰ samaŋ-ɾe-ge mit̪-ʔ-ʈɛc͡ʔ pukʰɾi mɛna-a,Field Front-LOC-EMPH One-M-CLSSFR Pond Exist-FIN,There is a pond in front of the field.
santali_new_glossed.eaf,72,156200,158200,d̪ɔkan aɽe-ɾe-ge mit̪-ʔʈɛc͡ʔ maʈʰ mena-a,d̪ɔkan aɽe-ɾe-ge mit̪-ʔ-ʈɛc͡ʔ maʈʰ mena-a,Shop Beside-LOC-EMPH One-M-CLSSFR Field Exist-FIN,There is a field next to the shop.
